,GameID,Date,Teams,Points,Wagers,Opener,Pinnacle,Fivedimes,Bookmaker,BetOnline,Bovada,Heritage,Intertops,Youwager,Justbet,Sportsbetting,Gtbets,Sportbet,Nitrogensports,Betphoenix,Betmania,Skybook,Mybookie,Abcislands,Jazz,Sportsinteraction,Betcris,Sbr,Wagerweb,Thegreek,Bodog,Matchbook,Looselines,Bet365,Consensus_Odds,Consensus_Probs,Consensus_Minus_Alpha,Max_Odds,Max_Implied_Prob,Signal_Long,Signal_Short,Payout_if_Win_Long,Payout_if_Lose_Long,Payout_if_Win_Short,Payout_if_Lose_Short,Expected_Value_Long,Expected_Value_Short,Breakeven_Odds_Gross,Breakeven_Odds_Gross_Decimal,Breakeven_Odds_Net_Comm_Long,Edge_Long_5ticks,Edge_Long_10ticks,Breakeven_Odds_Net_Comm_Short,Edge_Short_5ticks,Edge_Short_10ticks,Kelly_Long,Kelly_Short
2,1,"Thu Jan 31, 2019",Dallas,0,48%,+125,+125,+120,+120,+120,+120,+115,+115,+115,+120,+120,+115,+120,+123,+120,+120,+120,+120,-,-,+115,+120,+120,+115,+120,+120,+131,-,+120,119.56,0.45556801271057196,0.43556801271057194,131,0.4329004329004329,1,0,1.31,-1,1,-1.31,0.006162109361421142,-0.006162109361421142,129.58527045568064,1.2958527045568065,2.3217697586479424,0.02410538661670819,0.038575473056201445,2.26993565046567,0.03306704038131736,0.054845441016845964,0.004703900275894002,-0.006162109361421142
11,5,"Thu Jan 31, 2019",L.A. Clippers,0,93%,-225,-205,-200,-230,-215,-230,-220,-220,-210,-230,-215,-210,-200,-213,-225,-225,-225,-225,-,-,-230,-230,-230,-220,-230,-230,-202,-,-230,-220.0,0.6871690380753279,0.6671690380753279,-200,0.6666666666666666,1,0,0.5,-1,1,-0.5,0.0007535571129918539,-0.0007535571129918539,-200.452816714307,0.49887051546162015,1.5088479257708527,0.07160279084343883,0.12051206867975989,1.4888931051523877,0.04001507114225983,0.07337352304602623,0.0015071142259837078,-0.0007535571129918539
