,GameID,Date,Teams,Points,Wagers,Opener,Pinnacle,Fivedimes,Bookmaker,BetOnline,Bovada,Heritage,Intertops,Youwager,Justbet,Sportsbetting,Gtbets,Sportbet,Nitrogensports,Betphoenix,Betmania,Skybook,Mybookie,Abcislands,Jazz,Sportsinteraction,Betcris,Sbr,Wagerweb,Thegreek,Bodog,Matchbook,Looselines,Bet365,Consensus_Odds,Consensus_Probs,Consensus_Minus_Alpha,Max_Odds,Max_Implied_Prob,Signal_Long,Signal_Short,Expected_Value_Long,Kelly_Long,Breakeven_Odds_Gross,Breakeven_Odds_Gross_Decimal,Breakeven_Odds_Net_Comm_Long,Kelly_Long_2ticks,Kelly_Long_5ticks,Breakeven_Odds_Net_Comm_Short,Kelly_Short_2ticks,Kelly_Short_5ticks
1,0,"Thu Feb 07, 2019 - Soccer",Valencia CF,0,28%,+186,+188,+193,+180,+181,+180,+188,+165,+175,+180,+181,+180,+193,+186,+188,+188,+188,+177,-,-,+176,+180,+200,+188,+180,+180,+200,-,+220,185.4,0.3508,0.3308,220,0.3125,1,0,0.0586,0.026618181818181843,202.3,3.023,3.0635,0.0096,0.0142,2.9825,0.0102,0.0155
3,1,"Friday, February 08, 2019 - Soccer",Real Valladolid,0,50%,+175,+200,+206,+197,+193,+195,+190,+190,-,+197,+193,+195,+206,+198,+200,+200,+200,+187,-,-,+192,+197,+197,+190,+192,+195,+220,-,+200,197.0833,0.3368,0.31679999999999997,220,0.3125,1,0,0.0138,0.006254545454545452,215.66,3.1566,3.1997,0.009,0.0131,3.1135,0.0095,0.0143
9,3,"Saturday, February 09, 2019 - Soccer",Real Madrid,0,0%,-135,-117,-116,-121,+123,-125,-130,-125,+123,-121,-120,-125,+123,-119,-117,-117,+123,-130,-,-,+123,-121,-121,-130,+123,-125,-114,-,+123,-53.32,0.5209,0.5009,123,0.4484,1,0,0.117,0.09512764227642274,-100.3613,1.9964,2.0163,0.0193,0.0328,1.9765000000000001,0.02,0.035
10,3,"Saturday, February 09, 2019 - Soccer",Draw,0,100%,+301,+360,+369,+346,+193,+355,+325,+333,+193,+346,+320,+350,+193,+357,+360,+360,+193,+334,-,-,+193,+346,+346,+325,+193,+355,+380,-,+193,304.72,0.2564,0.23640000000000003,380,0.2083,1,0,0.1347,0.03545263157894739,323.01,4.2301,4.294700000000001,0.006,0.0081,4.1655,0.0064,0.0087
11,3,"Saturday, February 09, 2019 - Soccer",Espanyol Barcelona,0,0%,+237,+268,+262,+260,+204,+265,+250,+245,+204,+260,+250,+265,+204,+268,+268,+268,+204,+248,-,-,+204,+260,+260,+250,+204,+265,+270,-,+204,244.4,0.2921,0.2721,270,0.2703,1,0,0.0068,0.0025074074074074274,267.51,3.6751,3.7286,0.0073,0.0101,3.6215999999999995,0.0077,0.011
12,4,"Saturday, February 09, 2019 - Soccer",Rayo Vallecano,0,33%,-110,-100,+100,-104,+145,-105,-105,-110,+135,-104,-106,-105,+136,-101,+100,+100,+144,-111,-,-,+131,-104,-104,-105,+136,-105,+104,-,+135,-4.12,0.4843,0.4643,145,0.4082,1,0,0.1375,0.09485172413793093,115.38,2.1538,2.1769,0.0167,0.0277,2.1307,0.018,0.0314
13,4,"Saturday, February 09, 2019 - Soccer",Draw,0,33%,+264,+331,+328,+310,+215,+320,+265,+300,+210,+310,+285,+310,+212,+329,+331,+331,+213,+301,-,-,+200,+310,+310,+265,+212,+320,+330,-,+210,282.32,0.2662,0.2462,331,0.232,1,0,0.0611,0.018465861027190333,306.17,4.0617,4.1229,0.0064,0.0086,4.000500000000001,0.0067,0.0093
17,5,"Sunday, February 10, 2019 - Soccer",CD Leganes,0,33%,+192,+217,+228,+212,+233,+210,+204,+200,+266,+212,+205,+210,+215,+217,+217,+217,+233,+202,-,-,-,+212,+212,+204,+228,+210,+218,-,+234,217.3333,0.3157,0.29569999999999996,266,0.2732,1,0,0.0823,0.030925563909774415,238.18,3.3818,3.4294,0.0082,0.0116,3.3342,0.0086,0.0126
18,6,"Sunday, February 10, 2019 - Soccer",Real Betis Balompie,0,0%,-117,-115,-113,-119,+136,-115,-126,-125,+130,-119,-120,-118,+135,-117,-115,-115,+145,-128,-,-,-,-119,-119,-126,+131,-115,-115,-,-,-63.5652,0.5172,0.4972,145,0.4082,1,0,0.2181,0.15044137931034476,101.13,2.0113,2.0315000000000003,0.019,0.0323,1.9910999999999999,0.02,0.0349
19,6,"Sunday, February 10, 2019 - Soccer",Draw,0,100%,+277,+359,+353,+344,+212,+355,+310,+325,+205,+344,+320,+345,+210,+356,+359,+359,+215,+333,-,-,-,+344,+344,+310,+208,+355,+360,-,-,314.1304,0.247,0.227,360,0.2174,1,0,0.0442,0.012277777777777782,340.53,4.4053,4.4734,0.0057,0.0076,4.3372,0.006,0.0082
21,7,"Sunday, February 10, 2019 - Soccer",Real Sociedad,0,100%,-169,-141,-138,-144,+140,-150,-176,-149,-,-144,-147,-143,+146,-143,-141,-141,+145,-159,-,-,+132,-144,-144,-176,+137,-150,-141,-,+138,-76.375,0.5519,0.5318999999999999,146,0.4065,1,0,0.3085,0.2112835616438355,-113.6235,1.8801,1.8977,0.0218,0.038,1.8625,0.02,0.0359
