,GameID,Date,Teams,Points,Wagers,Opener,Pinnacle,Fivedimes,Bookmaker,BetOnline,Bovada,Heritage,Intertops,Youwager,Justbet,Sportsbetting,Gtbets,Sportbet,Nitrogensports,Betphoenix,Betmania,Skybook,Mybookie,Abcislands,Jazz,Sportsinteraction,Betcris,Sbr,Wagerweb,Thegreek,Bodog,Matchbook,Looselines,Bet365,Consensus_Odds,Consensus_Probs,Consensus_Minus_Alpha,Max_Odds,Max_Implied_Prob,Signal_Long,Signal_Short,Expected_Value_Long,Kelly_Long,Breakeven_Odds_Gross,Breakeven_Odds_Gross_Decimal,Breakeven_Odds_Net_Comm_Long,Edge_Long_5ticks,Edge_Long_10ticks,Breakeven_Odds_Net_Comm_Short,Edge_Short_5ticks,Edge_Short_10ticks
0,0,"Fri Feb 01, 2019",Memphis,0,7%,+180,+254,+265,+269,+260,+255,+255,+255,+245,+269,+260,+255,+265,+254,+255,+255,+255,+255,-,-,+255,+269,+269,+255,+250,+255,+268,-,+250,258.08,0.2794,0.25939999999999996,269,0.271,0,1,-0.0428,0,285.51,3.8551,3.9122,0.0094,0.0135,3.798,0.0278,0.0407
1,0,"Fri Feb 01, 2019",Charlotte,0,93%,-240,-288,-295,-333,-310,-310,-315,-310,-310,-333,-310,-310,-295,-306,-315,-315,-315,-315,-,-,-320,-333,-333,-315,-300,-310,-286,-,-310,-311.68,0.7569,0.7369,-286,0.7409,0,1,-0.0054,0,-280.112,1.357,1.3641,0.1015,0.17,1.3498999999999999,0.0421,0.0789
2,1,"Fri Feb 01, 2019",Boston,0,43%,-1475,-1124,-1100,-1300,-1150,-1400,-1095,-1300,-1200,-1300,-1150,-1200,-1100,-1316,-1225,-,-,-1200,-,-,-1300,-1300,-1300,-1095,-1200,-1400,-1050,-,-1300,-1221.9565,0.9239,0.9039,-1050,0.913,0,1,-0.01,0,-940.7338,1.1063,1.1084,0.2972,0.4428,1.1042,0.0471,0.0923
3,1,"Fri Feb 01, 2019",New York,0,57%,+800,+842,+900,+797,+800,+750,+795,+725,+825,+797,+800,+800,+900,+831,+775,-,-,+800,-,-,+797,+797,+797,+795,+800,+750,+860,-,+800,805.7826,0.1106,0.0906,900,0.1,0,1,-0.094,0,1003.75,11.0375,11.2382,0.0022,0.0026,10.8368,0.0227,0.0272
4,2,"Fri Feb 01, 2019",Oklahoma City,0,58%,-180,-171,-170,-180,-190,-190,-180,-180,-185,-180,-190,-175,-170,-177,-184,-182,-182,-185,-,-,-180,-180,-180,-180,-180,-190,-170,-,-175,-180.24,0.643,0.623,-170,0.6296,0,1,-0.0105,0,-165.2619,1.6051,1.6172,0.058,0.0973,1.593,0.0387,0.0699
5,2,"Fri Feb 01, 2019",Miami,0,42%,+150,+154,+160,+155,+165,+165,+155,+160,+165,+155,+165,+155,+160,+151,+159,+162,+162,+155,-,-,+155,+155,+155,+155,+160,+165,+154,-,+155,158.28,0.3873,0.36729999999999996,165,0.3774,0,1,-0.0267,0,172.26,2.7226,2.7571000000000003,0.0172,0.0266,2.6881,0.031,0.0494
6,3,"Fri Feb 01, 2019",Atlanta,0,53%,+575,+629,+635,+639,+625,+600,+615,+600,+600,+639,+625,+650,+635,+621,+570,-,-,+620,-,-,+545,+639,+639,+615,+550,+600,+660,-,+575,614.1739,0.1403,0.1203,660,0.1316,0,1,-0.0857,0,731.26,8.3126,8.4589,0.0031,0.0039,8.1663,0.0236,0.0296
7,3,"Fri Feb 01, 2019",Utah,0,47%,-850,-786,-800,-950,-825,-1000,-865,-900,-850,-950,-825,-850,-800,-877,-845,-,-,-870,-,-,-765,-950,-950,-865,-750,-1000,-750,-,-850,-864.0435,0.8957,0.8757,-750,0.8824,0,1,-0.0075,0,-704.7216,1.1419,1.1447,0.2373,0.3677,1.1391,0.0463,0.0901
8,4,"Fri Feb 01, 2019",Houston,0,53%,+160,+161,+167,+160,+162,+160,+165,+160,+170,+170,+162,+165,+167,+159,+163,+160,+160,+160,-,-,+160,+160,+170,+165,+175,+160,+164,-,+165,163.6,0.3795,0.3595,175,0.3636,0,1,-0.0114,0,178.16,2.7816,2.8171999999999997,0.0165,0.0254,2.746,0.0308,0.0488
9,4,"Fri Feb 01, 2019",Denver,0,47%,-195,-179,-178,-185,-182,-180,-190,-180,-200,-200,-182,-185,-178,-186,-188,-190,-190,-190,-,-,-190,-185,-200,-190,-210,-180,-176,-,-185,-187.16,0.6515,0.6315,-176,0.6377,0,1,-0.0097,0,-171.3796,1.5835,1.5952,0.0604,0.1014,1.5718,0.039,0.0706
