,GameID,Date,Teams,Points,Wagers,Opener,Pinnacle,Fivedimes,Bookmaker,BetOnline,Bovada,Heritage,Intertops,Youwager,Justbet,Sportsbetting,Gtbets,Sportbet,Nitrogensports,Betphoenix,Betmania,Skybook,Mybookie,Abcislands,Jazz,Sportsinteraction,Betcris,Sbr,Wagerweb,Thegreek,Bodog,Matchbook,Looselines,Bet365,Consensus_Odds,Consensus_Probs,Consensus_Minus_Alpha,Max_Odds,Max_Implied_Prob,Signal_Long,Signal_Short,Expected_Value_Long,Kelly_Long,Breakeven_Odds_Gross,Breakeven_Odds_Gross_Decimal,Breakeven_Odds_Net_Comm_Long,Edge_Long_5ticks,Edge_Long_10ticks,Breakeven_Odds_Net_Comm_Short,Edge_Short_5ticks,Edge_Short_10ticks
0,0,"Fri Feb 01, 2019",Memphis,0,7%,+180,+258,+265,+269,+260,+255,+255,+255,+245,+269,+260,+255,+265,+254,+255,+255,+255,+255,-,-,+255,+269,+269,+255,+250,+255,+268,-,+250,258.24,0.2792,0.2392,269,0.271,0,1,-0.1174,0,318.06,4.1806,4.2442,0.0082,0.0117,4.117,0.0272,0.0391
1,0,"Fri Feb 01, 2019",Charlotte,0,93%,-240,-292,-295,-333,-310,-310,-315,-310,-310,-333,-310,-310,-295,-306,-315,-315,-315,-315,-,-,-320,-333,-333,-315,-300,-310,-286,-,-310,-311.84,0.757,0.717,-286,0.7409,0,1,-0.0323,0,-253.357,1.3947,1.4026,0.0917,0.1539,1.3868,0.0415,0.0774
2,1,"Fri Feb 01, 2019",Boston,0,43%,-1475,-1124,-1100,-1300,-1150,-1400,-1095,-1300,-1200,-1300,-1150,-1200,-1100,-1316,-1225,-,-,-1200,-,-,-1300,-1300,-1300,-1095,-1200,-1400,-1050,-,-1300,-1221.9565,0.9239,0.8839,-1050,0.913,0,1,-0.0319,0,-761.6146,1.1313,1.1339,0.2526,0.3875,1.1287,0.0465,0.0907
3,1,"Fri Feb 01, 2019",New York,0,57%,+800,+842,+900,+797,+800,+750,+795,+725,+825,+797,+800,+800,+900,+831,+775,-,-,+800,-,-,+797,+797,+797,+795,+800,+750,+860,-,+800,805.7826,0.1106,0.0706,900,0.1,0,1,-0.294,0,1316.43,14.1643,14.4276,0.0016,0.0019,13.901,0.0221,0.0256
4,2,"Fri Feb 01, 2019",Oklahoma City,0,58%,-180,-171,-170,-180,-190,-190,-180,-180,-185,-180,-190,-175,-170,-177,-184,-182,-182,-185,-,-,-180,-180,-180,-180,-180,-190,-170,-,-175,-180.24,0.643,0.603,-170,0.6296,0,1,-0.0423,0,-151.8834,1.6584,1.6716000000000002,0.0528,0.0885,1.6452,0.0381,0.0682
5,2,"Fri Feb 01, 2019",Miami,0,42%,+150,+154,+160,+155,+165,+165,+155,+160,+165,+155,+165,+155,+160,+151,+159,+162,+162,+155,-,-,+155,+155,+155,+155,+160,+165,+154,-,+155,158.28,0.3873,0.3473,165,0.3774,0,1,-0.0797,0,187.94,2.8794,2.9170000000000003,0.0155,0.0237,2.8418,0.0304,0.0478
6,3,"Fri Feb 01, 2019",Atlanta,0,53%,+575,+629,+635,+639,+625,+600,+615,+600,+600,+639,+625,+650,+635,+621,+570,-,-,+620,-,-,+545,+639,+639,+615,+550,+600,+660,-,+575,614.1739,0.1403,0.1003,660,0.1316,0,1,-0.2377,0,897.01,9.9701,10.1495,0.0025,0.003,9.7907,0.023,0.028
7,3,"Fri Feb 01, 2019",Utah,0,47%,-850,-786,-800,-950,-825,-1000,-865,-900,-850,-950,-825,-850,-800,-877,-845,-,-,-870,-,-,-765,-950,-950,-865,-750,-1000,-750,-,-850,-864.0435,0.8957,0.8557,-750,0.8824,0,1,-0.0302,0,-593.1198,1.1686,1.172,0.2057,0.3252,1.1652,0.0457,0.0885
8,4,"Fri Feb 01, 2019",Houston,0,53%,+160,+161,+167,+160,+162,+160,+165,+160,+170,+170,+162,+165,+167,+159,+163,+160,+160,+160,-,-,+160,+160,+170,+165,+175,+160,+164,-,+165,163.6,0.3795,0.3395,175,0.3636,0,1,-0.0664,0,194.55,2.9455,2.9844,0.0148,0.0226,2.9066,0.0302,0.0472
9,4,"Fri Feb 01, 2019",Denver,0,47%,-195,-179,-178,-185,-182,-180,-190,-180,-200,-200,-182,-185,-178,-186,-188,-190,-190,-190,-,-,-190,-185,-200,-190,-210,-180,-176,-,-185,-187.16,0.6515,0.6114999999999999,-176,0.6377,0,1,-0.0411,0,-157.4059,1.6353,1.6480000000000001,0.0549,0.0921,1.6226,0.0384,0.0689
