,GameID,Date,Teams,Points,Wagers,Opener,Pinnacle,Fivedimes,Bookmaker,BetOnline,Bovada,Heritage,Intertops,Youwager,Justbet,Sportsbetting,Gtbets,Sportbet,Nitrogensports,Betphoenix,Betmania,Skybook,Mybookie,Abcislands,Jazz,Sportsinteraction,Betcris,Sbr,Wagerweb,Thegreek,Bodog,Matchbook,Looselines,Bet365,Consensus_Odds,Consensus_Probs,Consensus_Minus_Alpha,Max_Odds,Max_Implied_Prob,Signal_Long,Signal_Short,Expected_Value_Long,Kelly_Long,Breakeven_Odds_Gross,Breakeven_Odds_Gross_Decimal,Breakeven_Odds_Net_Comm_Long,Edge_Long_5ticks,Edge_Long_10ticks,Breakeven_Odds_Net_Comm_Short,Edge_Short_5ticks,Edge_Short_10ticks
0,0,"Sat Feb 02, 2019",L.A. Clippers,0,61%,-103,+123,+128,+125,+119,+105,+115,+120,+115,+125,+119,+123,+128,+115,+115,+115,+115,+115,-,-,+115,+125,+125,+115,+120,+105,+130,-,+120,119.0,0.457,0.437,130,0.4348,1,0,0.0051,0.003923076923077003,128.83,2.2883,2.3141,0.0243,0.0389,2.2625,0.0331,0.055
1,0,"Sat Feb 02, 2019",Detroit,0,39%,-117,-136,-138,-145,-139,-125,-135,-140,-135,-145,-139,-143,-138,-134,-135,-135,-135,-135,-,-,-135,-145,-145,-135,-140,-125,-133,-,-140,-137.2,0.5782,0.5582,-125,0.5556,1,0,0.0048,0.005950000000000122,-126.3424,1.7915,1.8073000000000001,0.0429,0.0713,1.7757,0.0367,0.0646
2,1,"Sat Feb 02, 2019",Brooklyn,0,71%,+105,+138,+140,+135,+135,+130,+135,+135,+130,+135,+135,+135,+140,+127,+138,+138,+138,+130,-,-,+130,+135,+135,+135,+140,+130,+138,-,+135,134.88,0.4258,0.4058,140,0.4167,0,1,-0.0261,0.0,146.43,2.4643,2.4936,0.0209,0.0329,2.435,0.0322,0.0525
3,1,"Sat Feb 02, 2019",Orlando,0,29%,-125,-153,-150,-155,-155,-150,-155,-155,-150,-155,-155,-155,-150,-148,-158,-158,-158,-160,-,-,-155,-155,-155,-155,-160,-150,-147,-,-155,-154.08,0.6064,0.5864,-147,0.5951,0,1,-0.0147,0.0,-141.7836,1.7053,1.7194000000000003,0.0488,0.0816,1.6912,0.0376,0.0669
4,2,"Sat Feb 02, 2019",Chicago,0,45%,+230,+250,+260,+282,+250,+255,+240,+245,+245,+282,+250,+250,+260,+231,+250,+250,+250,+250,-,-,+260,+282,+282,+240,+240,+255,+268,-,+240,254.68,0.2824,0.26239999999999997,282,0.2618,1,0,0.0024,0.000839716312056672,281.1,3.811,3.8671999999999995,0.0096,0.0138,3.7548000000000004,0.0279,0.041
5,2,"Sat Feb 02, 2019",Charlotte,0,55%,-270,-282,-290,-350,-300,-310,-290,-290,-310,-350,-300,-300,-290,-277,-310,-310,-310,-310,-,-,-320,-350,-350,-290,-280,-310,-276,-,-300,-306.2,0.7531,0.7331,-276,0.734,0,1,-0.0013,0.0,-274.6498,1.3641,1.3714,0.0997,0.1669,1.3568,0.042,0.0786
6,3,"Sat Feb 02, 2019",Milwaukee,0,88%,-270,-285,-290,-310,-300,-320,-325,-310,-330,-310,-300,-300,-290,-300,-310,-310,-310,-310,-,-,-320,-310,-310,-325,-300,-320,-280,-,-315,-307.6,0.7544,0.7343999999999999,-280,0.7368,0,1,-0.0033,0.0,-276.4722,1.3617,1.3689,0.1004,0.168,1.3545,0.042,0.0787
7,3,"Sat Feb 02, 2019",Washington,0,12%,+230,+252,+260,+252,+250,+260,+265,+255,+255,+252,+250,+250,+260,+250,+250,+250,+250,+250,-,-,+255,+252,+252,+265,+250,+260,+272,-,+255,254.88,0.2819,0.26189999999999997,272,0.2688,0,1,-0.0257,0.0,281.83,3.8183,3.8747,0.0095,0.0138,3.7619,0.0279,0.0409
8,4,"Sat Feb 02, 2019",Indiana,0,49%,+135,+123,+125,+120,+115,+120,+115,+120,+115,+120,+115,+120,+125,+115,+115,+115,+115,+115,-,-,+120,+120,+120,+115,+125,+120,+127,-,+120,119.0,0.4568,0.43679999999999997,127,0.4405,0,1,-0.0085,0.0,128.94,2.2894,2.3152,0.0243,0.0388,2.2636000000000003,0.0331,0.0549
9,4,"Sat Feb 02, 2019",Miami,0,51%,-155,-136,-135,-140,-135,-140,-135,-140,-135,-140,-135,-140,-135,-132,-135,-135,-135,-135,-,-,-140,-140,-140,-135,-145,-140,-128,-,-140,-137.04,0.578,0.5579999999999999,-128,0.5614,0,1,-0.0061,0.0,-126.2467,1.7921,1.8079,0.0428,0.0712,1.7763,0.0367,0.0646
