,GameID,Date,Teams,Points,Wagers,Opener,Pinnacle,Fivedimes,Bookmaker,BetOnline,Bovada,Heritage,Intertops,Youwager,Justbet,Sportsbetting,Gtbets,Sportbet,Nitrogensports,Betphoenix,Betmania,Skybook,Mybookie,Abcislands,Jazz,Sportsinteraction,Betcris,Sbr,Wagerweb,Thegreek,Bodog,Matchbook,Looselines,Bet365,Consensus_Odds,Consensus_Probs,Consensus_Minus_Alpha,Max_Odds,Max_Implied_Prob,Signal_Long,Signal_Short,Expected_Value_Long,Kelly_Long,Breakeven_Odds_Gross,Breakeven_Odds_Gross_Decimal,Breakeven_Odds_Net_Comm_Long,Edge_Long_5ticks,Edge_Long_10ticks,Breakeven_Odds_Net_Comm_Short,Edge_Short_5ticks,Edge_Short_10ticks
0,0,"Sat Feb 02, 2019",L.A. Clippers,0,59%,-103,+123,+128,+125,+119,+105,+115,+120,+115,+125,+119,+123,+128,+115,+120,+120,+120,+120,-,-,+115,+125,+125,+115,+120,+105,+128,-,+120,119.72,0.4555,0.4355,128,0.4386,0,1,-0.0071,0.0,129.62,2.2962,2.3221,0.0241,0.0386,2.2702999999999998,0.0331,0.0548
1,0,"Sat Feb 02, 2019",Detroit,0,41%,-117,-136,-138,-145,-139,-125,-135,-140,-135,-145,-139,-143,-138,-134,-140,-140,-140,-140,-,-,-135,-145,-145,-135,-140,-125,-130,-,-140,-137.88,0.5794,0.5594,-125,0.5556,1,0,0.0069,0.008650000000000047,-126.968,1.7876,1.8034,0.0431,0.0717,1.7717999999999998,0.0368,0.0648
2,1,"Sat Feb 02, 2019",Brooklyn,0,67%,+105,+134,+140,+135,+135,+130,+135,+135,+130,+135,+135,+135,+140,+127,+138,+138,+138,+130,-,-,+130,+135,+135,+135,+140,+130,+139,-,+135,134.76,0.4261,0.40609999999999996,140,0.4167,0,1,-0.0254,0.0,146.24,2.4624,2.4916,0.0209,0.033,2.4332000000000003,0.0322,0.0525
3,1,"Sat Feb 02, 2019",Orlando,0,33%,-125,-148,-150,-155,-155,-150,-155,-155,-150,-155,-155,-155,-150,-148,-158,-158,-158,-160,-,-,-155,-155,-155,-155,-160,-150,-144,-,-155,-153.76,0.6058,0.5858,-144,0.5902,0,1,-0.0074,0.0,-141.4227,1.7071,1.7212,0.0487,0.0814,1.693,0.0375,0.0668
4,2,"Sat Feb 02, 2019",Chicago,0,45%,+230,+250,+260,+237,+250,+255,+240,+245,+245,+237,+250,+250,+260,+231,+250,+250,+250,+250,-,-,+260,+237,+237,+240,+240,+255,+262,-,+240,247.24,0.2882,0.2682,262,0.2762,0,1,-0.0291,0.0,272.86,3.7286,3.7832,0.0099,0.0144,3.674,0.028,0.0415
5,2,"Sat Feb 02, 2019",Charlotte,0,55%,-270,-283,-290,-290,-300,-310,-290,-290,-310,-290,-300,-300,-290,-277,-310,-310,-310,-310,-,-,-320,-290,-290,-290,-280,-310,-276,-,-300,-296.64,0.7477,0.7277,-276,0.734,0,1,-0.0086,0.0,-267.2368,1.3742,1.3817,0.0969,0.1624,1.3667,0.0418,0.0782
6,3,"Sat Feb 02, 2019",Milwaukee,0,88%,-270,-281,-290,-310,-300,-320,-325,-310,-330,-310,-300,-300,-290,-300,-310,-310,-310,-310,-,-,-320,-310,-310,-325,-300,-320,-276,-,-315,-307.28,0.7542,0.7342,-276,0.734,1,0,0.0002,0.0005919999999998083,-276.2431,1.362,1.3692,0.1001,0.1677,1.3548,0.042,0.0787
7,3,"Sat Feb 02, 2019",Washington,0,12%,+230,+249,+260,+252,+250,+260,+265,+255,+255,+252,+250,+250,+260,+250,+250,+250,+250,+250,-,-,+255,+252,+252,+265,+250,+260,+270,-,+255,254.68,0.282,0.26199999999999996,270,0.2703,0,1,-0.0306,0.0,281.68,3.8168,3.8731,0.0095,0.0138,3.7605,0.0278,0.0409
8,4,"Sat Feb 02, 2019",Indiana,0,49%,+135,+123,+125,+120,+120,+115,+115,+120,+115,+120,+120,+120,+125,+115,+120,+120,+120,+120,-,-,+120,+120,+120,+115,+125,+115,+125,-,+120,119.72,0.4552,0.4352,125,0.4444,0,1,-0.0208,0.0,129.78,2.2978,2.3238,0.0241,0.0385,2.2718,0.0331,0.0548
9,4,"Sat Feb 02, 2019",Miami,0,51%,-155,-136,-135,-140,-140,-135,-135,-140,-135,-140,-140,-140,-135,-132,-140,-140,-140,-140,-,-,-140,-140,-140,-135,-145,-135,-126,-,-140,-137.76,0.5793,0.5593,-126,0.5575,1,0,0.0032,0.004018000000000024,-126.9197,1.7879,1.8037,0.0431,0.0716,1.7721,0.0368,0.0648
