,GameID,Date,Teams,Points,Wagers,Opener,Pinnacle,Fivedimes,Bookmaker,BetOnline,Bovada,Heritage,Intertops,Youwager,Justbet,Sportsbetting,Gtbets,Sportbet,Nitrogensports,Betphoenix,Betmania,Skybook,Mybookie,Abcislands,Jazz,Sportsinteraction,Betcris,Sbr,Wagerweb,Thegreek,Bodog,Matchbook,Looselines,Bet365,Consensus_Odds,Consensus_Probs,Consensus_Minus_Alpha,Max_Odds,Max_Implied_Prob,Signal_Long,Signal_Short,Expected_Value_Long,Kelly_Long,Breakeven_Odds_Gross,Breakeven_Odds_Gross_Decimal,Breakeven_Odds_Net_Comm_Long,Edge_Long_5ticks,Edge_Long_10ticks,Breakeven_Odds_Net_Comm_Short,Edge_Short_5ticks,Edge_Short_10ticks
0,0,"Sat Feb 02, 2019",L.A. Clippers,0,58%,-103,+119,+120,+125,+120,+105,+115,+115,+115,+125,+120,+120,+120,+115,+120,+120,+120,+120,-,-,+120,+125,+125,+115,+120,+105,+129,-,+120,118.92,0.4571,0.4371,129,0.4367,1,0,0.001,0.0007434108527132117,128.78,2.2878,2.3136,0.0243,0.0389,2.262,0.0331,0.055
1,0,"Sat Feb 02, 2019",Detroit,0,42%,-117,-131,-130,-144,-140,-125,-135,-135,-135,-145,-140,-140,-130,-134,-140,-140,-140,-140,-,-,-140,-144,-145,-135,-140,-125,-132,-,-140,-137.0,0.5778,0.5578,-125,0.5556,1,0,0.004,0.005049999999999916,-126.1352,1.7928,1.8087,0.0428,0.0712,1.7769,0.0367,0.0646
2,1,"Sat Feb 02, 2019",Brooklyn,0,67%,+105,+134,+140,+135,+130,+130,+135,+135,+130,+135,+130,+135,+140,+127,+138,+138,+138,+130,-,-,+130,+135,+135,+135,+140,+130,+139,-,+135,134.36,0.4268,0.4068,140,0.4167,0,1,-0.0237,0.0,145.82,2.4582,2.4874,0.021,0.0331,2.4290000000000003,0.0322,0.0526
3,1,"Sat Feb 02, 2019",Orlando,0,33%,-125,-148,-150,-155,-150,-150,-155,-155,-150,-155,-150,-155,-150,-148,-158,-158,-158,-160,-,-,-155,-155,-155,-155,-160,-150,-144,-,-155,-153.36,0.6052,0.5851999999999999,-144,0.5902,0,1,-0.0084,0.0,-141.0835,1.7088,1.723,0.0486,0.0812,1.6945999999999999,0.0376,0.0668
4,2,"Sat Feb 02, 2019",Chicago,0,45%,+230,+250,+260,+237,+250,+255,+240,+245,+245,+237,+250,+250,+260,+231,+250,+250,+250,+250,-,-,+260,+237,+237,+240,+240,+255,+266,-,+240,247.4,0.288,0.26799999999999996,266,0.2732,0,1,-0.0191,0.0,273.13,3.7313,3.7859,0.0099,0.0144,3.6766999999999994,0.028,0.0414
5,2,"Sat Feb 02, 2019",Charlotte,0,55%,-270,-283,-290,-290,-300,-310,-290,-290,-310,-290,-300,-300,-290,-277,-310,-310,-310,-310,-,-,-320,-290,-290,-290,-280,-310,-278,-,-300,-296.72,0.7477,0.7277,-277,0.7347,0,1,-0.0096,0.0,-267.2368,1.3742,1.3817,0.0969,0.1624,1.3667,0.0418,0.0782
6,3,"Sat Feb 02, 2019",Milwaukee,0,88%,-270,-281,-290,-310,-300,-320,-325,-310,-330,-310,-300,-300,-290,-300,-310,-310,-310,-310,-,-,-325,-310,-310,-325,-300,-320,-274,-,-315,-307.4,0.7543,0.7343,-274,0.7326,1,0,0.0023,0.006281999999999796,-276.3958,1.3618,1.369,0.1002,0.1678,1.3546,0.042,0.0787
7,3,"Sat Feb 02, 2019",Washington,0,12%,+230,+249,+260,+252,+250,+260,+265,+255,+255,+252,+250,+250,+260,+250,+250,+250,+250,+250,-,-,+255,+252,+252,+265,+250,+260,+268,-,+255,254.6,0.2821,0.2621,268,0.2717,0,1,-0.0355,0.0,281.53,3.8153,3.8715999999999995,0.0095,0.0138,3.759,0.0279,0.041
8,4,"Sat Feb 02, 2019",Indiana,0,49%,+135,+123,+125,+120,+120,+115,+115,+120,+115,+120,+120,+120,+125,+115,+120,+120,+120,+120,-,-,+120,+120,+120,+115,+125,+115,+125,-,+120,119.72,0.4552,0.4352,125,0.4444,0,1,-0.0208,0.0,129.78,2.2978,2.3238,0.0241,0.0385,2.2718,0.0331,0.0548
9,4,"Sat Feb 02, 2019",Miami,0,51%,-155,-136,-135,-140,-140,-135,-135,-140,-135,-140,-140,-140,-135,-132,-140,-140,-140,-140,-,-,-140,-140,-140,-135,-145,-135,-133,-,-140,-138.04,0.5798,0.5598,-132,0.569,0,1,-0.0161,0.0,-127.1617,1.7864,1.8021,0.0432,0.0718,1.7707,0.0368,0.0647
