,GameID,Date,Teams,Points,Wagers,Opener,Pinnacle,Fivedimes,Bookmaker,BetOnline,Bovada,Heritage,Intertops,Youwager,Justbet,Sportsbetting,Gtbets,Sportbet,Nitrogensports,Betphoenix,Betmania,Skybook,Mybookie,Abcislands,Jazz,Sportsinteraction,Betcris,Sbr,Wagerweb,Thegreek,Bodog,Matchbook,Looselines,Bet365,Consensus_Odds,Consensus_Probs,Consensus_Minus_Alpha,Max_Odds,Max_Implied_Prob,Signal_Long,Signal_Short,Payout_if_Win_Long,Payout_if_Lose_Long,Payout_if_Win_Short,Payout_if_Lose_Short,Expected_Value_Long,Expected_Value_Short,Breakeven_Odds_Gross,Breakeven_Odds_Gross_Decimal,Breakeven_Odds_Net_Comm_Long,Edge_Long_5ticks,Edge_Long_10ticks,Breakeven_Odds_Net_Comm_Short,Edge_Short_5ticks,Edge_Short_10ticks
0,0,"Mon Jan 28, 2019",Golden State,0,57%,-345,-290,-295,-315,-305,-340,-320,-310,-330,-315,-305,-310,-295,-304,-315,-315,-315,-375,-,-,-335,-315,-315,-320,-320,-340,-286,-,-310,-315.8,0.7590634549012759,0.7190634549012759,-286,0.7409326424870466,0,1,0.34965034965034963,-1,1,-0.34965034965034963,-0.029515756671704585,0.029515756671704585,-255.95226660475564,0.39069784896424115,1.398511805943526,0.5251150563131617,0.5315864233660891,1.3828838919849564,-0.6774915512542377,-0.6415383785091738
1,0,"Mon Jan 28, 2019",Indiana,0,43%,+285,+256,+265,+256,+255,+270,+260,+255,+255,+256,+255,+255,+265,+252,+255,+255,+255,+315,-,-,+260,+256,+256,+260,+260,+270,+278,-,+250,261.0,0.27731726722765143,0.23731726722765142,315,0.24096385542168672,0,1,3.15,-1,1,-3.15,-0.015133341005246548,0.015133341005246548,321.3768394023894,3.213768394023894,4.278043761904373,0.06109845458866779,0.06311098372522361,4.149493026143416,-0.2101977492108219,-0.1983318858494394
2,1,"Mon Jan 28, 2019",New York,0,91%,+600,+644,+635,+733,+675,+600,+665,+600,+600,+733,+675,+640,+635,+636,+655,+648,+673,+670,-,-,+730,+733,+733,+665,+650,+600,+680,-,+600,660.32,0.13195596630721407,0.09195596630721406,733,0.12004801920768307,0,1,7.33,-1,1,-7.33,-0.23400680066090696,0.23400680066090696,987.4770177055372,9.874770177055371,11.07226558059648,0.010313963865110154,0.01067934187126808,10.677274773514263,-0.06919728731799746,-0.0645994890026369
3,1,"Mon Jan 28, 2019",Charlotte,0,9%,-900,-809,-800,-1150,-900,-1000,-915,-900,-900,-1150,-900,-840,-800,-909,-955,-948,-923,-940,-,-,-1055,-1150,-1150,-915,-850,-1000,-780,-,-900,-941.56,0.9029528604521774,0.8629528604521773,-780,0.8863636363636362,0,1,0.1282051282051282,-1,1,-0.1282051282051282,-0.02641215743856916,0.02641215743856916,-629.6759372719702,0.1588118492080918,1.1619880861922536,0.7498765512795447,0.7543566375184652,1.15563561222393,-0.817064274638612,-0.7739166316160031
4,2,"Mon Jan 28, 2019",Brooklyn,0,56%,+425,+479,+485,+492,+475,+435,+495,+470,+450,+492,+475,+450,+485,+472,+475,+475,+475,+485,-,-,+495,+492,+492,+495,+475,+435,+550,-,+475,478.96,0.17297515238765762,0.1329751523876576,550,0.15384615384615385,0,1,5.5,-1,1,-5.5,-0.13566150948022548,0.13566150948022548,652.0201947840123,6.520201947840124,7.650605986796926,0.02038338375296835,0.021109725466290447,7.38979790888332,-0.10898589781602785,-0.10233714019664508
5,2,"Mon Jan 28, 2019",Boston,0,44%,-550,-575,-575,-675,-600,-670,-645,-650,-600,-675,-600,-600,-575,-625,-650,-650,-650,-670,-,-,-690,-675,-675,-645,-650,-670,-560,-,-650,-636.0,0.8637561088776273,0.8237561088776273,-560,0.8484848484848485,0,1,0.17857142857142858,-1,1,-0.17857142857142858,-0.029144585965653558,0.029144585965653558,-467.39555262409783,0.2139515436947789,1.2182305745686746,0.6847877740523032,0.6900587917902583,1.2096725128208834,-0.7790434256112985,-0.7378556201674171
6,3,"Mon Jan 28, 2019",Denver,0,63%,-200,-202,-200,-225,-215,-230,-225,-220,-225,-225,-215,-210,-200,-209,-220,-220,-220,-230,-,-,-245,-225,-225,-240,-230,-230,-199,-,-225,-220.4,0.6874677353577003,0.6474677353577003,-199,0.6655518394648829,0,1,0.5025125628140703,-1,1,-0.5025125628140703,-0.027171593608279476,0.027171593608279476,-183.6619794260987,0.5444785050911295,1.555368075192952,0.42787182455703965,0.4345046669469433,1.5335889349893068,-0.6080437032969692,-0.5756703165290842
7,3,"Mon Jan 28, 2019",Memphis,0,37%,+170,+182,+185,+188,+185,+190,+190,+180,+185,+188,+185,+180,+185,+179,+180,+180,+180,+190,-,-,+200,+188,+188,+200,+190,+190,+196,-,+185,186.76,0.34886166544732056,0.3088616654473206,200,0.3333333333333333,0,1,2.0,-1,1,-2.0,-0.07341500365803821,0.07341500365803821,223.76954211902995,2.2376954211902995,3.2824493296141055,0.10146516329774023,0.10453093726712065,3.1929415127664935,-0.279595815483901,-0.2641527322115349
8,4,"Mon Jan 28, 2019",Atlanta,0,39%,+320,+215,+220,+211,+210,+215,+210,+210,+220,+211,+210,+210,+220,+211,+215,+215,+215,+210,-,-,+220,+211,+211,+210,+220,+215,+222,-,+215,214.08,0.31844251145452307,0.2784425114545231,222,0.3105590062111801,0,1,2.22,-1,1,-2.22,-0.1034151131164357,0.1034151131164357,259.14056182592867,2.591405618259287,3.643233730624472,0.08306969154272396,0.08567937122039675,3.5395775058941013,-0.2500892361108875,-0.2361671105381613
9,4,"Mon Jan 28, 2019",L.A. Clippers,0,61%,-425,-242,-240,-255,-250,-260,-260,-250,-260,-255,-250,-250,-240,-252,-255,-255,-255,-260,-,-,-275,-255,-255,-260,-260,-260,-238,-,-260,-254.08,0.7174336452058211,0.6774336452058211,-238,0.7041420118343196,0,1,0.42016806722689076,-1,1,-0.42016806722689076,-0.037930369413581855,0.037930369413581855,-210.01373365119667,0.4761593361607768,1.4856825228839923,0.4673860930669822,0.474009346748205,1.4666361494375613,-0.6371106358496464,-0.6032389535893553
