,GameID,Date,Teams,Points,Wagers,Opener,Pinnacle,Fivedimes,Bookmaker,BetOnline,Bovada,Heritage,Intertops,Youwager,Justbet,Sportsbetting,Gtbets,Sportbet,Nitrogensports,Betphoenix,Betmania,Skybook,Mybookie,Abcislands,Jazz,Sportsinteraction,Betcris,Sbr,Wagerweb,Thegreek,Bodog,Matchbook,Looselines,Bet365,Average_Odds,Average_Probs,Max_Odds,Max_Implied_Prob,Consensus_Minus_Alpha,Signal,Payout_if_Win,Expected_Value
0,0,"Fri Jan 25, 2019",(5) Michigan,0,97%,-185,-187,-178,-195,-195,-200,-190,-180,-190,-195,-195,-185,-178,-192,-189,-,-,-190,-,-,-185,-195,-195,-190,-200,-200,-195,-,-185,-190.6086956521739,0.6557256883608201,-178,0.6402877697841726,0.6057256883608201,0,0.5617977528089888,-0.05397898109939331
1,0,"Fri Jan 25, 2019",Indiana,0,3%,+160,+159,+167,+166,+170,+170,+165,+160,+165,+166,+170,+165,+167,+157,+164,-,-,+160,-,-,+155,+166,+166,+165,+170,+170,+153,-,+165,164.3913043478261,0.378352401992009,170,0.37037037037037035,0.328352401992009,0,1.7,-0.11344851462157579
2,1,"Fri Jan 25, 2019",(14) Buffalo,0,63%,-450,-371,-370,-390,-385,-400,-390,-370,-410,-390,-385,-385,-370,-388,-390,-,-,-400,-,-,-385,-390,-390,-390,-400,-400,-395,-,-380,-388.0,0.7949880089774288,-370,0.7872340425531915,0.7449880089774288,0,0.2702702702702703,-0.053663880488131005
3,1,"Fri Jan 25, 2019",Kent State,0,37%,+360,+299,+330,+310,+325,+300,+310,+295,+315,+310,+325,+295,+330,+296,+320,-,-,+310,-,-,+305,+310,+310,+310,+320,+300,+286,-,+300,309.17391304347825,0.2445929473813908,330,0.23255813953488372,0.19459294738139082,0,3.3,-0.16325032626001956
4,2,"Fri Jan 25, 2019",Brown,0,0%,+255,+255,+280,+271,+270,+270,+285,+270,+260,+271,+270,+265,+280,+252,+275,-,-,+270,-,-,+265,+271,+271,+285,+280,+270,-,-,+270,270.72727272727275,0.2698719959702626,285,0.2597402597402597,0.21987199597026263,0,2.85,-0.1534928155144888
5,2,"Fri Jan 25, 2019",Yale,0,100%,-310,-311,-310,-335,-325,-340,-355,-330,-340,-335,-325,-325,-310,-323,-335,-,-,-340,-,-,-335,-335,-335,-355,-340,-340,-,-,-340,-332.6818181818182,0.7687059936196519,-310,0.7560975609756099,0.7187059936196518,0,0.3225806451612903,-0.04945336327723471
6,3,"Fri Jan 25, 2019",Rider,0,100%,-135,-151,-150,-155,-150,-150,-150,-155,-150,-155,-150,-155,-150,-154,-150,-,-,-150,-,-,-155,-155,-155,-150,-145,-150,-,-,-155,-151.8181818181818,0.6028397577649783,-145,0.5918367346938775,0.5528397577649783,0,0.6896551724137931,-0.06589144377641598
7,3,"Fri Jan 25, 2019",Iona,0,0%,+115,+129,+140,+135,+130,+130,+130,+135,+130,+135,+130,+135,+140,+127,+130,-,-,+130,-,-,+135,+135,+135,+130,+125,+130,-,-,+135,132.3181818181818,0.4305584741934656,140,0.4166666666666667,0.3805584741934656,0,1.4,-0.08665966193568264
8,4,"Fri Jan 25, 2019",Quinnipiac,0,100%,+135,+117,+125,+125,+120,+120,+125,+130,+125,+125,+120,+120,+125,+115,+120,-,-,+120,-,-,+120,+125,+125,+125,+125,+120,-,-,+120,122.36363636363636,0.44982190528211424,130,0.4347826086956522,0.39982190528211425,0,1.3,-0.0804096178511372
9,4,"Fri Jan 25, 2019",Marist,0,0%,-155,-136,-135,-145,-140,-140,-145,-150,-145,-145,-140,-140,-135,-139,-140,-,-,-140,-,-,-140,-145,-145,-145,-145,-140,-,-,-140,-141.5909090909091,0.5859768723801574,-135,0.574468085106383,0.5359768723801573,0,0.7407407407407407,-0.06700322215305948
10,5,"Fri Jan 25, 2019",Butler,0,88%,+115,+122,+130,+125,+125,+130,+125,+125,+130,+125,+125,+125,+130,+120,+125,-,-,+125,-,-,+125,+125,+125,+125,+125,+130,-,-,+125,125.77272727272727,0.4429807097791288,130,0.4347826086956522,0.3929807097791288,0,1.3,-0.0961443675080037
11,5,"Fri Jan 25, 2019",Creighton,0,13%,-135,-142,-140,-145,-145,-150,-145,-145,-150,-145,-145,-145,-140,-145,-145,-,-,-145,-,-,-145,-145,-145,-145,-145,-150,-,-,-145,-145.0909090909091,0.5919468764214927,-140,0.5833333333333334,0.5419468764214926,0,0.7142857142857143,-0.07094821184886974
12,6,"Fri Jan 25, 2019",Clemson,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0,0.0,-0.05,0,0.0,-1.05
13,6,"Fri Jan 25, 2019",(21) North Carolina State,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0,0.0,-0.05,0,0.0,-1.05
