,GameID,Date,Teams,Points,Wagers,Opener,Pinnacle,Fivedimes,Bookmaker,BetOnline,Bovada,Heritage,Intertops,Youwager,Justbet,Sportsbetting,Gtbets,Sportbet,Nitrogensports,Betphoenix,Betmania,Skybook,Mybookie,Abcislands,Jazz,Sportsinteraction,Betcris,Sbr,Wagerweb,Thegreek,Bodog,Matchbook,Looselines,Bet365,Average_Odds,Average_Probs,Max_Odds,Max_Implied_Prob,Consensus_Minus_Alpha,Signal,Payout_if_Win,Expected_Value
0,0,"Tue Jan 22, 2019",Sacramento,0,37%,+450,+530,+510,+520,+500,+425,+530,-,+525,+520,+500,+485,+510,+239,+470,+485,+485,+565,-,-,+510,+520,+492,+530,+500,+425,+540,-,+475,489.60869565217394,0.17246909596257246,565,0.15037593984962405,0.12246909596257245,0,5.65,-0.18558051184889313
1,0,"Tue Jan 22, 2019",Toronto,0,63%,-675,-645,-615,-725,-650,-650,-705,-,-700,-725,-650,-635,-615,-345,-670,-685,-685,-825,-,-,-690,-725,-675,-705,-700,-650,-610,-,-650,-664.5652173913044,0.8670235237871933,-345,0.7752808988764045,0.8170235237871932,1,0.2898550724637681,0.053841936479133296
2,1,"Tue Jan 22, 2019",Portland,0,43%,+180,+151,+160,+148,+158,+165,+155,+155,+160,+148,+158,+155,+160,+150,+155,+155,+155,+150,-,-,+165,+148,+151,+155,+155,+165,+160,-,+155,155.875,0.3909677652988324,165,0.37735849056603776,0.34096776529883244,0,1.65,-0.09643542195809407
3,1,"Tue Jan 22, 2019",Oklahoma City,0,57%,-220,-168,-170,-170,-178,-190,-175,-175,-180,-170,-178,-175,-170,-175,-175,-175,-175,-180,-,-,-195,-170,-175,-175,-175,-190,-168,-,-175,-176.41666666666666,0.638027725908805,-168,0.6268656716417911,0.5880277259088049,0,0.5952380952380952,-0.061955770574049274
4,2,"Tue Jan 22, 2019",L.A. Clippers,0,54%,+165,+140,+135,+131,+135,+125,+135,+130,+130,+131,+135,+130,+135,+109,+125,+120,+120,+130,-,-,+130,+131,+125,+125,+125,+125,+142,-,+130,128.70833333333334,0.43760442254659465,142,0.4132231404958678,0.38760442254659466,0,1.42,-0.06199729743724092
5,2,"Tue Jan 22, 2019",Dallas,0,46%,-205,-155,-145,-151,-155,-145,-155,-150,-150,-151,-155,-150,-145,-145,-145,-140,-140,-150,-,-,-150,-151,-145,-145,-145,-145,-153,-,-150,-148.16666666666666,0.596927110423927,-140,0.5833333333333334,0.5469271104239269,0,0.7142857142857143,-0.06241066784469668
6,3,"Tue Jan 22, 2019",Minnesota,0,42%,-240,-173,-170,-170,-177,-180,-175,-175,-170,-170,-177,-175,-170,-154,-175,-175,-175,-180,-,-,-175,-170,-180,-175,-175,-180,-185,-,-175,-174.29166666666666,0.6352601279920359,-154,0.6062992125984252,0.5852601279920359,0,0.6493506493506493,-0.034700827857291505
7,3,"Tue Jan 22, 2019",Phoenix,0,58%,+200,+156,+160,+148,+157,+160,+155,+155,+150,+148,+157,+155,+160,+116,+155,+155,+155,+150,-,-,+150,+148,+155,+155,+155,+160,+158,-,+155,153.0,0.39576989850777683,160,0.3846153846153846,0.34576989850777684,0,1.6,-0.10099826387978017
8,4,"Tue Jan 22, 2019",Toronto,0,45%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0,0.0,-0.05,0,0.0,-1.05
9,4,"Tue Jan 22, 2019",Indiana,0,55%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0,0.0,-0.05,0,0.0,-1.05
