,GameID,Date,Teams,Points,Wagers,Opener,Pinnacle,Fivedimes,Bookmaker,BetOnline,Bovada,Heritage,Intertops,Youwager,Justbet,Sportsbetting,Gtbets,Sportbet,Nitrogensports,Betphoenix,Betmania,Skybook,Mybookie,Abcislands,Jazz,Sportsinteraction,Betcris,Sbr,Wagerweb,Thegreek,Bodog,Matchbook,Looselines,Bet365,Consensus_Odds,Consensus_Probs,Consensus_Minus_Alpha,Max_Odds,Max_Implied_Prob,Signal_Long,Signal_Short,Expected_Value_Long,Kelly_Long,Breakeven_Odds_Gross,Breakeven_Odds_Gross_Decimal,Breakeven_Odds_Net_Comm_Long,Kelly_Long_2ticks,Kelly_Long_5ticks,Breakeven_Odds_Net_Comm_Short,Kelly_Short_2ticks,Kelly_Short_5ticks
0,0,Rot,Real Betis Balompie,0,63%,+127,+161,+162,+161,+154,+155,+161,+150,+160,+161,+154,+160,+162,+160,+161,+161,+161,+151,-,-,+159,+161,+144,+161,+155,+155,+169,-,+135,157.36,0.3888,0.36879999999999996,169,0.3717,0,1,-0.0079,0.0,171.15,2.7115,2.7457000000000003,0.0113,0.0173,2.6773,0.0121,0.0191
1,0,Rot,Draw,0,28%,+186,+188,+193,+180,+179,+180,+188,+165,+175,+180,+179,+180,+193,+186,+188,+188,+188,+175,-,-,+176,+180,+200,+188,+180,+180,+200,-,+220,185.16,0.3511,0.3311,220,0.3125,1,0,0.0595,0.02705454545454546,202.02,3.0202,3.0606,0.0096,0.0142,2.9798,0.0102,0.0155
2,0,"Friday, February 08, 2019 - Soccer",Real Valladolid,0,9%,+203,+233,+226,+222,+205,+225,+233,+205,+220,+222,+205,+220,+226,+233,+233,+233,+233,+212,-,-,+211,+222,+227,+233,+223,+225,+236,-,+220,223.32,0.3096,0.28959999999999997,236,0.2976,0,1,-0.0269,0.0,245.3,3.453,3.5021,0.0079,0.0112,3.4039,0.0084,0.0122
3,1,"Friday, February 08, 2019 - Soccer",Draw,0,50%,-,+175,+200,+206,+197,+175,+195,+190,+190,+175,+197,+193,+195,+175,+198,+200,+200,+175,+187,-,-,+175,+197,+197,+190,+175,+195,+220,-,190.88,0.3443,0.3243,220,0.3125,1,0,0.0378,0.01716363636363637,208.36,3.0836,3.1253,0.0093,0.0137,3.0419,0.0099,0.0149
4,1,"Saturday, February 09, 2019 - Soccer",Getafe CF,0,50%,-,+132,+152,+151,+144,+132,+145,+140,+140,+132,+144,+151,+145,+132,+151,+152,+152,+132,+138,-,-,+132,+144,+144,+140,+132,+145,+155,-,142.28,0.4132,0.3932,155,0.3922,1,0,0.0027,0.0017161290322580617,154.32,2.5432,2.5741,0.0125,0.0196,2.5122999999999998,0.0134,0.0218
5,1,"Saturday, February 09, 2019 - Soccer",Celta de Vigo,0,0%,-,+208,+239,+235,+229,+208,+235,+250,+215,+208,+229,+210,+230,+208,+239,+239,+239,+208,+218,-,-,+208,+229,+229,+250,+208,+235,+238,-,225.76,0.3076,0.28759999999999997,250,0.2857,1,0,0.0066,0.0026399999999999315,247.71,3.4771,3.5266,0.0079,0.0111,3.4276,0.0083,0.012
6,2,"Saturday, February 09, 2019 - Soccer",Draw,0,90%,-,-120,-107,-104,+193,-120,-110,-120,-,-120,-111,-110,+206,-120,-108,-107,+200,-120,-118,-,+192,-120,-111,-111,+192,-120,-110,-104,+200,-41.8462,0.4864,0.4664,206,0.3268,1,0,0.4272,0.2073708737864077,114.41,2.1441,2.167,0.0169,0.0279,2.1212,0.0182,0.0317
7,2,"Saturday, February 09, 2019 - Soccer",Real Madrid,0,2%,-,+299,+364,+360,+151,+299,+355,+285,-,+299,+347,+280,+151,+299,+361,+364,+152,+299,+333,-,+140,+299,+347,+347,+145,+299,+355,+375,+138,286.2692,0.2744,0.25439999999999996,375,0.2105,1,0,0.2084,0.05557333333333328,293.08,3.9308,3.9894,0.0066,0.0091,3.8722,0.007,0.0098
8,2,"Saturday, February 09, 2019 - Soccer",Draw,0,8%,-,+208,+239,+235,+210,+208,+235,+230,-,+208,+232,+240,+235,+208,+239,+239,+239,+208,+226,-,+222,+208,+232,+232,+228,+208,+235,+242,+225,225.8077,0.3074,0.2874,242,0.2924,0,1,-0.0171,0.0,247.95,3.4795,3.5291,0.0079,0.0111,3.4299,0.0083,0.012
9,3,"Saturday, February 09, 2019 - Soccer",Espanyol Barcelona,0,0%,-,+123,+145,+146,-111,+123,+135,+131,-111,+123,+136,+140,-111,+123,+144,+145,-107,+123,+131,-,-,+123,+136,+136,-120,+123,+135,+148,-,84.36,0.4488,0.42879999999999996,148,0.4032,1,0,0.0634,0.04285405405405401,133.21,2.3321,2.3587,0.0145,0.0233,2.3055000000000003,0.0155,0.0262
10,3,"Saturday, February 09, 2019 - Soccer",Rayo Vallecano,0,100%,-,+193,+215,+214,+347,+193,+210,+208,+333,+193,+212,+198,+345,+193,+213,+215,+364,+193,+200,-,-,+193,+212,+212,+285,+193,+210,+218,-,230.48,0.3093,0.2893,364,0.2155,1,0,0.3424,0.09405274725274727,245.66,3.4566,3.5057,0.0079,0.0112,3.4075,0.0084,0.0122
11,3,"Saturday, February 09, 2019 - Soccer",Draw,0,0%,-,+204,+233,+233,+232,+204,+225,+266,+220,+204,+228,+215,+230,+204,+233,+233,+239,+204,+215,-,-,+204,+228,+228,+230,+204,+225,+234,-,223.0,0.3102,0.29019999999999996,266,0.2732,1,0,0.0621,0.02335789473684209,244.59,3.4459,3.4948,0.008,0.0113,3.397,0.0084,0.0122
12,4,"Saturday, February 09, 2019 - Soccer",Girona FC,0,33%,-,-135,-117,-116,-110,-135,-125,-130,-,-135,-121,-120,-104,-135,-119,-117,-107,-135,-131,-,-114,-135,-121,-121,-115,-135,-125,-114,-110,-122.3846,0.5495,0.5295,-104,0.5098,1,0,0.0386,0.04017999999999994,-112.5366,1.8886,1.9064,0.0216,0.0376,1.8708,0.02,0.0359
13,4,"Saturday, February 09, 2019 - Soccer",SD Huesca,0,33%,-,+301,+360,+365,+280,+301,+355,+325,-,+301,+346,+320,+360,+301,+357,+360,+364,+301,+334,-,+336,+301,+346,+346,+350,+301,+355,+380,+320,333.3077,0.2317,0.2117,380,0.2083,1,0,0.0162,0.004252631578947356,372.37,4.7237,4.7982,0.0052,0.0069,4.6492,0.0055,0.0073
14,4,"Saturday, February 09, 2019 - Soccer",Draw,0,33%,-,+237,+268,+265,+240,+237,+265,+250,-,+237,+260,+250,+235,+237,+268,+268,+239,+237,+248,-,+225,+237,+260,+260,+228,+237,+265,+270,+240,248.5769,0.2873,0.2673,270,0.2703,0,1,-0.011,0.0,274.11,3.7411,3.7959000000000005,0.0071,0.0098,3.6863,0.0075,0.0106
15,5,"Sunday, February 10, 2019 - Soccer",CD Leganes,0,67%,-,-110,-100,+100,+136,-110,-105,-105,+130,-110,-104,-106,+135,-110,-101,+100,+145,-110,-111,-,-,-110,-104,-104,+131,-110,-105,+104,-,-33.36,0.4956,0.47559999999999997,145,0.4082,1,0,0.1652,0.11394482758620685,110.26,2.1026,2.1247,0.0175,0.0292,2.0805,0.0189,0.0333
16,5,"Sunday, February 10, 2019 - Soccer",Real Betis Balompie,0,0%,-,+264,+331,+328,+212,+264,+320,+265,+205,+264,+310,+285,+210,+264,+329,+331,+215,+264,+301,-,-,+264,+310,+310,+208,+264,+320,+330,-,278.72,0.2676,0.24760000000000001,331,0.232,1,0,0.0672,0.020288821752265894,303.88,4.0388,4.099600000000001,0.0064,0.0087,3.978,0.0068,0.0094
17,5,"Sunday, February 10, 2019 - Soccer",Draw,0,33%,-,+212,+240,+243,+228,+212,+235,+215,+210,+212,+238,+225,+230,+212,+240,+240,+233,+212,+224,-,-,+212,+238,+238,+266,+212,+235,+240,-,228.08,0.3054,0.2854,266,0.2732,1,0,0.0446,0.016753383458646635,250.39,3.5039,3.554,0.0078,0.011,3.4538,0.0082,0.0119
18,6,"Sunday, February 10, 2019 - Soccer",Real Sociedad,0,0%,-,+123,+140,+135,+140,+123,+135,+136,-,+123,+133,+137,+146,+123,+139,+140,+145,+123,+129,-,+132,+123,+133,+133,+137,+123,+135,+140,+138,133.2308,0.4292,0.4092,146,0.4065,1,0,0.0066,0.004542465753424638,144.38,2.4438,2.4726999999999997,0.0134,0.0212,2.4149000000000003,0.0143,0.0237
19,6,"Sunday, February 10, 2019 - Soccer",Draw,0,100%,-,+204,+242,+236,+198,+204,+240,+215,-,+204,+232,+210,+214,+204,+240,+242,+215,+204,+217,-,+205,+204,+232,+232,+205,+204,+240,+242,+200,218.6538,0.3146,0.2946,242,0.2924,1,0,0.0075,0.003112396694214823,239.44,3.3944,3.4423,0.0081,0.0116,3.3465,0.0086,0.0126
20,6,"Sunday, February 10, 2019 - Soccer",Sevilla FC,0,0%,-,+192,+217,+228,+215,+192,+210,+204,-,+192,+212,+205,+233,+192,+217,+217,+233,+192,+202,-,+221,+192,+212,+212,+224,+192,+210,+218,+225,209.9615,0.3232,0.30319999999999997,233,0.3003,1,0,0.0097,0.004144206008583643,229.82,3.2982,3.3442,0.0085,0.0122,3.2522,0.009,0.0132
21,7,"Sunday, February 10, 2019 - Soccer",SD Eibar,0,100%,-,-169,-141,-138,-121,-169,-150,-176,-125,-169,-147,-147,-125,-169,-143,-141,-117,-169,-159,-,-,-169,-147,-147,-130,-169,-150,-141,-,-149.12,0.5967,0.5767,-117,0.5392,1,0,0.0696,0.08143899999999994,-136.2398,1.734,1.7487,0.026,0.0467,1.7193,0.02,0.0373
22,7,"Sunday, February 10, 2019 - Soccer",Draw,0,0%,-,+325,+398,+392,+346,+325,+400,+409,+333,+325,+369,+390,+350,+325,+395,+398,+360,+325,+372,-,-,+325,+369,+369,+325,+325,+400,+400,-,362.0,0.2174,0.19740000000000002,409,0.1965,1,0,0.0048,0.0011652811735941438,406.59,5.0659,5.1472,0.0048,0.0062,4.9846,0.005,0.0066
23,7,"Sunday, February 10, 2019 - Soccer",Athletic Bilbao,0,0%,-,+289,+313,+311,+260,+289,+310,+275,+245,+289,+298,+270,+265,+289,+313,+313,+268,+289,+289,-,-,+289,+298,+298,+250,+289,+310,+315,-,288.96,0.2578,0.23779999999999998,315,0.241,0,1,-0.0131,0.0,320.52,4.2052,4.269299999999999,0.0061,0.0082,4.1411,0.0064,0.0088
24,8,"Sunday, February 10, 2019 - Soccer",FC Barcelona,0,0%,-,-,-,-162,-120,-,-,-162,-,-,-,-162,-116,-,-,-162,-117,-,-,-162,-128,-,-,-162,-125,-,-,-162,-125,-143.4615,0.5863,0.5663,-116,0.537,1,0,0.0545,0.06320800000000004,-130.5824,1.7658,1.7811,0.0249,0.0445,1.7505,0.02,0.037
25,8,"Sunday, February 10, 2019 - Soccer",Draw,0,100%,-,-,-,+316,+320,-,-,+316,-,-,-,+316,+365,-,-,+316,+360,-,-,+316,+339,-,-,+316,+346,-,-,+316,+375,332.0769,0.232,0.21200000000000002,375,0.2105,1,0,0.007,0.0018666666666666684,371.7,4.717,4.7913,0.0052,0.0069,4.6427,0.0055,0.0073
26,8,"Monday, February 11, 2019 - Soccer",Deportivo Alaves Sad,0,0%,-,-,-,+282,+250,-,-,+282,-,-,-,+282,+265,-,-,+282,+268,-,-,+282,+255,-,-,+282,+258,-,-,+282,+240,270.0,0.2707,0.2507,282,0.2618,0,1,-0.0423,0.0,298.88,3.9888,4.0486,0.0065,0.0089,3.929,0.0069,0.0096
27,9,"Monday, February 11, 2019 - Soccer",UD Levante,0,33%,-,-,-,-,-104,-,-,-,-110,-,-,-,-105,-,-,-,+100,-,-,-,-,-,-,-,-105,-,-,-,-,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-26.0249,-14.7549,1.0200080032012806,1.02,1.0194
28,9,"Monday, February 11, 2019 - Soccer",Draw,0,67%,-,-,-,-,+310,-,-,-,+300,-,-,-,+310,-,-,-,+331,-,-,-,-,-,-,-,+265,-,-,-,-,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-26.0249,-14.7549,1.0200080032012806,1.02,1.0194
