,GameID,Date,Teams,Points,Wagers,Opener,Pinnacle,Fivedimes,Bookmaker,BetOnline,Bovada,Heritage,Intertops,Youwager,Justbet,Sportsbetting,Gtbets,Sportbet,Nitrogensports,Betphoenix,Betmania,Skybook,Mybookie,Abcislands,Jazz,Sportsinteraction,Betcris,Sbr,Wagerweb,Thegreek,Bodog,Matchbook,Looselines,Bet365,Consensus_Odds,Consensus_Probs,Consensus_Minus_Alpha,Max_Odds,Max_Implied_Prob,Signal_Long,Signal_Short,Payout_if_Win_Long,Payout_if_Lose_Long,Payout_if_Win_Short,Payout_if_Lose_Short,Expected_Value_Long,Expected_Value_Short,Breakeven_Odds_Gross,Breakeven_Odds_Net_Comm,Kelly_Long,Kelly_Short
0,0,"Sat Jan 26, 2019",San Antonio,0,60%,-,-,-,-105,-185,-210,-190,-190,-180,-195,-180,-200,-190,-195,-196,-196,-196,-195,-,-,-200,-195,-175,-190,-200,-210,-175,-,-200,-189.04347826086956,0.6518482087836294,0.6118482087836293,-105,0.5121951219512195,1,0,0.9523809523809523,-1,1,-0.9523809523809523,0.19456078857756198,-0.19456078857756198,-157.631169720034,-154.54036247062157,0.2042888280064401,-0.19456078857756198
7,3,"Sat Jan 26, 2019",Denver,0,3%,-290,-521,-525,-570,+160,-580,-550,-550,-550,-570,-535,-550,-525,-562,-575,-575,-575,-575,-,-,-515,-570,-570,-550,-600,-580,-460,-,-550,-524.92,0.8281685914593022,0.7881685914593022,160,0.3846153846153846,1,0,1.6,-1,1,-1.6,1.0492383377941858,-1.0492383377941858,-372.0735262485291,-364.7779669103226,0.6557739611213661,-1.0492383377941858
8,4,"Sat Jan 26, 2019",Atlanta,0,43%,+500,+361,+380,+371,-195,+345,+370,+360,+360,+371,+355,+350,+380,+356,+358,+467,+467,+380,-,-,+385,+371,+371,+370,+350,+345,+385,-,+350,350.52,0.23004547513599602,0.190045475135996,467,0.1763668430335097,1,0,4.67,-1,1,-4.67,0.07755784402109733,-0.07755784402109733,426.18984971065623,434.7136467048694,0.016607675379249964,-0.07755784402109733
9,4,"Sat Jan 26, 2019",Portland,0,57%,-700,-420,-430,-480,+170,-490,-470,-470,-460,-480,-425,-450,-430,-446,-458,-642,-642,-470,-,-,-510,-480,-480,-470,-450,-490,-400,-,-450,-448.92,0.8063988622351532,0.7663988622351532,170,0.37037037037037035,1,0,1.7,-1,1,-1.7,1.0692769280349135,-1.0692769280349135,-328.08010678725543,-321.6471635169171,0.6289864282558315,-1.0692769280349135
14,7,"Sunday, January 27, 2019",Milwaukee,0,-,-,-102,+104,-102,+355,-102,-105,-,-,-102,-105,-105,-,-102,+102,-,-,-102,-,-,-,-102,-105,-105,-,-102,-105,-,-,-52.05882352941177,0.4892823820744379,0.44928238207443794,355,0.21978021978021978,1,0,3.55,-1,1,-3.55,1.0442348384386926,-1.0442348384386926,122.57716747822936,125.02871082779394,0.2941506587151247,-1.0442348384386926
24,12,"Sunday, January 27, 2019",Miami,0,-,-230,-203,-210,-215,-105,-220,-,-,-,-215,-220,-,-170,-211,-,-,-,-220,-,-,-,-215,-215,-,-,-220,-,-,-165,-200.28571428571428,0.662176281025128,0.622176281025128,-105,0.5121951219512195,1,0,0.9523809523809523,-1,1,-0.9523809523809523,0.21472512009667843,-0.21472512009667843,-164.67369563595534,-161.4447996430935,0.22546137610151237,-0.21472512009667843
