,GameID,Date,Teams,Points,Wagers,Opener,Pinnacle,Fivedimes,Bookmaker,BetOnline,Bovada,Heritage,Intertops,Youwager,Justbet,Sportsbetting,Gtbets,Sportbet,Nitrogensports,Betphoenix,Betmania,Skybook,Mybookie,Abcislands,Jazz,Sportsinteraction,Betcris,Sbr,Wagerweb,Thegreek,Bodog,Matchbook,Looselines,Bet365,Consensus_Odds,Consensus_Probs,Consensus_Minus_Alpha,Max_Odds,Max_Implied_Prob,Signal_Long,Signal_Short,Payout_if_Win_Long,Payout_if_Lose_Long,Payout_if_Win_Short,Payout_if_Lose_Short,Expected_Value_Long,Expected_Value_Short,Breakeven_Odds
10,5,"Fri Jan 25, 2019",L.A. Clippers,0,57%,-4500,-191,-190,-210,-205,-220,-195,-200,-190,-210,-205,-200,-190,-250,-210,-210,-210,-200,-,-,-215,-210,-205,-195,-210,-220,-188,-,-200,-205.16,0.6717402918305723,0.6317402918305722,-188,0.6527777777777778,0,1,0.5319148936170213,-1,1,-0.5319148936170213,-0.03222763804678297,0.03222763804678297,-168.1838152654823
11,5,"Fri Jan 25, 2019",Chicago,0,43%,+1802,+172,+175,+176,+175,+180,+170,+170,+165,+176,+175,+170,+175,+182,+175,+175,+175,+170,-,-,+175,+176,+174,+170,+175,+180,+183,-,+170,174.36,0.36456510414203686,0.3245651041420369,183,0.35335689045936397,0,1,1.83,-1,1,-1.83,-0.08148075527803567,0.08148075527803567,212.26668701685978
12,6,"Fri Jan 25, 2019",Detroit,0,48%,+150,+164,+175,+176,+161,+170,+175,+170,+175,+176,+161,+170,+175,+160,+170,+170,+170,+170,-,-,+185,+176,+170,+175,+170,+170,+166,-,+170,170.8,0.3694286497963607,0.3294286497963607,185,0.3508771929824561,0,1,1.85,-1,1,-1.85,-0.06112834808037182,0.06112834808037182,207.62698618669694
13,6,"Fri Jan 25, 2019",Dallas,0,52%,-180,-182,-190,-210,-181,-200,-205,-200,-210,-210,-181,-200,-190,-187,-200,-200,-200,-200,-,-,-225,-210,-200,-205,-200,-200,-179,-,-200,-198.6,0.6646686748610721,0.624668674861072,-179,0.6415770609318997,0,1,0.5586592178770949,-1,1,-0.5586592178770949,-0.02635441180872017,0.02635441180872017,-163.1679075134359
14,7,"Fri Jan 25, 2019",Charlotte,0,44%,+475,+592,+575,+614,+675,+550,+580,+600,+550,+614,+675,+550,+575,+300,+525,-,-,+550,-,-,+580,+614,+614,+580,+600,+550,+620,-,+550,575.3478260869565,0.15034565829781507,0.11034565829781506,675,0.12903225806451613,0,1,6.75,-1,1,-6.75,-0.14482114819193326,0.14482114819193326,822.3680410579389
15,7,"Fri Jan 25, 2019",Milwaukee,0,56%,-650,-733,-710,-900,-900,-900,-780,-900,-750,-900,-900,-750,-710,-455,-775,-,-,-800,-,-,-780,-900,-900,-780,-800,-900,-720,-,-800,-801.8695652173913,0.8872645541164271,0.8472645541164271,-455,0.8198198198198198,1,0,0.21978021978021978,-1,1,-0.21978021978021978,0.033476544032125355,-0.033476544032125355,-543.84986984406
16,8,"Fri Jan 25, 2019",Phoenix,0,57%,+800,+1087,+1150,+1098,+975,+950,+1075,+850,+975,+1098,+975,+1000,+1150,+165,+1138,+1290,-,-,-,-,+1100,+1098,+1098,+1075,-,+950,+1200,-,+1125,1028.2727272727273,0.0993651014339449,0.059365101433944904,1290,0.07194244604316546,0,1,12.9,-1,1,-12.9,-0.17482509006816582,0.17482509006816582,1616.1811794509376
17,8,"Fri Jan 25, 2019",Denver,0,43%,-1475,-1571,-1450,-2200,-1500,-2000,-1625,-1800,-1700,-2200,-1500,-1600,-1450,-227,-1988,-2740,-,-,-,-,-1910,-2200,-2200,-1625,-,-2000,-1300,-,-2000,-1763.0,0.9352866480671082,0.8952866480671081,-227,0.6941896024464832,1,0,0.44052863436123346,-1,1,-0.44052863436123346,0.2896860525019575,-0.2896860525019575,-838.2235805720799
18,9,"Fri Jan 25, 2019",Minnesota,0,58%,+425,+449,+475,+459,+455,+410,+475,+440,+450,+459,+455,+455,+475,+456,+450,+505,-,+450,-,-,+445,+459,+364,+475,+450,+410,+490,-,+450,452.5416666666667,0.18146200167872098,0.14146200167872097,505,0.1652892561983471,0,1,5.05,-1,1,-5.05,-0.14415488984373825,0.14415488984373825,619.0416846189945
19,9,"Fri Jan 25, 2019",Utah,0,42%,-550,-533,-560,-620,-560,-620,-625,-600,-600,-620,-560,-580,-560,-595,-600,-730,-,-600,-,-,-600,-620,-470,-625,-600,-620,-530,-,-600,-592.8333333333334,0.8550025249535457,0.8150025249535456,-470,0.8245614035087719,0,1,0.2127659574468085,-1,1,-0.2127659574468085,-0.011592682503146767,0.011592682503146767,-431.9097236798226
20,10,"Saturday, January 26, 2019",San Antonio,0,-,-,-105,-,-105,-,-105,-,-,-,-105,-,-,-,-105,-,-,-,-105,-,-,-,-105,-,-,-,-105,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.770739064856712
21,10,"Saturday, January 26, 2019",New Orleans,0,-,-,-125,-,-125,-,-125,-,-,-,-125,-,-,-,-125,-,-,-,-125,-,-,-,-125,-,-,-,-125,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.770739064856712
22,11,"Saturday, January 26, 2019",Indiana,0,-,-145,-193,-175,-175,-,-180,-185,-200,-,-175,-190,-185,-105,-200,-191,-,-,-190,-,-,-,-175,-175,-185,-,-180,-190,-,+100,-165.73684210526315,0.6337372129072351,0.593737212907235,100,0.5,1,0,1.0,-1,1,-1.0,0.18747442581447005,-0.18747442581447005,-143.28048870468783
23,11,"Saturday, January 26, 2019",Memphis,0,-,+125,+173,+165,+151,-,+160,+160,+170,-,+151,+165,+165,-125,+170,+161,-,-,+160,-,-,-,+151,+151,+160,-,+160,+176,-,-120,131.78947368421052,0.400120510729791,0.360120510729791,176,0.3623188405797102,0,1,1.76,-1,1,-1.76,-0.006067390385776861,0.006067390385776861,181.23851866502986
24,12,"Saturday, January 26, 2019",Golden State,0,-,-135,-151,-150,-144,-190,-160,-150,-155,-189,-144,-159,-155,-175,-156,-150,-,-191,-150,-,-,-180,-144,-144,-150,-200,-160,-149,-,-180,-161.5,0.6160261119286221,0.5760261119286221,-144,0.5901639344262295,0,1,0.6944444444444444,-1,1,-0.6944444444444444,-0.023955754787612582,0.023955754787612582,-133.1995903926724
25,12,"Saturday, January 26, 2019",Boston,0,54%,+115,+136,+140,+123,+165,+140,+130,+135,+164,+123,+139,+135,+165,+133,+130,-,+161,+130,-,-,+150,+123,+123,+130,+170,+140,+138,-,+160,140.95833333333334,0.41654333695855295,0.37654333695855297,170,0.37037037037037035,1,0,1.7,-1,1,-1.7,0.01666700978809288,-0.01666700978809288,168.88515447885192
26,13,"Saturday, January 26, 2019",Philadelphia,0,46%,+245,-,+425,+330,-159,+325,-,-,-150,+330,-,+425,-150,-,-,-,-150,-,-,-,-160,+330,+330,-,-150,+325,-,-,-150,116.73333333333333,0.4007371602446842,0.3607371602446842,425,0.19047619047619047,1,0,4.25,-1,1,-4.25,0.8938700912845923,-0.8938700912845923,180.75434649098662
27,13,"Saturday, January 26, 2019",Denver,0,60%,-290,-,-550,-420,+139,-450,-,-,+130,-420,-,-550,+140,-,-,-,+130,-,-,-,+140,-420,-420,-,+130,-450,-650,-,+130,-211.9375,0.6510613147540107,0.6110613147540107,140,0.4166666666666667,1,0,1.4,-1,1,-1.4,0.46654715540962566,-0.46654715540962566,-154.029347831053
28,14,"Saturday, January 26, 2019",Atlanta,0,40%,+500,+480,+470,+477,-,+450,+465,+455,-,+477,+475,+455,+425,+474,-,-,-,+470,-,-,+330,+477,+477,+465,-,+450,+490,-,+350,453.2631578947368,0.18196779269424246,0.14196779269424245,490,0.1694915254237288,0,1,4.9,-1,1,-4.9,-0.16239002310396955,0.16239002310396955,616.472817420487
29,14,"Saturday, January 26, 2019",Portland,0,96%,-700,-575,-555,-650,-,-700,-615,-630,-,-650,-600,-580,-550,-625,-,-,-,-640,-,-,-430,-650,-650,-615,-,-700,-560,-,-450,-601.3157894736842,0.8558052270124332,0.8158052270124332,-430,0.8113207547169812,1,0,0.23255813953488372,-1,1,-0.23255813953488372,0.005527372829278121,-0.005527372829278121,-434.2191871778077
30,15,"Sunday, January 27, 2019",Cleveland,0,4%,-,-,-,-,+475,-,-,-,-,-,-,-,+470,-,-,-,+467,-,-,-,+455,-,-,-,-,-,-,-,+450,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.770739064856712
31,15,"Sunday, January 27, 2019",Chicago,0,-,-,-,-,-,-600,-,-,-,-,-,-,-,-555,-,-,-,-642,-,-,-,-605,-,-,-,-,-,-,-,-600,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.770739064856712
32,16,"Sunday, January 27, 2019",Sacramento,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.770739064856712
33,16,"Sunday, January 27, 2019",L.A. Clippers,0,50%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.770739064856712
34,17,"Sunday, January 27, 2019",Milwaukee,0,50%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.770739064856712
35,17,"Sunday, January 27, 2019",Oklahoma City,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.770739064856712
36,18,"Sunday, January 27, 2019",Toronto,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.770739064856712
37,18,"Sunday, January 27, 2019",Dallas,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.770739064856712
38,19,"Sunday, January 27, 2019",Orlando,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.770739064856712
39,19,"Sunday, January 27, 2019",Houston,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.770739064856712
40,20,"Sunday, January 27, 2019",Washington,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.770739064856712
41,20,"Sunday, January 27, 2019",San Antonio,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.770739064856712
42,21,"Sunday, January 27, 2019",Utah,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.770739064856712
43,21,"Sunday, January 27, 2019",Minnesota,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.770739064856712
44,22,"Sunday, January 27, 2019",Miami,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.770739064856712
45,22,"Sunday, January 27, 2019",New York,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.770739064856712
46,23,"Sunday, January 27, 2019",Phoenix,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.770739064856712
47,23,"Sunday, January 27, 2019",L.A. Lakers,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.770739064856712
48,24,"Monday, January 28, 2019",Golden State,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.770739064856712
49,24,"Monday, January 28, 2019",Indiana,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.770739064856712
