,GameID,Date,Teams,Points,Wagers,Opener,Pinnacle,Fivedimes,Bookmaker,BetOnline,Bovada,Heritage,Intertops,Youwager,Justbet,Sportsbetting,Gtbets,Sportbet,Nitrogensports,Betphoenix,Betmania,Skybook,Mybookie,Abcislands,Jazz,Sportsinteraction,Betcris,Sbr,Wagerweb,Thegreek,Bodog,Matchbook,Looselines,Bet365,Consensus_Odds,Consensus_Probs,Consensus_Minus_Alpha,Max_Odds,Max_Implied_Prob,Signal_Long,Signal_Short,Payout_if_Win_Long,Payout_if_Lose_Long,Payout_if_Win_Short,Payout_if_Lose_Short,Expected_Value_Long,Expected_Value_Short,Breakeven_Odds_Gross,Breakeven_Odds_Net_Comm
0,0,"Sat Jan 26, 2019",San Antonio,0,60%,-105,-185,-190,-200,-180,-210,-190,-190,-180,-200,-180,-200,-190,-154,-196,-196,-196,-195,-,-,-200,-200,-175,-190,-200,-210,-175,-,-200,-191.28,0.656063664074532,0.616063664074532,-154,0.6062992125984252,1,0,0.6493506493506493,-1,1,-0.6493506493506493,0.016105004382669597,-0.016105004382669597,-160.45984878965083,-157.31357724475572
1,0,"Sat Jan 26, 2019",New Orleans,0,40%,-125,+166,+175,+170,+160,+175,+165,+165,+160,+170,+160,+170,+175,+116,+166,+166,+166,+165,-,-,+170,+170,+151,+165,+170,+175,+168,-,+170,165.16,0.3779472491027102,0.33794724910271023,175,0.36363636363636365,0,1,1.75,-1,1,-1.75,-0.07064506496754686,0.07064506496754686,195.90416926165778,199.82225264689095
2,1,"Sat Jan 26, 2019",Indiana,0,53%,-145,-200,-200,-205,-212,-200,-210,-205,-200,-205,-212,-200,-200,-205,-200,-200,-200,-200,-,-,-205,-205,-195,-200,-200,-200,-193,-,-200,-202.08,0.6688893581286881,0.6288893581286881,-193,0.658703071672355,0,1,0.5181347150259067,-1,1,-0.5181347150259067,-0.04526123351447875,0.04526123351447875,-169.4614185563465,-166.138645643477
3,1,"Sat Jan 26, 2019",Memphis,0,47%,+125,+179,+185,+172,+182,+170,+180,+175,+170,+172,+182,+170,+185,+174,+170,+170,+170,+170,-,-,+170,+172,+166,+170,+170,+170,+185,-,+170,173.96,0.3651737028455779,0.3251737028455779,185,0.3508771929824561,0,1,1.85,-1,1,-1.85,-0.07325494689010292,0.07325494689010292,207.52794314209692,211.67850200493885
4,2,"Sat Jan 26, 2019",Golden State,0,51%,-135,-163,-160,-175,-170,-190,-175,-165,-175,-175,-170,-165,-160,-168,-169,-169,-169,-185,-,-,-195,-175,-170,-175,-168,-190,-156,-,-165,-171.88,0.6317554248244734,0.5917554248244734,-156,0.609375,0,1,0.6410256410256411,-1,1,-0.6410256410256411,-0.028914174647017954,0.028914174647017954,-144.95120347160656,-142.10902301137898
5,2,"Sat Jan 26, 2019",Boston,0,49%,+115,+147,+150,+151,+150,+165,+155,+145,+155,+151,+150,+145,+150,+144,+149,+149,+149,+155,-,-,+165,+151,+148,+155,+148,+165,+151,-,+145,151.52,0.39779133887141654,0.35779133887141656,165,0.37735849056603776,0,1,1.65,-1,1,-1.65,-0.05185295199074613,0.05185295199074613,179.49251179592724,183.0823620318458
6,3,"Sat Jan 26, 2019",Philadelphia,0,70%,+245,+474,+480,+447,+455,+390,+470,+420,+450,+447,+455,+450,+480,+468,+450,+450,+450,+450,-,-,+395,+447,+447,+470,+450,+390,+430,-,+450,446.6,0.18333259163498866,0.14333259163498865,480,0.1724137931034483,0,1,4.8,-1,1,-4.8,-0.16867096851706576,0.16867096851706576,597.678028837017,609.6315894137573
7,3,"Sat Jan 26, 2019",Denver,0,30%,-290,-567,-570,-600,-560,-580,-620,-570,-600,-600,-560,-600,-570,-613,-600,-600,-600,-600,-,-,-515,-600,-600,-620,-600,-580,-490,-,-600,-584.6,0.8536302688191332,0.8136302688191331,-490,0.8305084745762712,0,1,0.20408163265306123,-1,1,-0.20408163265306123,-0.020322737544309077,0.020322737544309077,-436.56781799482593,-428.0076647008097
8,4,"Sat Jan 26, 2019",Atlanta,0,44%,+500,+380,+380,+371,+355,+345,+370,+360,+360,+371,+355,+350,+380,+375,+358,+467,+467,+380,-,-,+425,+371,+371,+370,+375,+345,+385,-,+375,377.64,0.21013762493761687,0.17013762493761686,467,0.1763668430335097,0,1,4.67,-1,1,-4.67,-0.03531966660371244,0.03531966660371244,487.7594684695186,497.514657838909
9,4,"Sat Jan 26, 2019",Portland,0,56%,-700,-444,-430,-480,-425,-490,-470,-470,-460,-480,-425,-450,-430,-474,-458,-642,-642,-515,-,-,-510,-480,-480,-470,-475,-490,-400,-,-500,-479.6,0.8260974774868087,0.7860974774868087,-400,0.8,0,1,0.25,-1,1,-0.25,-0.017378153141489133,0.017378153141489133,-367.50266815499117,-360.2967334852855
