,GameID,Date,Teams,Points,Wagers,Opener,Pinnacle,Fivedimes,Bookmaker,BetOnline,Bovada,Heritage,Intertops,Youwager,Justbet,Sportsbetting,Gtbets,Sportbet,Nitrogensports,Betphoenix,Betmania,Skybook,Mybookie,Abcislands,Jazz,Sportsinteraction,Betcris,Sbr,Wagerweb,Thegreek,Bodog,Matchbook,Looselines,Bet365,Consensus_Odds,Consensus_Probs,Consensus_Minus_Alpha,Max_Odds,Max_Implied_Prob,Signal_Long,Signal_Short,Payout_if_Win_Long,Payout_if_Lose_Long,Payout_if_Win_Short,Payout_if_Lose_Short,Expected_Value_Long,Expected_Value_Short,Breakeven_Odds_Gross,Breakeven_Odds_Net_Comm
0,0,"Sat Jan 26, 2019",San Antonio,0,60%,-105,-185,-190,-200,-180,-210,-190,-190,-180,-200,-180,-200,-190,-154,-196,-196,-196,-195,-,-,-200,-200,-175,-190,-200,-210,-175,-,-200,-191.28,0.656063664074532,0.616063664074532,-154,0.6062992125984252,1,0,0.6493506493506493,-1,1,-0.6493506493506493,0.016105004382669597,-0.016105004382669597,-160.45984878965083,-157.31357724475572
1,0,"Sat Jan 26, 2019",New Orleans,0,40%,-125,+166,+175,+170,+160,+175,+165,+165,+160,+170,+160,+170,+175,+116,+166,+166,+166,+165,-,-,+170,+170,+151,+165,+170,+175,+168,-,+170,165.16,0.3779472491027102,0.33794724910271023,175,0.36363636363636365,0,1,1.75,-1,1,-1.75,-0.07064506496754686,0.07064506496754686,195.90416926165778,199.82225264689095
2,1,"Sat Jan 26, 2019",Indiana,0,53%,-145,-196,-190,-205,-205,-200,-200,-200,-200,-205,-205,-200,-190,-203,-200,-200,-200,-200,-,-,-210,-205,-195,-200,-200,-200,-192,-,-200,-200.04,0.6666306776554487,0.6266306776554487,-190,0.6551724137931034,0,1,0.5263157894736842,-1,1,-0.5263157894736842,-0.043563702525894143,0.043563702525894143,-167.8313241485822,-164.54051387115902
3,1,"Sat Jan 26, 2019",Memphis,0,47%,+125,+176,+175,+172,+175,+170,+170,+170,+170,+172,+175,+170,+175,+173,+170,+170,+170,+170,-,-,+175,+172,+166,+170,+170,+170,+182,-,+170,171.92,0.36780427180197495,0.32780427180197497,182,0.35460992907801414,0,1,1.82,-1,1,-1.82,-0.07559195351843062,0.07559195351843062,205.0600879918049,209.16128975164096
4,2,"Sat Jan 26, 2019",Golden State,0,51%,-135,-169,-170,-175,-175,-190,-175,-175,-180,-175,-175,-175,-170,-175,-175,-175,-175,-185,-,-,-195,-175,-170,-175,-180,-190,-165,-,-170,-176.36,0.6379335583301767,0.5979335583301767,-165,0.6226415094339622,0,1,0.6060606060606061,-1,1,-0.6060606060606061,-0.03968246692426164,0.03968246692426164,-148.71511182253786,-145.7991292377822
5,2,"Sat Jan 26, 2019",Boston,0,49%,+115,+152,+160,+151,+155,+165,+155,+155,+160,+151,+155,+155,+160,+149,+155,+155,+155,+155,-,-,+160,+151,+148,+155,+160,+165,+157,-,+150,155.56,0.3914137737004614,0.3514137737004614,165,0.37735849056603776,0,1,1.65,-1,1,-1.65,-0.06875349969377731,0.06875349969377731,184.56482780108144,188.25612435710306
6,3,"Sat Jan 26, 2019",Philadelphia,0,70%,+245,+474,+480,+447,+455,+390,+470,+420,+450,+447,+455,+450,+480,+468,+450,+450,+450,+450,-,-,+395,+447,+447,+470,+450,+390,+480,-,+450,448.6,0.18268197354780583,0.14268197354780582,480,0.1724137931034483,0,1,4.8,-1,1,-4.8,-0.17244455342272635,0.17244455342272635,600.8593833789021,612.8765710464802
7,3,"Sat Jan 26, 2019",Denver,0,30%,-290,-567,-570,-600,-560,-580,-620,-570,-600,-600,-560,-600,-570,-613,-600,-600,-600,-600,-,-,-515,-600,-600,-620,-600,-580,-500,-,-600,-585.0,0.8537432631694157,0.8137432631694157,-500,0.8333333333333334,0,1,0.2,-1,1,-0.2,-0.02350808419670114,0.02350808419670114,-436.8933317615145,-428.32679584462204
8,4,"Sat Jan 26, 2019",Atlanta,0,43%,+500,+364,+380,+371,+355,+345,+370,+360,+360,+371,+355,+350,+380,+359,+363,+467,+467,+380,-,-,+425,+371,+371,+370,+350,+345,+375,-,+350,374.16,0.2117335124446976,0.1717335124446976,467,0.1763668430335097,0,1,4.67,-1,1,-4.67,-0.026270984438564682,0.026270984438564682,482.29752933168743,491.9434799183212
9,4,"Sat Jan 26, 2019",Portland,0,57%,-700,-423,-430,-480,-425,-490,-470,-470,-460,-480,-425,-450,-430,-450,-438,-642,-642,-515,-,-,-510,-480,-480,-470,-450,-490,-400,-,-450,-474.0,0.8243093973529156,0.7843093973529156,-400,0.8,0,1,0.25,-1,1,-0.25,-0.019613253308855494,0.019613253308855494,-363.62706011638915,-356.4971177611659
