,GameID,Date,Teams,Points,Wagers,Opener,Pinnacle,Fivedimes,Bookmaker,BetOnline,Bovada,Heritage,Intertops,Youwager,Justbet,Sportsbetting,Gtbets,Sportbet,Nitrogensports,Betphoenix,Betmania,Skybook,Mybookie,Abcislands,Jazz,Sportsinteraction,Betcris,Sbr,Wagerweb,Thegreek,Bodog,Matchbook,Looselines,Bet365,Consensus_Odds,Consensus_Probs,Consensus_Minus_Alpha,Max_Odds,Max_Implied_Prob,Signal_Long,Signal_Short,Payout_if_Win_Long,Payout_if_Lose_Long,Payout_if_Win_Short,Payout_if_Lose_Short,Expected_Value_Long,Expected_Value_Short,Breakeven_Odds_Gross,Breakeven_Odds_Net_Comm
0,0,"Sat Jan 26, 2019",San Antonio,0,60%,-105,-185,-190,-200,-180,-210,-190,-190,-180,-200,-180,-200,-190,-154,-196,-196,-196,-195,-,-,-200,-200,-175,-190,-200,-210,-175,-,-200,-191.28,0.656063664074532,0.616063664074532,-154,0.6062992125984252,1,0,0.6493506493506493,-1,1,-0.6493506493506493,0.016105004382669597,-0.016105004382669597,-160.45984878965083,-157.31357724475572
1,0,"Sat Jan 26, 2019",New Orleans,0,40%,-125,+166,+175,+170,+160,+175,+165,+165,+160,+170,+160,+170,+175,+116,+166,+166,+166,+165,-,-,+170,+170,+151,+165,+170,+175,+168,-,+170,165.16,0.3779472491027102,0.33794724910271023,175,0.36363636363636365,0,1,1.75,-1,1,-1.75,-0.07064506496754686,0.07064506496754686,195.90416926165778,199.82225264689095
2,1,"Sat Jan 26, 2019",Indiana,0,53%,-145,-198,-190,-205,-207,-200,-200,-200,-200,-205,-207,-200,-190,-205,-200,-200,-200,-200,-,-,-205,-205,-195,-200,-200,-200,-193,-,-200,-200.2,0.6668140393975373,0.6268140393975372,-190,0.6551724137931034,0,1,0.5263157894736842,-1,1,-0.5263157894736842,-0.04328383460375901,0.04328383460375901,-167.96292078770142,-164.669530184021
3,1,"Sat Jan 26, 2019",Memphis,0,47%,+125,+177,+175,+172,+177,+170,+170,+170,+170,+172,+177,+170,+175,+174,+170,+170,+170,+170,-,-,+170,+172,+166,+170,+170,+170,+187,-,+170,172.16,0.36751067955704214,0.32751067955704216,187,0.3484320557491289,0,1,1.87,-1,1,-1.87,-0.06004434967128891,0.06004434967128891,205.33355472636768,209.44022582089502
4,2,"Sat Jan 26, 2019",Golden State,0,51%,-135,-167,-170,-175,-175,-190,-175,-175,-180,-175,-175,-175,-170,-172,-175,-175,-175,-185,-,-,-195,-175,-170,-175,-168,-190,-157,-,-170,-175.36,0.636552224029684,0.596552224029684,-157,0.6108949416342412,0,1,0.6369426751592356,-1,1,-0.6369426751592356,-0.02347820652465743,0.02347820652465743,-147.86355497807372,-144.9642695863468
5,2,"Sat Jan 26, 2019",Boston,0,49%,+115,+151,+160,+151,+155,+165,+155,+155,+160,+151,+155,+155,+160,+148,+155,+155,+155,+155,-,-,+165,+151,+148,+155,+148,+165,+154,-,+150,155.08,0.39217975831038515,0.35217975831038517,165,0.37735849056603776,0,1,1.65,-1,1,-1.65,-0.06672364047747936,0.06672364047747936,183.9459044431151,187.6248225319774
6,3,"Sat Jan 26, 2019",Philadelphia,0,70%,+245,+474,+480,+447,+455,+390,+470,+420,+450,+447,+455,+450,+480,+468,+450,+450,+450,+450,-,-,+395,+447,+447,+470,+450,+390,+450,-,+450,447.4,0.1830581490963952,0.1430581490963952,480,0.1724137931034483,0,1,4.8,-1,1,-4.8,-0.17026273524090796,0.17026273524090796,599.0164533207974,610.9967823872133
7,3,"Sat Jan 26, 2019",Denver,0,30%,-290,-567,-570,-600,-560,-580,-620,-570,-600,-600,-560,-600,-570,-613,-600,-600,-600,-600,-,-,-515,-600,-600,-620,-600,-580,-480,-,-600,-584.2,0.8535133781119445,0.8135133781119445,-480,0.8275862068965517,0,1,0.20833333333333334,-1,1,-0.20833333333333334,-0.01700466811473378,0.01700466811473378,-436.2314947183082,-427.6779359983414
8,4,"Sat Jan 26, 2019",Atlanta,0,43%,+500,+380,+380,+371,+355,+345,+370,+360,+360,+371,+355,+350,+380,+375,+358,+467,+467,+380,-,-,+425,+371,+371,+370,+350,+345,+385,-,+375,376.64,0.21060546119492676,0.17060546119492676,467,0.1763668430335097,0,1,4.67,-1,1,-4.67,-0.0326670350247652,0.0326670350247652,486.1477076970246,495.87066185096506
9,4,"Sat Jan 26, 2019",Portland,0,57%,-700,-444,-430,-480,-425,-490,-470,-470,-460,-480,-425,-450,-430,-474,-458,-642,-642,-515,-,-,-510,-480,-480,-470,-450,-490,-400,-,-500,-478.6,0.8257812719532118,0.7857812719532118,-400,0.8,0,1,0.25,-1,1,-0.25,-0.01777341005848526,0.01777341005848526,-366.8125934262791,-359.6201896336069
