,GameID,Date,Teams,Points,Wagers,Opener,Pinnacle,Fivedimes,Bookmaker,BetOnline,Bovada,Heritage,Intertops,Youwager,Justbet,Sportsbetting,Gtbets,Sportbet,Nitrogensports,Betphoenix,Betmania,Skybook,Mybookie,Abcislands,Jazz,Sportsinteraction,Betcris,Sbr,Wagerweb,Thegreek,Bodog,Matchbook,Looselines,Bet365,Consensus_Odds,Consensus_Probs,Consensus_Minus_Alpha,Max_Odds,Max_Implied_Prob,Signal_Long,Signal_Short,Expected_Value_Long,Kelly_Long,Breakeven_Odds_Gross,Breakeven_Odds_Gross_Decimal,Breakeven_Odds_Net_Comm_Long,Kelly_Long_2ticks,Kelly_Long_5ticks,Kelly_Long_30ticks,Breakeven_Odds_Net_Comm_Short,Kelly_Short_2ticks,Kelly_Short_5ticks
62,20,"Sunday, February 17, 2019 - Soccer",US Sassuolo,0,0%,-,-,-,-,+339,-,-,-,+339,-,-,-,+339,-,-,-,+339,-,-,-,+339,-,-,-,+339,-,-,-,+339,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-26.0249,-14.7549,-3.2153,1.0200080032012806,1.02,1.0194
63,21,"Sunday, February 17, 2019 - Soccer",Draw,0,80%,-,-,-,-,-287,-,-,-,-265,-,-,-,-256,-,-,-,-297,-,-,-,-276,-,-,-,-256,-,-,-,-265,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-26.0249,-14.7549,-3.2153,1.0200080032012806,1.02,1.0194
64,21,"Sunday, February 17, 2019 - Soccer",Genoa FC,0,0%,-,-,-,-,+685,-,-,-,+700,-,-,-,+686,-,-,-,+687,-,-,-,+670,-,-,-,+686,-,-,-,+700,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-26.0249,-14.7549,-3.2153,1.0200080032012806,1.02,1.0194
65,21,"Sunday, February 17, 2019 - Soccer",Draw,0,20%,-,-,-,-,+380,-,-,-,+355,-,-,-,+368,-,-,-,+379,-,-,-,+357,-,-,-,+368,-,-,-,+355,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-26.0249,-14.7549,-3.2153,1.0200080032012806,1.02,1.0194
66,22,"Sunday, February 17, 2019 - Soccer",Udinese Calcio,0,50%,-,-,-,-,-268,-,-,-,-271,-,-,-,-270,-,-,-,-250,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-26.0249,-14.7549,-3.2153,1.0200080032012806,1.02,1.0194
67,22,"Sunday, February 17, 2019 - Soccer",AC Chievo Verona,0,0%,-,-,-,-,+636,-,-,-,+540,-,-,-,+520,-,-,-,+650,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-26.0249,-14.7549,-3.2153,1.0200080032012806,1.02,1.0194
68,22,"Sunday, February 17, 2019 - Soccer",Draw,0,50%,-,-,-,-,+357,-,-,-,+325,-,-,-,+330,-,-,-,+355,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-26.0249,-14.7549,-3.2153,1.0200080032012806,1.02,1.0194
69,23,"Sunday, February 17, 2019 - Soccer",Inter Milan,0,-,-,-,-,-,-256,-,-,-,-278,-,-,-,-,-,-,-,-250,-,-,-,-,-,-,-,-271,-,-,-,-,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-26.0249,-14.7549,-3.2153,1.0200080032012806,1.02,1.0194
70,23,"Sunday, February 17, 2019 - Soccer",Sampdoria Genoa,0,-,-,-,-,-,+686,-,-,-,+625,-,-,-,-,-,-,-,+650,-,-,-,-,-,-,-,+540,-,-,-,-,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-26.0249,-14.7549,-3.2153,1.0200080032012806,1.02,1.0194
71,23,"Sunday, February 17, 2019 - Soccer",Draw,0,-,-,-,-,-,+368,-,-,-,+350,-,-,-,-,-,-,-,+355,-,-,-,-,-,-,-,+325,-,-,-,-,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-26.0249,-14.7549,-3.2153,1.0200080032012806,1.02,1.0194
72,24,"Sunday, February 17, 2019 - Soccer",SSC Napoli,0,-,-,-,-,-,-270,-,-,-,-,-,-,-,-268,-,-,-,-250,-,-,-,-278,-,-,-,-271,-,-,-,-,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-26.0249,-14.7549,-3.2153,1.0200080032012806,1.02,1.0194
73,24,"Sunday, February 17, 2019 - Soccer",FC Torino,0,-,-,-,-,-,+520,-,-,-,-,-,-,-,+636,-,-,-,+650,-,-,-,+632,-,-,-,+705,-,-,-,-,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-26.0249,-14.7549,-3.2153,1.0200080032012806,1.02,1.0194
74,24,"Sunday, February 17, 2019 - Soccer",Draw,0,-,-,-,-,-,+330,-,-,-,-,-,-,-,+357,-,-,-,+355,-,-,-,+338,-,-,-,+387,-,-,-,-,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-26.0249,-14.7549,-3.2153,1.0200080032012806,1.02,1.0194
75,25,"Monday, February 18, 2019 - Soccer",AS Roma,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-26.0249,-14.7549,-3.2153,1.0200080032012806,1.02,1.0194
76,25,"Monday, February 18, 2019 - Soccer",Bologna FC,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-26.0249,-14.7549,-3.2153,1.0200080032012806,1.02,1.0194
77,25,"Monday, February 18, 2019 - Soccer",Draw,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-26.0249,-14.7549,-3.2153,1.0200080032012806,1.02,1.0194
78,26,"Friday, February 15, 2019 - Soccer",SD Eibar,0,-,-107,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-26.0249,-14.7549,-3.2153,1.0200080032012806,1.02,1.0194
79,26,"Friday, February 15, 2019 - Soccer",Getafe CF,0,-,+270,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-26.0249,-14.7549,-3.2153,1.0200080032012806,1.02,1.0194
80,26,"Friday, February 15, 2019 - Soccer",Draw,0,-,+200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-26.0249,-14.7549,-3.2153,1.0200080032012806,1.02,1.0194
81,27,"Saturday, February 16, 2019 - Soccer",Celta de Vigo,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-26.0249,-14.7549,-3.2153,1.0200080032012806,1.02,1.0194
82,27,"Saturday, February 16, 2019 - Soccer",UD Levante,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-26.0249,-14.7549,-3.2153,1.0200080032012806,1.02,1.0194
83,27,"Saturday, February 16, 2019 - Soccer",Draw,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-26.0249,-14.7549,-3.2153,1.0200080032012806,1.02,1.0194
84,28,"Saturday, February 16, 2019 - Soccer",Real Sociedad,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-26.0249,-14.7549,-3.2153,1.0200080032012806,1.02,1.0194
85,28,"Saturday, February 16, 2019 - Soccer",CD Leganes,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-26.0249,-14.7549,-3.2153,1.0200080032012806,1.02,1.0194
86,28,"Saturday, February 16, 2019 - Soccer",Draw,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-26.0249,-14.7549,-3.2153,1.0200080032012806,1.02,1.0194
87,29,"Saturday, February 16, 2019 - Soccer",FC Barcelona,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-26.0249,-14.7549,-3.2153,1.0200080032012806,1.02,1.0194
88,29,"Saturday, February 16, 2019 - Soccer",Real Valladolid,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-26.0249,-14.7549,-3.2153,1.0200080032012806,1.02,1.0194
89,29,"Saturday, February 16, 2019 - Soccer",Draw,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-26.0249,-14.7549,-3.2153,1.0200080032012806,1.02,1.0194
90,30,"Sunday, February 17, 2019 - Soccer",Real Madrid,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-26.0249,-14.7549,-3.2153,1.0200080032012806,1.02,1.0194
91,30,"Sunday, February 17, 2019 - Soccer",Girona FC,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-26.0249,-14.7549,-3.2153,1.0200080032012806,1.02,1.0194
92,30,"Sunday, February 17, 2019 - Soccer",Draw,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-26.0249,-14.7549,-3.2153,1.0200080032012806,1.02,1.0194
93,31,"Sunday, February 17, 2019 - Soccer",Villarreal CF,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-26.0249,-14.7549,-3.2153,1.0200080032012806,1.02,1.0194
94,31,"Sunday, February 17, 2019 - Soccer",Sevilla FC,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-26.0249,-14.7549,-3.2153,1.0200080032012806,1.02,1.0194
95,31,"Sunday, February 17, 2019 - Soccer",Draw,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-26.0249,-14.7549,-3.2153,1.0200080032012806,1.02,1.0194
96,32,"Sunday, February 17, 2019 - Soccer",Rayo Vallecano,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-26.0249,-14.7549,-3.2153,1.0200080032012806,1.02,1.0194
97,32,"Sunday, February 17, 2019 - Soccer",Atletico Madrid,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-26.0249,-14.7549,-3.2153,1.0200080032012806,1.02,1.0194
98,32,"Sunday, February 17, 2019 - Soccer",Draw,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-26.0249,-14.7549,-3.2153,1.0200080032012806,1.02,1.0194
99,33,"Sunday, February 17, 2019 - Soccer",Valencia CF,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-26.0249,-14.7549,-3.2153,1.0200080032012806,1.02,1.0194
100,33,"Sunday, February 17, 2019 - Soccer",Espanyol Barcelona,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-26.0249,-14.7549,-3.2153,1.0200080032012806,1.02,1.0194
101,33,"Sunday, February 17, 2019 - Soccer",Draw,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-26.0249,-14.7549,-3.2153,1.0200080032012806,1.02,1.0194
102,34,"Sunday, February 17, 2019 - Soccer",Real Betis Balompie,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-26.0249,-14.7549,-3.2153,1.0200080032012806,1.02,1.0194
103,34,"Sunday, February 17, 2019 - Soccer",Deportivo Alaves Sad,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-26.0249,-14.7549,-3.2153,1.0200080032012806,1.02,1.0194
104,34,"Sunday, February 17, 2019 - Soccer",Draw,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-26.0249,-14.7549,-3.2153,1.0200080032012806,1.02,1.0194
105,35,"Monday, February 18, 2019 - Soccer",SD Huesca,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-26.0249,-14.7549,-3.2153,1.0200080032012806,1.02,1.0194
106,35,"Monday, February 18, 2019 - Soccer",Athletic Bilbao,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-26.0249,-14.7549,-3.2153,1.0200080032012806,1.02,1.0194
107,35,"Monday, February 18, 2019 - Soccer",Draw,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-26.0249,-14.7549,-3.2153,1.0200080032012806,1.02,1.0194
108,36,"Friday, February 15, 2019 - Soccer",Draw,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-26.0249,-14.7549,-3.2153,1.0200080032012806,1.02,1.0194
109,36,"Friday, February 15, 2019 - Soccer",Puebla FC,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-26.0249,-14.7549,-3.2153,1.0200080032012806,1.02,1.0194
110,36,"Friday, February 15, 2019 - Soccer",Draw,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-26.0249,-14.7549,-3.2153,1.0200080032012806,1.02,1.0194
111,37,"Friday, February 15, 2019 - Soccer",Xolos de Tijuana,0,-,-224,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-26.0249,-14.7549,-3.2153,1.0200080032012806,1.02,1.0194
112,37,"Friday, February 15, 2019 - Soccer",Tiburones Rojos de Veracruz,0,-,+453,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-26.0249,-14.7549,-3.2153,1.0200080032012806,1.02,1.0194
113,37,"Friday, February 15, 2019 - Soccer",Draw,0,-,+303,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-26.0249,-14.7549,-3.2153,1.0200080032012806,1.02,1.0194
114,38,"Saturday, February 16, 2019 - Soccer",UANL Tigres,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-26.0249,-14.7549,-3.2153,1.0200080032012806,1.02,1.0194
115,38,"Saturday, February 16, 2019 - Soccer",Necaxa,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-26.0249,-14.7549,-3.2153,1.0200080032012806,1.02,1.0194
116,38,"Saturday, February 16, 2019 - Soccer",Draw,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-26.0249,-14.7549,-3.2153,1.0200080032012806,1.02,1.0194
117,39,"Saturday, February 16, 2019 - Soccer",Club Leon,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-26.0249,-14.7549,-3.2153,1.0200080032012806,1.02,1.0194
118,39,"Saturday, February 16, 2019 - Soccer",Deportivo Toluca FC,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-26.0249,-14.7549,-3.2153,1.0200080032012806,1.02,1.0194
119,39,"Saturday, February 16, 2019 - Soccer",Draw,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-26.0249,-14.7549,-3.2153,1.0200080032012806,1.02,1.0194
120,40,"Saturday, February 16, 2019 - Soccer",Guadalajara Chivas,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-26.0249,-14.7549,-3.2153,1.0200080032012806,1.02,1.0194
121,40,"Saturday, February 16, 2019 - Soccer",Atlas FC,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-26.0249,-14.7549,-3.2153,1.0200080032012806,1.02,1.0194
122,40,"Saturday, February 16, 2019 - Soccer",Draw,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-26.0249,-14.7549,-3.2153,1.0200080032012806,1.02,1.0194
123,41,"Sunday, February 17, 2019 - Soccer",Pumas Unam,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-26.0249,-14.7549,-3.2153,1.0200080032012806,1.02,1.0194
124,41,"Sunday, February 17, 2019 - Soccer",CF America,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-26.0249,-14.7549,-3.2153,1.0200080032012806,1.02,1.0194
125,41,"Sunday, February 17, 2019 - Soccer",Draw,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-26.0249,-14.7549,-3.2153,1.0200080032012806,1.02,1.0194
126,42,"Sunday, February 17, 2019 - Soccer",CF Lobos B.U.A.P.,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-26.0249,-14.7549,-3.2153,1.0200080032012806,1.02,1.0194
127,42,"Sunday, February 17, 2019 - Soccer",Queretaro FC,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-26.0249,-14.7549,-3.2153,1.0200080032012806,1.02,1.0194
128,42,"Sunday, February 17, 2019 - Soccer",Draw,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-26.0249,-14.7549,-3.2153,1.0200080032012806,1.02,1.0194
129,43,"Friday, February 15, 2019 - Soccer",FC Augsburg,0,-,+693,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-26.0249,-14.7549,-3.2153,1.0200080032012806,1.02,1.0194
130,43,"Friday, February 15, 2019 - Soccer",Bayern Munich,0,-,-389,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-26.0249,-14.7549,-3.2153,1.0200080032012806,1.02,1.0194
131,43,"Friday, February 15, 2019 - Soccer",Draw,0,-,+403,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-26.0249,-14.7549,-3.2153,1.0200080032012806,1.02,1.0194
132,44,"Saturday, February 16, 2019 - Soccer",FC Schalke 04,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-26.0249,-14.7549,-3.2153,1.0200080032012806,1.02,1.0194
133,44,"Saturday, February 16, 2019 - Soccer",SC Freiburg,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-26.0249,-14.7549,-3.2153,1.0200080032012806,1.02,1.0194
134,44,"Saturday, February 16, 2019 - Soccer",Draw,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-26.0249,-14.7549,-3.2153,1.0200080032012806,1.02,1.0194
135,45,"Saturday, February 16, 2019 - Soccer",1899 Hoffenheim,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-26.0249,-14.7549,-3.2153,1.0200080032012806,1.02,1.0194
136,45,"Saturday, February 16, 2019 - Soccer",Hannover 96,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-26.0249,-14.7549,-3.2153,1.0200080032012806,1.02,1.0194
