,GameID,Date,Teams,Points,Wagers,Opener,Pinnacle,Fivedimes,Bookmaker,BetOnline,Bovada,Heritage,Intertops,Youwager,Justbet,Sportsbetting,Gtbets,Sportbet,Nitrogensports,Betphoenix,Betmania,Skybook,Mybookie,Abcislands,Jazz,Sportsinteraction,Betcris,Sbr,Wagerweb,Thegreek,Bodog,Matchbook,Looselines,Bet365,Consensus_Odds,Consensus_Probs,Consensus_Minus_Alpha,Max_Odds,Max_Implied_Prob,Signal_Long,Signal_Short,Payout_if_Win_Long,Payout_if_Lose_Long,Payout_if_Win_Short,Payout_if_Lose_Short,Expected_Value_Long,Expected_Value_Short,Breakeven_Odds_Gross,Breakeven_Odds_Gross_Decimal,Breakeven_Odds_Net_Comm_Long,Edge_Long_5ticks,Edge_Long_10ticks,Breakeven_Odds_Net_Comm_Short,Edge_Short_5ticks,Edge_Short_10ticks
0,0,"Mon Jan 28, 2019",Southern Utah,0,59%,+115,+105,+115,+103,-102,+105,+105,+105,+105,+103,-102,+110,+115,+103,+105,+105,+105,+100,-,-,+110,+103,+103,+105,+110,+105,-,-,+105,88.58333333333333,0.48740053427244484,0.44740053427244486,115,0.46511627906976744,0,1,1.15,-1,1,-1.15,-0.038088851314243555,0.038088851314243555,123.51336741834315,1.2351336741834316,2.2598363476671004,0.20816303751832535,0.21323198005306146,2.2104310006997627,-0.41397851824427145,-0.39160849153064914
1,0,"Mon Jan 28, 2019",Northern Arizona,0,41%,-135,-122,-125,-123,-118,-125,-125,-125,-125,-123,-118,-130,-125,-124,-125,-125,-125,-120,-,-,-130,-123,-123,-125,-130,-125,-,-,-125,-124.33333333333333,0.5541558832666881,0.514155883266688,-118,0.5412844036697249,0,1,0.847457627118644,-1,1,-0.847457627118644,-0.05011879193103397,0.05011879193103397,-105.82733546795563,0.9449354418479132,1.9638341506848715,0.27290259209170004,0.2787473759638666,1.926036733010955,-0.4787312067686873,-0.45302341260535295
13,6,"Mon Jan 28, 2019",Alcorn State,0,-,-,-230,-,-155,-,-230,-,-155,-,-230,-,-,-1100,-230,-,-158,-,-230,-160,-,-,-230,-,-,-1070,-230,-,-,-,-339.0769230769231,0.7041121885118518,0.6641121885118517,-155,0.607843137254902,1,0,0.6451612903225806,-1,1,-0.6451612903225806,0.09257166497111086,-0.09257166497111086,-197.71845413785869,0.5057696836445791,1.5158850773174706,0.4496087001309801,0.4562460375070071,1.4956542899716876,-0.6241888228564962,-0.5909832134309037
16,8,"Mon Jan 28, 2019",Texas Southern,0,-,-,-900,-,-900,-,+205,+205,+205,-,+203,+205,+205,+165,+200,+205,-,-,+200,-,-,-,+203,+203,+205,+160,+205,-,-,-,69.05882352941177,0.402452374789483,0.362452374789483,205,0.3278688524590164,1,0,2.05,-1,1,-2.05,0.10547974310792307,-0.10547974310792307,175.8983164562828,1.758983164562828,2.794162827854085,0.13829234465100268,0.14216496764202993,2.723803501271571,-0.3315788035457985,-0.3134561848063242
18,9,"Mon Jan 28, 2019",Baylor,0,-,+220,+202,+215,+203,-,-,-,-,-,-,-,-,+160,-,-,-,-,-,-,-,+160,-,-,-,-,-,-,-,+165,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.8461538461538463,0.038461538461538464,1.0377073906485672,-0.9961394994106635,-0.9541190507755534,1.0392464678178963,1.0795698587127158,1.0775698587127158
19,9,"Mon Jan 28, 2019",Oklahoma,0,-,-260,-241,-235,-245,-,-,-,-,-,-,-,-,-185,-,-,-,-,-,-,-,-190,-,-,-,-,-,-,-,-185,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.8461538461538463,0.038461538461538464,1.0377073906485672,-0.9961394994106635,-0.9541190507755534,1.0392464678178963,1.0795698587127158,1.0775698587127158
20,10,"Mon Jan 28, 2019",(14) Texas Tech,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-155,-,-,-,-,-,-,-,-,-,-,-,-155,-,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.8461538461538463,0.038461538461538464,1.0377073906485672,-0.9961394994106635,-0.9541190507755534,1.0392464678178963,1.0795698587127158,1.0775698587127158
21,10,"Tuesday, January 29, 2019",(1) Tennessee,0,-,-,-,-,-,-,-,-,-,-,-,-,-,+135,-,-,-,-,-,-,-,-,-,-,-,+135,-,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.8461538461538463,0.038461538461538464,1.0377073906485672,-0.9961394994106635,-0.9541190507755534,1.0392464678178963,1.0795698587127158,1.0775698587127158
22,11,"Tuesday, January 29, 2019",South Carolina,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-155,-,-,-,-,-,-,-,-145,-,-,-,-,-,-,-,-145,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.8461538461538463,0.038461538461538464,1.0377073906485672,-0.9961394994106635,-0.9541190507755534,1.0392464678178963,1.0795698587127158,1.0775698587127158
23,11,"Tuesday, January 29, 2019",Georgia,0,-,-,-,-,-,-,-,-,-,-,-,-,-,+135,-,-,-,-,-,-,-,+125,-,-,-,-,-,-,-,+125,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.8461538461538463,0.038461538461538464,1.0377073906485672,-0.9961394994106635,-0.9541190507755534,1.0392464678178963,1.0795698587127158,1.0775698587127158
24,12,"Tuesday, January 29, 2019",Arkansas,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-155,-,-,-,-,-,-,-,-,-,-,-,-150,-,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.8461538461538463,0.038461538461538464,1.0377073906485672,-0.9961394994106635,-0.9541190507755534,1.0392464678178963,1.0795698587127158,1.0775698587127158
25,12,"Tuesday, January 29, 2019",Toledo,0,-,-,-,-,-,-,-,-,-,-,-,-,-,+135,-,-,-,-,-,-,-,-,-,-,-,+130,-,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.8461538461538463,0.038461538461538464,1.0377073906485672,-0.9961394994106635,-0.9541190507755534,1.0392464678178963,1.0795698587127158,1.0775698587127158
26,13,"Tuesday, January 29, 2019",Miami (OH),0,-,-,-,-,-,-,-,-,-,-,-,-,-,-155,-,-,-,-,-,-,-,-155,-,-,-,-,-,-,-,-145,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.8461538461538463,0.038461538461538464,1.0377073906485672,-0.9961394994106635,-0.9541190507755534,1.0392464678178963,1.0795698587127158,1.0775698587127158
27,13,"Tuesday, January 29, 2019",Eastern Michigan,0,-,-,-,-,-,-,-,-,-,-,-,-,-,+135,-,-,-,-,-,-,-,+135,-,-,-,-,-,-,-,+125,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.8461538461538463,0.038461538461538464,1.0377073906485672,-0.9961394994106635,-0.9541190507755534,1.0392464678178963,1.0795698587127158,1.0775698587127158
28,14,"Tuesday, January 29, 2019",Central Michigan,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-125,-,-,-,-,-,-,-,-,-,-,-,-125,-,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.8461538461538463,0.038461538461538464,1.0377073906485672,-0.9961394994106635,-0.9541190507755534,1.0392464678178963,1.0795698587127158,1.0775698587127158
29,14,"Tuesday, January 29, 2019",Ball State,0,-,-,-,-,-,-,-,-,-,-,-,-,-,+105,-,-,-,-,-,-,-,-,-,-,-,+105,-,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.8461538461538463,0.038461538461538464,1.0377073906485672,-0.9961394994106635,-0.9541190507755534,1.0392464678178963,1.0795698587127158,1.0775698587127158
30,15,"Tuesday, January 29, 2019",(14) Buffalo,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-125,-,-,-,-,-,-,-,-125,-,-,-,-,-,-,-,-125,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.8461538461538463,0.038461538461538464,1.0377073906485672,-0.9961394994106635,-0.9541190507755534,1.0392464678178963,1.0795698587127158,1.0775698587127158
31,15,"Tuesday, January 29, 2019",(11) North Carolina,0,-,-,-,-,-,-,-,-,-,-,-,-,-,+105,-,-,-,-,-,-,-,+105,-,-,-,-,-,-,-,+105,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.8461538461538463,0.038461538461538464,1.0377073906485672,-0.9961394994106635,-0.9541190507755534,1.0392464678178963,1.0795698587127158,1.0775698587127158
32,16,"Tuesday, January 29, 2019",Georgia Tech,0,-,-,-,-,-,-,-,-,-,-,-,-,-,+135,-,-,-,-,-,-,-,-,-,-,-,+135,-,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.8461538461538463,0.038461538461538464,1.0377073906485672,-0.9961394994106635,-0.9541190507755534,1.0392464678178963,1.0795698587127158,1.0775698587127158
33,16,"Tuesday, January 29, 2019",(3) Virginia,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-155,-,-,-,-,-,-,-,-,-,-,-,-155,-,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.8461538461538463,0.038461538461538464,1.0377073906485672,-0.9961394994106635,-0.9541190507755534,1.0392464678178963,1.0795698587127158,1.0775698587127158
