,GameID,Date,Teams,Points,Wagers,Opener,Pinnacle,Fivedimes,Bookmaker,BetOnline,Bovada,Heritage,Intertops,Youwager,Justbet,Sportsbetting,Gtbets,Sportbet,Nitrogensports,Betphoenix,Betmania,Skybook,Mybookie,Abcislands,Jazz,Sportsinteraction,Betcris,Sbr,Wagerweb,Thegreek,Bodog,Matchbook,Looselines,Bet365,Consensus_Odds,Consensus_Probs,Consensus_Minus_Alpha,Max_Odds,Max_Implied_Prob,Signal_Long,Signal_Short,Payout_if_Win_Long,Payout_if_Lose_Long,Payout_if_Win_Short,Payout_if_Lose_Short,Expected_Value_Long,Expected_Value_Short,Breakeven_Odds_Gross,Breakeven_Odds_Gross_Decimal,Breakeven_Odds_Net_Comm_Long,Edge_Long_5ticks,Edge_Long_10ticks,Breakeven_Odds_Net_Comm_Short,Edge_Short_5ticks,Edge_Short_10ticks,Kelly_Long,Kelly_Short
1,0,"Mon Jan 28, 2019",Indiana,0,45%,+285,+300,+305,+281,+295,+285,+310,+290,+290,+281,+295,+275,+305,+296,+295,+295,+295,+360,-,-,+340,+281,+281,+310,+300,+285,+320,-,+290,298.4,0.25151944269503734,0.22151944269503734,360,0.2173913043478261,1,0,3.6,-1,1,-3.6,0.018989436397171766,-0.018989436397171766,351.427643476282,3.51427643476282,3.5845619634580768,0.00733116770294359,0.010237731320496022,3.4439909060675635,0.026645583280851093,0.03772155541560307,0.005274843443658824,-0.018989436397171766
7,3,"Mon Jan 28, 2019",Memphis,0,35%,+170,+189,+190,+188,+185,+195,+190,+180,+185,+188,+185,+190,+190,+186,+185,+185,+185,+210,-,-,+225,+188,+188,+200,+210,+195,+193,-,+185,191.6,0.34330414056013325,0.3133041405601332,225,0.3076923076923077,1,0,2.25,-1,1,-2.25,0.018238456820433013,-0.018238456820433013,219.17867354455458,2.191786735445546,2.235622470154457,0.012862633527932238,0.01929435592466733,2.1479510007366347,0.029399124216803907,0.045064331244810685,0.008105980809081339,-0.018238456820433013
