,GameID,Date,Teams,Points,Wagers,Opener,Pinnacle,Fivedimes,Bookmaker,BetOnline,Bovada,Heritage,Intertops,Youwager,Justbet,Sportsbetting,Gtbets,Sportbet,Nitrogensports,Betphoenix,Betmania,Skybook,Mybookie,Abcislands,Jazz,Sportsinteraction,Betcris,Sbr,Wagerweb,Thegreek,Bodog,Matchbook,Looselines,Bet365,Consensus_Odds,Consensus_Probs,Consensus_Minus_Alpha,Max_Odds,Max_Implied_Prob,Signal_Long,Signal_Short,Payout_if_Win_Long,Payout_if_Lose_Long,Payout_if_Win_Short,Payout_if_Lose_Short,Expected_Value_Long,Expected_Value_Short,Breakeven_Odds_Gross,Breakeven_Odds_Gross_Decimal,Breakeven_Odds_Net_Comm_Long,Edge_Long_5ticks,Edge_Long_10ticks,Breakeven_Odds_Net_Comm_Short,Edge_Short_5ticks,Edge_Short_10ticks,Kelly_Long,Kelly_Short
0,0,"Mon Jan 28, 2019",Golden State,0,56%,-345,-305,-295,-315,-305,-370,-350,-320,-340,-350,-305,-310,-295,-321,-329,-329,-329,-450,-,-,-445,-315,-350,-350,-320,-370,-300,-,-330,-335.92,0.7689809215129784,0.7489809215129783,-295,0.7468354430379747,1,0,0.3389830508474576,-1,1,-0.3389830508474576,0.0028727593139879493,-0.0028727593139879493,-298.37609397155944,0.3351474934501012,0.34185044331910325,0.10838172667525706,0.1808722270836818,0.32844454358109915,0.04246942764538936,0.07991847372103827,0.00847463997626445,-0.0028727593139879493
1,0,"Mon Jan 28, 2019",Indiana,0,44%,+285,+269,+265,+256,+255,+285,+280,+260,+260,+281,+255,+255,+265,+265,+269,+269,+269,+360,-,-,+340,+256,+281,+280,+260,+285,+290,-,+265,275.0,0.26767630959727806,0.24767630959727807,360,0.2173913043478261,1,0,3.6,-1,1,-3.6,0.1393110241474791,-0.1393110241474791,303.7527858946223,3.0375278589462233,3.0982784161251478,0.008712790186351793,0.01244860502670648,2.976777301767299,0.02743028928791824,0.039814104767782243,0.03869750670763308,-0.1393110241474791
5,2,"Mon Jan 28, 2019",Boston,0,44%,-550,-575,-575,-675,-600,-670,-645,-650,-600,-675,-600,-600,-575,-625,-650,-650,-650,-670,-,-,-690,-675,-675,-645,-650,-670,-510,-,-650,-634.0,0.8632593378890528,0.8432593378890528,-510,0.8360655737704918,1,0,0.19607843137254902,-1,1,-0.19607843137254902,0.008604306102592607,-0.008604306102592607,-537.9965393358877,0.1858748015804,0.189592297612008,0.18906192138958536,0.30201337450039156,0.18215730554879198,0.045297780136671614,0.08746074703112425,0.0438819611232223,-0.008604306102592607
7,3,"Mon Jan 28, 2019",Memphis,0,33%,+170,+189,+190,+188,+185,+195,+190,+180,+185,+188,+185,+190,+190,+186,+185,+185,+185,+210,-,-,+220,+188,+188,+200,+210,+195,+197,-,+185,191.56,0.34331258458734865,0.32331258458734863,220,0.3125,1,0,2.2,-1,1,-2.2,0.034600270679515654,-0.034600270679515654,209.29819860749413,2.0929819860749412,2.13484162579644,0.013593377747366063,0.020522710082707892,2.0511223463534423,0.02969937753762053,0.045865006766988015,0.015727395763416207,-0.034600270679515654
