,GameID,Date,Teams,Points,Wagers,Opener,Pinnacle,Fivedimes,Bookmaker,BetOnline,Bovada,Heritage,Intertops,Youwager,Justbet,Sportsbetting,Gtbets,Sportbet,Nitrogensports,Betphoenix,Betmania,Skybook,Mybookie,Abcislands,Jazz,Sportsinteraction,Betcris,Sbr,Wagerweb,Thegreek,Bodog,Matchbook,Looselines,Bet365,Consensus_Odds,Consensus_Probs,Consensus_Minus_Alpha,Max_Odds,Max_Implied_Prob,Signal_Long,Signal_Short,Expected_Value_Long,Kelly_Long,Breakeven_Odds_Gross,Breakeven_Odds_Gross_Decimal,Breakeven_Odds_Net_Comm_Long,Kelly_Long_2ticks,Kelly_Long_5ticks,Kelly_Long_10ticks,Breakeven_Odds_Net_Comm_Short,Kelly_Short_2ticks,Kelly_Short_5ticks,Kelly_Short_10ticks
10,5,"Mon Feb 04, 2019",San Antonio,0,45%,-130,-127,-125,-120,-130,-130,-130,-130,-130,-120,-130,-130,-125,-,-130,-130,-130,-140,-,-,-130,-120,-120,-130,-135,-130,-121,-,-130,-128.0417,0.5613,0.5413,-120,0.5455,0,1,-0.0076,0.0,-118.008,1.8474,1.8643,0.0226,0.0396,0.0656,1.8305,0.02,0.0362,0.0633
11,5,"Mon Feb 04, 2019",Sacramento,0,55%,+110,+115,+115,+100,+110,+110,+110,+110,+110,+100,+110,+110,+115,-,+110,+110,+110,+120,-,-,+110,+100,+100,+110,+115,+110,+118,-,+110,109.9167,0.4767,0.4567,120,0.4545,1,0,0.0047,0.003949999999999973,118.96,2.1896,2.2134,0.0162,0.0267,0.043,2.1658,0.0175,0.0302,0.0531
12,6,"Tuesday, February 05, 2019",L.A. Lakers,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-26.0249,-14.7549,-8.5754,1.0200080032012806,1.02,1.0194,1.0184
13,6,"Tuesday, February 05, 2019",Indiana,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-26.0249,-14.7549,-8.5754,1.0200080032012806,1.02,1.0194,1.0184
14,7,"Tuesday, February 05, 2019",Boston,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-26.0249,-14.7549,-8.5754,1.0200080032012806,1.02,1.0194,1.0184
15,7,"Tuesday, February 05, 2019",Cleveland,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-26.0249,-14.7549,-8.5754,1.0200080032012806,1.02,1.0194,1.0184
16,8,"Tuesday, February 05, 2019",L.A. Clippers,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-26.0249,-14.7549,-8.5754,1.0200080032012806,1.02,1.0194,1.0184
17,8,"Tuesday, February 05, 2019",Charlotte,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-26.0249,-14.7549,-8.5754,1.0200080032012806,1.02,1.0194,1.0184
18,9,"Tuesday, February 05, 2019",Detroit,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-26.0249,-14.7549,-8.5754,1.0200080032012806,1.02,1.0194,1.0184
19,9,"Tuesday, February 05, 2019",New York,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-26.0249,-14.7549,-8.5754,1.0200080032012806,1.02,1.0194,1.0184
20,10,"Tuesday, February 05, 2019",Orlando,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-26.0249,-14.7549,-8.5754,1.0200080032012806,1.02,1.0194,1.0184
21,10,"Tuesday, February 05, 2019",Oklahoma City,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-26.0249,-14.7549,-8.5754,1.0200080032012806,1.02,1.0194,1.0184
22,11,"Tuesday, February 05, 2019",Toronto,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-26.0249,-14.7549,-8.5754,1.0200080032012806,1.02,1.0194,1.0184
23,11,"Tuesday, February 05, 2019",Philadelphia,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-26.0249,-14.7549,-8.5754,1.0200080032012806,1.02,1.0194,1.0184
24,12,"Tuesday, February 05, 2019",Minnesota,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-26.0249,-14.7549,-8.5754,1.0200080032012806,1.02,1.0194,1.0184
25,12,"Tuesday, February 05, 2019",Memphis,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-26.0249,-14.7549,-8.5754,1.0200080032012806,1.02,1.0194,1.0184
26,13,"Tuesday, February 05, 2019",Miami,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-26.0249,-14.7549,-8.5754,1.0200080032012806,1.02,1.0194,1.0184
27,13,"Tuesday, February 05, 2019",Portland,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-26.0249,-14.7549,-8.5754,1.0200080032012806,1.02,1.0194,1.0184
