,GameID,Date,Teams,Points,Wagers,Opener,Pinnacle,Fivedimes,Bookmaker,BetOnline,Bovada,Heritage,Intertops,Youwager,Justbet,Sportsbetting,Gtbets,Sportbet,Nitrogensports,Betphoenix,Betmania,Skybook,Mybookie,Abcislands,Jazz,Sportsinteraction,Betcris,Sbr,Wagerweb,Thegreek,Bodog,Matchbook,Looselines,Bet365,Consensus_Odds,Consensus_Probs,Consensus_Minus_Alpha,Max_Odds,Max_Implied_Prob,Signal_Long,Signal_Short,Expected_Value_Long,Kelly_Long,Breakeven_Odds_Gross,Breakeven_Odds_Gross_Decimal,Breakeven_Odds_Net_Comm_Long,Kelly_Long_2ticks,Kelly_Long_5ticks,Kelly_Long_10ticks,Breakeven_Odds_Net_Comm_Short,Kelly_Short_2ticks,Kelly_Short_5ticks,Kelly_Short_10ticks
1,0,"Mon Feb 04, 2019",Detroit,0,32%,+150,+140,+150,+140,+145,+160,+145,+140,+145,+140,+145,+145,+150,-,+144,+144,+144,+150,-,-,+150,+140,+140,+145,+140,+160,+148,-,+140,145.4167,0.4077,0.3877,160,0.3846,1,0,0.008,0.0050124999999999476,157.93,2.5793,2.6109,0.0123,0.019,0.0298,2.5477,0.0131,0.0211,0.0352
3,1,"Mon Feb 04, 2019",Washington,0,44%,-250,-253,-260,-235,-275,-260,-275,-255,-270,-235,-275,-270,-260,-,-265,-265,-270,-290,-,-,-285,-235,-235,-275,-260,-260,-252,-,-270,-261.875,0.7232,0.7031999999999999,-235,0.7015,1,0,0.0024,0.005719999999999806,-236.9107,1.4221,1.4304999999999999,0.0444,0.0855,0.1437,1.4137,0.02,0.041,0.0762
5,2,"Mon Feb 04, 2019",Brooklyn,0,48%,+245,+236,+245,+226,+235,+250,+240,+235,+230,+226,+235,+235,+245,-,+235,+235,+235,+240,-,-,+270,+226,+226,+240,+240,+250,+246,-,+230,237.9583,0.2961,0.27609999999999996,270,0.2703,1,0,0.0216,0.00798888888888888,262.19,3.6219,3.6743,0.0074,0.0104,0.0152,3.5694999999999997,0.0078,0.0112,0.017
7,3,"Mon Feb 04, 2019",New Orleans,0,44%,-102,+123,+125,+111,+115,+115,+120,+110,+120,+111,+115,+120,+125,-,+120,+120,-,+120,-,-,+120,+111,+111,+120,+110,+115,+128,-,+120,117.6087,0.4598,0.43979999999999997,128,0.4386,1,0,0.0027,0.0021437499999999755,127.38,2.2738,2.2992999999999997,0.0152,0.0246,0.0395,2.2483,0.0163,0.0277,0.0481
11,5,"Mon Feb 04, 2019",Sacramento,0,55%,+110,+115,+115,+100,+110,+110,+110,+110,+110,+100,+110,+110,+115,-,+110,+110,+110,+120,-,-,+110,+100,+100,+110,+115,+110,+118,-,+110,109.9167,0.4767,0.4567,120,0.4545,1,0,0.0047,0.003949999999999973,118.96,2.1896,2.2134,0.0162,0.0267,0.043,2.1658,0.0175,0.0302,0.0531
