,GameID,Date,Teams,Points,Wagers,Opener,Pinnacle,Fivedimes,Bookmaker,BetOnline,Bovada,Heritage,Intertops,Youwager,Justbet,Sportsbetting,Gtbets,Sportbet,Nitrogensports,Betphoenix,Betmania,Skybook,Mybookie,Abcislands,Jazz,Sportsinteraction,Betcris,Sbr,Wagerweb,Thegreek,Bodog,Matchbook,Looselines,Bet365,Consensus_Odds,Consensus_Probs,Consensus_Minus_Alpha,Max_Odds,Max_Implied_Prob,Signal_Long,Signal_Short,Payout_if_Win_Long,Payout_if_Lose_Long,Payout_if_Win_Short,Payout_if_Lose_Short,Expected_Value_Long,Expected_Value_Short,Breakeven_Odds_Gross,Breakeven_Odds_Gross_Decimal,Breakeven_Odds_Net_Comm_Long,Edge_Long_5ticks,Edge_Long_10ticks,Breakeven_Odds_Net_Comm_Short,Edge_Short_5ticks,Edge_Short_10ticks
0,0,"Thu Jan 31, 2019",LIU Brooklyn,0,97%,-,+240,-,+160,-,+240,-,+160,-,+240,-,-,+165,+240,-,+160,-,+240,+160,-,-,+240,-,-,+160,+240,-,-,-,203.46153846153845,0.3353276110042096,0.3153276110042096,240,0.29411764705882354,1,0,2.4,-1,1,-2.4,0.07211387741431252,-0.07211387741431252,217.1304906713831,2.171304906713831,3.2147310048481073,0.013008091586621789,0.01953842964284506,3.1278788085795544,0.02945982833012617,0.04522620888033668
1,0,"Thu Jan 31, 2019",Fairleigh Dickinson,0,3%,-,-280,-,-185,-,-280,-,-185,-,-280,-,-,-185,-280,-,-190,-,-280,-190,-,-,-280,-,-,-185,-280,-,-,-,-236.92307692307693,0.697286984038345,0.677286984038345,-185,0.6491228070175439,1,0,0.5405405405405406,-1,1,-0.5405405405405406,0.043388056491504456,-0.043388056491504456,-209.87284383931407,0.4764789868505497,1.4860085665875606,0.07522008421961299,0.12659022914127185,1.4669494071135387,0.040318609521150295,0.07418295872306757
3,1,"Thu Jan 31, 2019",Penn State,0,97%,+220,+269,+285,+289,-,+285,+285,+270,-182,+289,+275,+265,-185,+266,+275,-,-,+275,-,-,-190,+289,+289,+285,-,+285,+230,-,-185,188.76190476190476,0.33891842677124573,0.3189184267712457,289,0.2570694087403599,1,0,2.89,-1,1,-2.89,0.2405926801401459,-0.2405926801401459,213.5598059115228,2.135598059115228,3.1783100202975327,0.013269048082990452,0.01997685729168502,3.0928860979329236,0.029567552803137276,0.045513474141699595
4,2,"Thu Jan 31, 2019",Temple,0,0%,+415,+370,+420,+384,-330,+375,+405,+375,-350,+384,+405,+400,-315,+366,+410,-,-,+425,-,-,-330,+384,+384,+405,-320,+375,+315,-,-350,199.43478260869566,0.35263692256402834,0.3326369225640283,425,0.19047619047619047,1,0,4.25,-1,1,-4.25,0.7463438434611488,-0.7463438434611488,200.62808190137486,2.0062808190137487,3.0464064353940237,0.014300236428765862,0.021715809753694533,2.966155202633474,0.029979107676920802,0.046610953805122146
6,3,"Thu Jan 31, 2019",Cleveland State,0,100%,-,+180,+189,+190,+405,+180,+180,+185,+400,+180,+188,+195,+420,+180,+187,+185,-,+180,+185,-,+400,+180,+188,+188,+400,+180,+180,-,+400,237.0,0.3150869963294719,0.2950869963294719,420,0.1923076923076923,1,0,4.2,-1,1,-4.2,0.5344523809132539,-0.5344523809132539,238.88311326449485,2.3888311326449485,3.4366077552978473,0.011603201119441554,0.017191053530165305,3.3410545099920497,0.02885260988988414,0.04360695970635775
7,3,"Thu Jan 31, 2019",Detroit Mercy,0,0%,-,-220,-225,-210,-500,-220,-220,-215,-500,-220,-225,-225,-475,-220,-231,-225,-,-220,-225,-,-525,-220,-225,-225,-500,-220,-220,-,-525,-289.44,0.723903401457144,0.703903401457144,-210,0.6774193548387097,1,0,0.47619047619047616,-1,1,-0.47619047619047616,0.039095497389117384,-0.039095497389117384,-237.72762163468877,0.4206494782237294,1.429062467788204,0.0858282683541229,0.14424057037272406,1.4122364886592549,0.04111710204371427,0.07631227211657146
8,4,"Thu Jan 31, 2019",Drexel,0,45%,+200,+167,+175,+170,+188,+175,+170,+170,+185,+170,+173,+170,+190,+165,+170,-,-,+170,-,-,-,+170,+170,+170,+185,+175,-,-,-,173.9,0.3653303840539611,0.3453303840539611,190,0.3448275862068966,1,0,1.9,-1,1,-1.9,0.0014581137564871893,-0.0014581137564871893,189.57776268066254,1.8957776268066255,2.933693179342758,0.015304741599039927,0.023418690296098985,2.8578620742704928,0.030359911521618876,0.04762643072431694
9,4,"Thu Jan 31, 2019",William & Mary,0,55%,-240,-198,-190,-200,-225,-210,-200,-200,-225,-200,-198,-200,-220,-203,-200,-,-,-200,-,-,-,-200,-200,-200,-215,-210,-,-,-,-204.7,0.6715079457197305,0.6515079457197305,-190,0.6551724137931034,0,1,0.5263157894736842,-1,1,-0.5263157894736842,-0.005593135480411404,0.005593135480411404,-186.95058831836806,0.5349006970211011,1.545598710961523,0.06639577561837036,0.11171124482291088,1.524202683080679,0.03954523837159196,0.07212063565757848
10,5,"Thu Jan 31, 2019",Towson,0,50%,+170,+170,+185,+170,+195,+170,+175,+175,+180,+170,+170,+180,+190,+168,+170,-,-,+170,-,-,+180,+170,+170,+175,+180,+170,-,-,+185,175.8181818181818,0.36281288975280446,0.34281288975280444,195,0.3389830508474576,1,0,1.95,-1,1,-1.95,0.01129802477077313,-0.01129802477077313,191.70431739631496,1.9170431739631497,2.9553840374424127,0.015101539718650374,0.02307356207710798,2.8787023104838867,0.030284386692584153,0.04742503118022445
11,5,"Thu Jan 31, 2019",NC-Wilmington,0,50%,-200,-201,-200,-200,-225,-200,-205,-205,-220,-200,-195,-210,-210,-206,-200,-,-,-200,-,-,-220,-200,-200,-205,-220,-200,-,-,-225,-206.6818181818182,0.6736518721284599,0.6536518721284599,-195,0.6610169491525423,0,1,0.5128205128205128,-1,1,-0.5128205128205128,-0.011142039600535114,0.011142039600535114,-188.72683855559865,0.5298663442112402,1.540463671095465,0.0670821222419452,0.11287470786067595,1.5192690173270154,0.039609556163853865,0.07229214977027681
12,6,"Thu Jan 31, 2019",Delaware,0,0%,-145,-147,-140,-140,+173,-145,-145,-140,+170,-140,-145,-145,+175,-150,-145,-,-,-145,-,-,+170,-140,-140,-145,+180,-145,-,-,+175,-57.0,0.5282405577005714,0.5082405577005714,180,0.35714285714285715,1,0,1.8,-1,1,-1.8,0.42307356156160003,-0.42307356156160003,-103.35145886047016,0.9675722152602142,1.9869236595654185,0.033992103860171825,0.05580819230699143,1.94822077095501,0.03524721673101716,0.060659244616045715
13,6,"Thu Jan 31, 2019",Elon,0,100%,+125,+126,+130,+120,-198,+125,+125,+120,-200,+120,+125,+125,-190,+124,+125,-,-,+125,-,-,-200,+120,+120,+125,-220,+125,-,-,-210,34.63636363636363,0.5077193871218061,0.48771938712180607,130,0.4347826086956522,1,0,1.3,-1,1,-1.3,0.12175459038015402,-0.12175459038015402,105.0359338596999,1.050359338596999,2.071366525368939,0.03088337383912902,0.05038350481388056,2.029352151825059,0.034631581613654205,0.05901755096974448
14,7,"Thu Jan 31, 2019",James Madison,0,100%,+600,+590,+700,+664,+170,+600,+675,+575,+175,+664,+635,+700,+185,+584,+633,-,-,+655,-,-,+175,+664,+664,+675,+175,+600,-,-,+175,515.1363636363636,0.19715167931233799,0.177151679312338,700,0.125,1,0,7.0,-1,1,-7.0,0.41721343449870396,-0.41721343449870396,464.48801607852073,4.644880160785207,5.737777764000911,0.005287327780689616,0.007063601515404473,5.551982557569503,0.025314550379370138,0.034172134344987004
16,8,"Thu Jan 31, 2019",Southern Miss,0,0%,-103,-106,+102,-103,-145,-,-105,-105,-145,-103,-103,-103,-140,-108,-105,-,-,-,-,-,-145,-103,-103,-105,-145,-,-,-,-145,-106.05263157894737,0.5349724132081284,0.5149724132081284,102,0.49504950495049505,1,0,1.02,-1,1,-1.02,0.040244274680419356,-0.040244274680419356,-106.17383984575423,0.9418515911760997,1.9606886229996219,0.03507427667587108,0.05769628496964865,1.9230145593525778,0.035449172396243844,0.06119779305665024
17,8,"Thu Jan 31, 2019",Florida International,0,100%,-117,-110,-112,-117,+125,-,-115,-115,+125,-117,-117,-117,+130,-112,-115,-,-,-,-,-,+125,-117,-117,-115,+125,-,-,-,+125,-39.0,0.5058934765004153,0.48589347650041526,130,0.4347826086956522,1,0,1.3,-1,1,-1.3,0.11755499595095509,-0.11755499595095509,105.80642638019557,1.0580642638019557,2.0792255490779947,0.030619927368136644,0.04992384889053946,2.0369029785259167,0.03457680429501242,0.05887147812003313
19,9,"Thu Jan 31, 2019",East Carolina,0,0%,-220,-216,-190,-205,-850,-220,-215,-220,-950,-200,-210,-200,-900,-222,-220,-,-,-220,-,-,-900,-205,-205,-215,-800,-220,-,-,-900,-394.6818181818182,0.738466856500446,0.718466856500446,-190,0.6551724137931034,1,0,0.5263157894736842,-1,1,-0.5263157894736842,0.09660730729015432,-0.09660730729015432,-255.19796623930495,0.39185265256474544,1.3996897056160402,0.09240595276266662,0.15505091989941633,1.3840155995134507,0.041554005695013274,0.07747734852003554
20,10,"Thu Jan 31, 2019",Youngstown State,0,50%,+320,+269,+290,+281,-103,+270,+275,+250,+100,+281,+280,+270,+102,+266,+280,-,-,+275,-,-,-105,+281,+281,+275,-,+270,-,-,-105,203.95238095238096,0.323817884474795,0.30381788447479496,290,0.25641025641025644,1,0,2.9,-1,1,-2.9,0.18488974945170034,-0.18488974945170034,229.14454714497262,2.2914454714497263,3.337274380878721,0.01219572277382173,0.018178269589002954,3.245616562020732,0.029114536534243785,0.044305430757983655
21,10,"Thu Jan 31, 2019",Oakland,0,50%,-390,-330,-320,-350,-117,-340,-345,-300,-120,-350,-335,-335,-112,-342,-340,-,-,-345,-,-,-115,-350,-350,-345,-,-340,-,-,-115,-285.5238095238095,0.715769627165619,0.695769627165619,-112,0.5283018867924528,1,0,0.8928571428571429,-1,1,-0.8928571428571429,0.31699250856349304,-0.31699250856349304,-228.69827909798695,0.43725733483615103,1.446002481532874,0.0824050087182065,0.1385736745386825,1.428512188139428,0.04087308881496854,0.07566157017324951
22,11,"Thu Jan 31, 2019",Louisiana-Lafayette,0,0%,-,-110,-105,-103,+180,-110,-,-115,+180,-110,-115,-,+175,-110,-107,-110,-,-110,-,-,+180,-110,-115,-115,+185,-110,-,-,+180,-27.38095238095238,0.47664707411716895,0.4566470741171689,185,0.3508771929824561,1,0,1.85,-1,1,-1.85,0.3014441612339315,-0.3014441612339315,118.98749749646151,1.1898749749646151,2.213672474463907,0.026667837516846562,0.04303337934552009,2.1660774754653227,0.033699412223515135,0.05653176592937359
23,11,"Thu Jan 31, 2019",Appalachian State,0,100%,-,-110,-111,-107,-210,-110,-,-105,-220,-110,-105,-,-190,-110,-113,-110,-,-110,-,-,-220,-110,-105,-105,-225,-110,-,-,-220,-138.85714285714286,0.566673673067464,0.546673673067464,-105,0.5121951219512195,1,0,0.9523809523809523,-1,1,-0.9523809523809523,0.0673152664650486,-0.0673152664650486,-120.59164460325285,0.8292448480075094,1.8458297449676597,0.0406329555325695,0.06738410817009821,1.812659951047359,0.036400210192023996,0.06373389384539718
24,12,"Thu Jan 31, 2019",North Texas,0,100%,+170,+168,+175,+170,+280,+170,+175,+170,+257,+170,+170,+170,+290,+166,+170,-,-,+170,-,-,+275,+170,+170,+175,+250,+170,-,-,+265,197.54545454545453,0.34273141336596075,0.32273141336596073,290,0.25641025641025644,1,0,2.9,-1,1,-2.9,0.2586525121272467,-0.2586525121272467,209.85517944175203,2.0985517944175203,3.1405228303058705,0.013550163454280992,0.020449920192521242,3.05658075852917,0.029681942400978656,0.045818513069276756
25,12,"Thu Jan 31, 2019",Old Dominion,0,0%,-200,-199,-190,-200,-335,-200,-205,-200,-335,-200,-195,-200,-320,-204,-200,-,-,-200,-,-,-355,-200,-200,-205,-300,-200,-,-,-330,-235.13636363636363,0.6937963219720564,0.6737963219720564,-190,0.6551724137931034,1,0,0.5263157894736842,-1,1,-0.5263157894736842,0.02842596511524398,-0.02842596511524398,-206.55693585231035,0.48412801820172574,1.4938105785657603,0.07394834018349068,0.1244567012198827,1.474445457837691,0.04021388965916178,0.07390370575776462
26,13,"Thu Jan 31, 2019",Louisiana-Monroe,0,100%,+115,+105,+108,+105,-115,+105,+100,+105,-,+105,+103,+103,-,+103,+105,-,-,+110,-,-,-,+105,+105,+100,-110,+105,-,-,-,80.38888888888889,0.4935405203585421,0.4735405203585421,110,0.47619047619047616,0,1,1.1,-1,1,-1.1,-0.00556490724706149,0.00556490724706149,111.17517023524155,1.1117517023524155,2.133986736399464,0.028890708450652284,0.04690750712408432,2.089516668305367,0.03420621561075632,0.05788324162868341
27,13,"Thu Jan 31, 2019",Coastal Carolina,0,0%,-135,-123,-118,-125,-105,-125,-120,-125,-,-125,-123,-123,-,-125,-125,-,-,-130,-,-,-,-125,-125,-120,-110,-125,-,-,-,-122.05555555555556,0.5493402251012932,0.5293402251012932,-105,0.5121951219512195,1,0,0.9523809523809523,-1,1,-0.9523809523809523,0.03347377281681052,-0.03347377281681052,-112.46770030755556,0.8891441696286024,1.9069270530211746,0.037495237113173124,0.06191830661519878,1.8713612862360303,0.03588020675303888,0.0623472180081035
