,GameID,Date,Teams,Points,Wagers,Opener,Pinnacle,Fivedimes,Bookmaker,BetOnline,Bovada,Heritage,Intertops,Youwager,Justbet,Sportsbetting,Gtbets,Sportbet,Nitrogensports,Betphoenix,Betmania,Skybook,Mybookie,Abcislands,Jazz,Sportsinteraction,Betcris,Sbr,Wagerweb,Thegreek,Bodog,Matchbook,Looselines,Bet365,Consensus_Odds,Consensus_Probs,Consensus_Minus_Alpha,Max_Odds,Max_Implied_Prob,Signal_Long,Signal_Short,Expected_Value_Long,Kelly_Long,Breakeven_Odds_Gross,Breakeven_Odds_Gross_Decimal,Breakeven_Odds_Net_Comm_Long,Edge_Long_5ticks,Edge_Long_10ticks,Breakeven_Odds_Net_Comm_Short,Edge_Short_5ticks,Edge_Short_10ticks
0,0,"Fri Feb 01, 2019",Pennsylvania,0,0%,-240,-252,-245,-265,-257,-250,-265,-255,-255,-265,-257,-255,-245,-260,-255,-,-,-260,-,-,-265,-265,-265,-265,-250,-250,-,-,-250,-256.8636,0.7197,0.6797,-245,0.7101,0,1,-0.0429,0.0,-212.2241,1.4712,1.4806,0.076,0.128,1.4618,0.0404,0.0744
1,0,"Fri Feb 01, 2019",Cornell,0,100%,+200,+210,+225,+218,+217,+210,+215,+215,+215,+218,+217,+215,+225,+207,+215,-,-,+210,-,-,+215,+218,+218,+215,+210,+210,-,-,+210,214.9091,0.3176,0.2776,225,0.3077,0,1,-0.0978,0.0,260.23,3.6023,3.6543,0.0105,0.0153,3.5503,0.0283,0.0422
2,1,"Fri Feb 01, 2019",North Dakota,0,0%,+135,+136,+145,+140,+140,+140,+140,+140,+140,+140,+140,+140,+145,+134,+143,-,-,+140,-,-,+140,+140,-,+140,+140,+140,-,-,+140,140.1429,0.4165,0.3765,145,0.4082,0,1,-0.0776,0.0,165.6,2.656,2.6891,0.018,0.028,2.6229,0.0313,0.0501
3,1,"Fri Feb 01, 2019",Western Illinois,0,100%,-155,-160,-155,-160,-160,-160,-160,-160,-160,-160,-160,-160,-155,-164,-163,-,-,-165,-,-,-165,-160,-,-160,-160,-160,-,-,-160,-160.3333,0.6158,0.5758,-155,0.6078,0,1,-0.0527,0.0,-135.7405,1.7367,1.7513999999999998,0.0465,0.0776,1.722,0.0373,0.0661
4,2,"Fri Feb 01, 2019",Princeton,0,96%,-135,-124,-130,-133,-130,-135,-135,-130,-140,-135,-130,-135,-130,-126,-135,-,-,-135,-,-,-135,-133,-135,-135,-130,-135,-,-,-340,-142.0909,0.5793,0.5393,-124,0.5536,0,1,-0.0258,0.0,-117.0549,1.8543,1.8714,0.0393,0.065,1.8372000000000002,0.0362,0.0631
5,2,"Fri Feb 01, 2019",Columbia,0,4%,+115,+106,+120,+113,+110,+115,+115,+110,+120,+115,+110,+115,+120,+104,+115,-,-,+115,-,-,+115,+113,+115,+115,+110,+115,-,-,+270,120.7273,0.4593,0.4193,270,0.2703,1,0,0.5514,0.20422592592592598,138.49,2.3849,2.4126000000000003,0.0223,0.0354,2.3571999999999997,0.0326,0.0536
6,3,"Fri Feb 01, 2019",Brown,0,5%,-135,-136,-130,-140,-137,-130,-135,-130,-140,-125,-137,-135,-130,-139,-135,-,-,-135,-,-,-135,-140,-125,-135,-140,-130,-,-,-130,-134.0455,0.5726,0.5326,-125,0.5556,0,1,-0.0413,0.0,-113.9471,1.8776,1.8952,0.0381,0.0629,1.8599999999999999,0.036,0.0626
7,3,"Fri Feb 01, 2019",Dartmouth,0,95%,+115,+116,+120,+120,+117,+110,+115,+110,+120,+105,+117,+115,+120,+114,+115,-,-,+115,-,-,+115,+120,+105,+115,+120,+110,-,-,+110,114.7273,0.4659,0.4259,120,0.4545,0,1,-0.063,0.0,134.8,2.348,2.375,0.023,0.0367,2.3209999999999997,0.0328,0.0541
8,4,"Fri Feb 01, 2019",Yale,0,100%,-110,+100,+103,+100,+100,+100,+100,+100,+100,+100,+100,-102,+103,-102,+100,-,-,-,-,-,-105,+100,+100,+100,+100,+100,-,-,+100,71.2857,0.5003,0.4603,103,0.4926,0,1,-0.0656,0.0,117.25,2.1725,2.1959999999999997,0.0272,0.0439,2.1491,0.0338,0.0568
9,4,"Fri Feb 01, 2019",Harvard,0,0%,-110,-117,-113,-120,-120,-120,-120,-120,-120,-120,-120,-118,-113,-119,-120,-,-,-,-,-,-115,-120,-120,-120,-120,-120,-,-,-120,-118.8095,0.5429,0.5029,-113,0.5305,0,1,-0.0521,0.0,-101.1634,1.9885,2.0083,0.0332,0.0544,1.9687000000000001,0.0351,0.0602
