,GameID,Date,Teams,Points,Wagers,Opener,Pinnacle,Fivedimes,Bookmaker,BetOnline,Bovada,Heritage,Intertops,Youwager,Justbet,Sportsbetting,Gtbets,Sportbet,Nitrogensports,Betphoenix,Betmania,Skybook,Mybookie,Abcislands,Jazz,Sportsinteraction,Betcris,Sbr,Wagerweb,Thegreek,Bodog,Matchbook,Looselines,Bet365,Consensus_Odds,Consensus_Probs,Consensus_Minus_Alpha,Max_Odds,Max_Implied_Prob,Signal_Long,Signal_Short,Expected_Value_Long,Kelly_Long,Breakeven_Odds_Gross,Breakeven_Odds_Gross_Decimal,Breakeven_Odds_Net_Comm_Long,Edge_Long_5ticks,Edge_Long_10ticks,Breakeven_Odds_Net_Comm_Short,Edge_Short_5ticks,Edge_Short_10ticks
0,0,"Thu Jan 31, 2019",Indiana,0,46%,+110,+125,+125,+120,+120,+125,+120,+120,+120,+120,+120,+120,+125,+123,+120,+120,+120,+120,-,-,+120,+120,+120,+120,+125,+125,+132,-,+120,121.8,0.4509,0.41090000000000004,132,0.43103448275862066,0,1,-0.046711999999999865,-0.035387878787878684,143.36821611097588,2.4336821611097585,2.462355804331954,0.021375260971924295,0.0338412030431234,2.4050085178875635,0.032327000000000106,0.05287200000000003
1,0,"Thu Jan 31, 2019",Orlando,0,54%,-130,-138,-135,-140,-140,-145,-140,-140,-140,-140,-140,-140,-135,-142,-140,-140,-140,-140,-,-,-140,-140,-140,-140,-145,-145,-136,-,-140,-140.04,0.5834,0.5434,-135,0.574468085106383,0,1,-0.05408148148148151,-0.07301000000000003,-119.01007446342533,1.840264998159735,1.8570702981229297,0.04002115390077541,0.06631905736128842,1.8234596981965403,0.036302000000000056,0.06347199999999997
2,1,"Thu Jan 31, 2019",Dallas,0,48%,+125,+125,+120,+120,+120,+120,+115,+115,+115,+120,+120,+115,+120,+123,+120,+120,+120,+120,-,-,+115,+120,+120,+115,+120,+120,+131,-,+120,119.56,0.4556,0.4156,131,0.4329004329004329,0,1,-0.039964,-0.03050687022900763,140.61597690086623,2.4061597690086622,2.434282964388836,0.02187453523282146,0.03470546257496317,2.378036573628489,0.03246800000000005,0.05324800000000007
3,1,"Thu Jan 31, 2019",Detroit,0,52%,-145,-138,-130,-140,-140,-140,-135,-135,-135,-140,-140,-135,-130,-142,-140,-140,-140,-140,-,-,-140,-140,-140,-135,-140,-140,-136,-,-140,-138.04,0.5798,0.5398,-130,0.5652173913043479,0,1,-0.04496923076923082,-0.05846000000000006,-117.29682746631896,1.8525379770285293,1.8695887365690997,0.03935889877798678,0.06516577350473066,1.8354872174879588,0.03619399999999995,0.0631839999999999
4,2,"Thu Jan 31, 2019",Milwaukee,0,48%,+115,+131,+135,+130,+127,+135,+130,+125,+125,+130,+127,+130,+135,+128,+130,+130,+130,+135,-,-,+140,+130,+130,+130,+130,+135,+134,-,+130,130.88,0.4332,0.3932,140,0.4166666666666667,0,1,-0.05632000000000004,-0.04022857142857146,154.323499491353,2.5432349949135302,2.5740996948118005,0.01957761589486933,0.030736520745728076,2.512370295015259,0.03179600000000016,0.05145600000000017
5,2,"Thu Jan 31, 2019",Toronto,0,52%,-135,-145,-145,-150,-147,-155,-150,-145,-145,-150,-147,-150,-145,-149,-150,-150,-150,-160,-,-,-165,-150,-150,-150,-150,-155,-142,-,-150,-149.8,0.5995,0.5595,-142,0.5867768595041322,0,1,-0.046485915492957774,-0.06601000000000004,-127.01475595913733,1.7873100983020556,1.8030563002680966,0.04312142116345587,0.07171202945018411,1.7715638963360143,0.03678500000000001,0.06475999999999998
6,3,"Thu Jan 31, 2019",Brooklyn,0,48%,+250,+269,+260,+263,+265,+260,+260,+260,+250,+263,+265,+250,+260,+265,+260,+260,+260,+265,-,-,+270,+263,+263,+260,+260,+260,+276,-,+260,261.88,0.2764,0.23639999999999997,276,0.26595744680851063,0,1,-0.11113600000000023,-0.040266666666666756,323.0118443316413,4.230118443316414,4.294720812182742,0.00809992867007637,0.011462503738261904,4.1655160744500845,0.027092000000000116,0.03891200000000017
7,3,"Thu Jan 31, 2019",San Antonio,0,52%,-300,-306,-290,-325,-315,-320,-320,-320,-300,-325,-315,-300,-290,-322,-320,-320,-320,-330,-,-,-335,-325,-325,-320,-320,-320,-298,-,-320,-316.04,0.7594,0.7193999999999999,-290,0.7435897435897436,0,1,-0.03253103448275871,-0.09434000000000024,-256.3791874554525,1.3900472616068948,1.3978482068390328,0.09284842356183781,0.15577438852777598,1.382246316374757,0.04158199999999995,0.07755199999999995
8,4,"Thu Jan 31, 2019",Philadelphia,0,50%,+365,+383,+375,+377,+375,+350,+380,+360,+350,+377,+375,+340,+375,+378,+388,+388,+388,+375,-,-,+420,+377,+377,+380,+380,+350,+390,-,+375,375.32,0.2106,0.1706,420,0.1923076923076923,0,1,-0.11287999999999998,-0.02687619047619047,486.16647127784296,5.861664712778429,5.958898007033998,0.005014675875756854,0.0066512509153604455,5.764431418522861,0.025117999999999974,0.0336479999999999
9,4,"Thu Jan 31, 2019",Golden State,0,50%,-460,-448,-420,-490,-450,-500,-505,-470,-440,-490,-450,-440,-420,-478,-488,-488,-488,-500,-,-,-570,-490,-490,-505,-480,-500,-420,-,-500,-476.8,0.826,0.7859999999999999,-420,0.8076923076923077,0,1,-0.026857142857142968,-0.11280000000000047,-367.2897196261681,1.272264631043257,1.2777099236641223,0.13298346144887022,0.21942764753435726,1.266819338422392,0.04357999999999995,0.08287999999999995
10,5,"Thu Jan 31, 2019",L.A. Lakers,0,38%,+175,+174,+185,+192,+185,+190,+185,+175,+180,+192,+185,+180,+185,+175,+180,+180,+180,+185,-,-,+190,+192,+192,+185,+170,+190,+181,-,+190,183.92,0.3524,0.3124,192,0.3424657534246575,0,1,-0.08779199999999998,-0.045724999999999995,220.10243277848912,3.201024327784891,3.245044814340589,0.01279800717461768,0.0191859872889685,3.1570038412291934,0.029371999999999843,0.04499199999999992
11,5,"Thu Jan 31, 2019",L.A. Clippers,0,62%,-225,-193,-200,-230,-215,-230,-220,-205,-220,-230,-215,-210,-200,-206,-220,-220,-220,-225,-,-,-230,-230,-230,-220,-200,-230,-194,-,-230,-216.92,0.684,0.644,-193,0.658703071672355,0,1,-0.022321243523316048,-0.04307999999999998,-180.89887640449442,1.5527950310559007,1.5638509316770186,0.06405463927957102,0.10773502994011973,1.5417391304347825,0.03932000000000002,0.07152000000000003
12,6,"Friday, February 01, 2019",Memphis,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,-1.04,-inf,3.8461538461538463,1.0384615384615385,1.0377073906485672,-11.89760963026654,-7.5922453450164245,1.0392464678178963,1.0395698587127158,1.0375698587127158
