,GameID,Date,Teams,Points,Wagers,Opener,Pinnacle,Fivedimes,Bookmaker,BetOnline,Bovada,Heritage,Intertops,Youwager,Justbet,Sportsbetting,Gtbets,Sportbet,Nitrogensports,Betphoenix,Betmania,Skybook,Mybookie,Abcislands,Jazz,Sportsinteraction,Betcris,Sbr,Wagerweb,Thegreek,Bodog,Matchbook,Looselines,Bet365,Average_Odds,Average_Probs,Max_Odds,Max_Implied_Prob,Consensus_Minus_Alpha,Signal,Payout_if_Win,Expected_Value
0,0,Score: 37 - 35,Oakland,0,62%,+150,+139,+167,+151,+150,+165,+160,+155,+170,+151,+150,+170,+167,+157,+163,+165,+165,+160,-,-,+170,+151,+166,+160,+153,+165,-,-,+160,159.58333333333334,0.3855994280087025,170,0.37037037037037035,0.3355994280087025,0,1.7,-0.09388154437650331
1,0,Score: 37 - 35,IUPUI,0,38%,-170,-163,-178,-175,-170,-190,-185,-175,-200,-175,-170,-200,-178,-192,-188,-195,-195,-190,-,-,-200,-175,-195,-185,-173,-190,-,-,-180,-184.04166666666666,0.6474476546325809,-163,0.6197718631178707,0.5974476546325809,0,0.6134969325153374,-0.036020041911848044
2,1,Score: 37 - 35,Green Bay,0,50%,-,+425,+366,+420,+384,+425,+385,+400,+375,+425,+384,+400,+400,+425,+362,+406,-,+425,+390,-,-,+425,+384,+384,+400,+425,+385,-,-,400.0,0.20033640603140287,425,0.19047619047619047,0.15033640603140286,0,4.25,-0.21073386833513497
3,1,Score: 37 - 35,Northern Kentucky,0,50%,-,-550,-468,-475,-500,-550,-570,-525,-500,-550,-500,-475,-500,-550,-493,-516,-,-550,-530,-,-,-550,-500,-500,-525,-550,-570,-,-,-521.6086956521739,0.8387384847937784,-468,0.823943661971831,0.7887384847937784,0,0.21367521367521367,-0.042727650934046735
4,2,Score: 37 - 35,William & Mary,0,13%,+100,-105,+102,-103,+400,+100,+100,-105,+420,-103,-,-103,+420,-107,-105,-,-,-,-,-,+400,-103,-103,-,+400,+100,-,-,+375,98.94736842105263,0.4095068735040673,420,0.1923076923076923,0.3595068735040673,1,4.2,0.8694357422211499
5,2,Score: 37 - 35,NC-Wilmington,0,88%,-120,-111,-112,-117,-475,-120,-120,-115,-520,-117,-,-117,-475,-113,-115,-,-,-,-,-,-525,-117,-117,-,-500,-120,-,-,-500,-237.1578947368421,0.630758870491792,-111,0.5260663507109005,0.580758870491792,1,0.9009009009009009,0.10396506012403706
6,3,Score: 37 - 35,Hofstra,0,0%,-,-350,-366,-355,-,-350,-400,-390,-105,-350,-380,-365,+102,-350,-376,-379,-,-350,-390,-,-105,-350,-380,-380,+100,-350,-400,-,-105,-296.8333333333333,0.7281098954669357,102,0.49504950495049505,0.6781098954669357,1,1.02,0.3697819888432101
7,3,Score: 37 - 35,James Madison,0,100%,-,+290,+295,+320,-,+290,+300,+310,-115,+290,+303,+305,-112,+290,+288,+319,-,+290,+305,-,-115,+290,+303,+303,-120,+290,+300,-,-115,212.66666666666666,0.31012837921599434,320,0.23809523809523808,0.26012837921599435,1,3.2,0.09253919270717625
8,4,Score: 37 - 35,Memphis,0,0%,+180,+179,+190,+180,-380,+180,+185,+180,-380,+180,+185,+190,-370,+177,+180,-,-,+180,-,-,-,+180,+180,+185,-390,+180,-,-,-,69.55,0.44212459891366757,190,0.3448275862068966,0.3921245989136676,1,1.9,0.13716133684963594
9,4,Score: 37 - 35,Temple,0,100%,-220,-213,-210,-215,+303,-220,-215,-220,+300,-215,-215,-220,+285,-219,-220,-,-,-220,-,-,-,-215,-215,-215,+310,-220,-,-,-,-113.45,0.5974505173740845,310,0.24390243902439027,0.5474505173740845,1,3.1,1.2445471212337462
