,GameID,Date,Teams,Points,Wagers,Opener,Pinnacle,Fivedimes,Bookmaker,BetOnline,Bovada,Heritage,Intertops,Youwager,Justbet,Sportsbetting,Gtbets,Sportbet,Nitrogensports,Betphoenix,Betmania,Skybook,Mybookie,Abcislands,Jazz,Sportsinteraction,Betcris,Sbr,Wagerweb,Thegreek,Bodog,Matchbook,Looselines,Bet365,Consensus_Odds,Consensus_Probs,Consensus_Minus_Alpha,Max_Odds,Max_Implied_Prob,Signal_Long,Signal_Short,Payout_if_Win_Long,Payout_if_Lose_Long,Payout_if_Win_Short,Payout_if_Lose_Short,Expected_Value_Long,Expected_Value_Short,Breakeven_Odds_Gross,Breakeven_Odds_Gross_Decimal,Breakeven_Odds_Net_Comm_Long,Edge_Long_5ticks,Edge_Long_10ticks,Breakeven_Odds_Net_Comm_Short,Edge_Short_5ticks,Edge_Short_10ticks
0,0,"Wed Jan 30, 2019",Ole Miss,0,47%,+200,+181,+200,+195,+190,+190,+185,+180,+190,+195,+190,+200,+200,+179,+185,-,-,+185,-,-,+190,+195,+195,+185,+205,+190,-,-,+180,190.22727272727272,0.3447661765679482,0.30476617656794824,205,0.3278688524590164,0,1,2.05,-1,1,-2.05,-0.07046316146775788,0.07046316146775788,228.12040078110437,2.2812040078110436,3.3268280879672645,0.012261292873714842,0.01828777833316162,3.2355799276548227,0.029142985297038404,0.0443812941254359
1,0,"Wed Jan 30, 2019",Florida,0,53%,-240,-215,-220,-235,-220,-230,-220,-220,-230,-235,-220,-230,-220,-221,-225,-,-,-225,-,-,-230,-235,-235,-220,-245,-230,-,-,-220,-226.4090909090909,0.6934814613201244,0.6534814613201244,-215,0.6825396825396826,0,1,0.46511627906976744,-1,1,-0.46511627906976744,-0.04257367294958514,0.04257367294958514,-188.58484853643878,0.5302652931880568,1.540870599051818,0.06702727112020426,0.11278176438823614,1.5196599873242955,0.03960444383960382,0.07227851690561005
2,1,"Wed Jan 30, 2019",(10) Marquette,0,97%,+135,+125,+135,+125,+125,+115,+120,+125,+135,+115,+113,+125,+135,+118,+115,-,+135,+120,-,-,+135,+115,+115,+120,+135,+115,-,-,+135,123.95652173913044,0.4471077751712133,0.4071077751712133,135,0.425531914893617,0,1,1.35,-1,1,-1.35,-0.04329672834764864,0.04329672834764864,145.63520055087128,1.4563520055087127,2.485479045618887,0.0209792724603107,0.03315630197633874,2.4272249653985383,0.032213233255136475,0.052568622013697164
3,1,"Wed Jan 30, 2019",Butler,0,3%,-155,-146,-145,-145,-145,-135,-140,-145,-155,-135,-133,-145,-155,-144,-135,-,-155,-140,-,-,-155,-135,-135,-140,-155,-135,-,-,-155,-143.82608695652175,0.5894576664202805,0.5494576664202805,-133,0.5708154506437768,0,1,0.7518796992481203,-1,1,-0.7518796992481203,-0.03741626860206504,0.03741626860206504,-121.95472555367736,0.8199764260548135,1.8363759545759097,0.041160559246064155,0.06830228072504146,1.8035768975337172,0.03648372999260846,0.06395661331362246
4,2,"Wed Jan 30, 2019",Fordham,0,100%,+135,+120,+130,+115,+113,+400,+425,+390,+115,+416,+420,+415,+125,+396,+425,-,+124,+415,-,-,+120,+416,+416,+425,+125,+400,-,-,+115,285.2608695652174,0.3079651759306038,0.2679651759306038,425,0.19047619047619047,1,0,4.25,-1,1,-4.25,0.40681717363567005,-0.40681717363567005,273.18281994186236,2.7318281994186235,3.7864647634069954,0.00988517666062565,0.014355697183546533,3.677191635430251,0.02803895527791811,0.041437214074448336
5,2,"Wed Jan 30, 2019",George Washington,0,0%,-155,-141,-140,-135,-133,-600,-550,-520,-135,-550,-515,-525,-145,-549,-555,-,-150,-565,-,-,-140,-550,-550,-550,-145,-600,-,-,-135,-372.95652173913044,0.7318980077666876,0.6918980077666875,-133,0.5708154506437768,1,0,0.7518796992481203,-1,1,-0.7518796992481203,0.21212207375667813,-0.21212207375667813,-224.56784610556582,0.44529972448946037,1.4542057189792497,0.08083395070470833,0.13596366482850447,1.4363937299996712,0.04075694023300058,0.07535184062133499
7,3,"Wed Jan 30, 2019",Bradley,0,100%,-185,-152,-150,-155,-575,-160,-160,-155,-140,-165,-155,-155,-145,-156,-158,-,-145,-160,-,-,-,-155,-165,-160,-145,-160,-,-,-152,-173.77272727272728,0.6181929308389421,0.5781929308389421,-140,0.5833333333333334,0,1,0.7142857142857143,-1,1,-0.7142857142857143,-0.008812118561813576,0.008812118561813576,-137.07521118337908,0.7295265069204971,1.744117037058907,0.04702806536361719,0.07849081532338707,1.7149359767820869,0.037345787925168406,0.06625543446711546
9,4,"Wed Jan 30, 2019",Rhode Island,0,50%,+115,+118,+120,+113,-519,+115,+115,+120,-145,+113,+113,+115,-150,+116,+115,-,-,+115,-,-,-,+113,+113,+115,-140,+115,-,-,-,44.5,0.5023810220872715,0.46238102208727155,120,0.45454545454545453,1,0,1.2,-1,1,-1.2,0.017238248591997296,-0.017238248591997296,116.271852050895,1.16271852050895,2.185972890919129,0.027404671179664615,0.04431701645456055,2.139464150098771,0.03387143066261811,0.05699048176698174
11,5,"Wed Jan 30, 2019",Massachusetts,0,60%,-102,+112,+115,+113,-500,+110,+110,+115,-145,+113,+110,+110,-145,+110,+110,-,-,+110,-,-,-145,+113,+113,+110,-150,+110,-,-,-150,24.954545454545453,0.5170192166716729,0.47701921667167296,115,0.46511627906976744,1,0,1.15,-1,1,-1.15,0.025591315844096796,-0.025591315844096796,109.63516039822123,1.0963516039822123,2.1182786360618566,0.02936848748326645,0.04774075126339233,2.074424571902568,0.03431057650015018,0.058161537333733804
12,6,"Wed Jan 30, 2019",La Salle,0,50%,+438,+433,+465,+431,+416,+400,+445,+425,+120,+431,+445,+445,+130,+429,+440,-,-,+435,-,-,+115,+431,+431,+445,+125,+400,-,-,+120,361.6818181818182,0.24775885932536507,0.20775885932536506,465,0.17699115044247787,1,0,4.65,-1,1,-4.65,0.17383755518831268,-0.17383755518831268,381.327247967765,3.81327247967765,4.889537929271203,0.006658843308716108,0.009179185508512998,4.737007030084097,0.02623276577976097,0.036620708746029185
15,7,"Wed Jan 30, 2019",Indiana,0,100%,+125,+108,+108,+107,-515,+110,+110,+105,-550,+107,+108,+113,-500,+106,+110,-,-,+110,-,-,-540,+107,+107,+110,-600,+110,-,-,-550,-69.04545454545455,0.5790216043320187,0.5390216043320186,113,0.4694835680751174,1,0,1.13,-1,1,-1.13,0.14811601722719958,-0.14811601722719958,-116.92990591260761,0.8552132084561765,1.8723174726253,0.03921713423362107,0.06491884608031359,1.838108944287053,0.03617064812996057,0.06312172834656149
21,10,"Wed Jan 30, 2019",Providence,0,100%,-170,-189,-190,-200,+110,+100,-105,+100,+110,-103,-103,-102,+115,-102,-105,-,-,+110,-,-,+110,-103,-103,+100,+115,+100,-,-,+110,-10.227272727272727,0.5159477792069892,0.4759477792069892,115,0.46511627906976744,1,0,1.15,-1,1,-1.15,0.023287725295026873,-0.023287725295026873,110.10708394651442,1.1010708394651443,2.123092256254447,0.029220577659984683,0.047482781482411265,2.0790494226758414,0.03427843337620967,0.05807582233655911
24,12,"Wed Jan 30, 2019",Niagara,0,48%,-,+150,+146,+155,-128,+115,-,+115,-130,+115,-,-,-118,+115,-,+115,-,+115,+115,-,-135,+115,-,-,-130,+115,-,-,-125,40.0,0.4859918763958858,0.44599187639588583,155,0.3921568627450981,1,0,1.55,-1,1,-1.55,0.1372792848095089,-0.1372792848095089,124.21933064815454,1.2421933064815454,2.267037172611176,0.02534458175215924,0.040729945920430125,2.2173494403519145,0.03337975629187662,0.05567935011167091
25,12,"Wed Jan 30, 2019",South Dakota,0,52%,-,-170,-172,-165,+108,-135,-,-135,+110,-135,-,-,+108,-135,-,-135,-,-135,-135,-,+115,-135,-,-,+110,-135,-,-,+105,-59.22222222222222,0.5512043009575263,0.5112043009575262,115,0.46511627906976744,1,0,1.15,-1,1,-1.15,0.09908924705868138,-0.09908924705868138,-104.58445153239887,0.9561650755420497,1.9752883770528906,0.034464575839917945,0.056632569807463576,1.9370417740312087,0.03533612902872579,0.060896344076602105
38,19,"Wed Jan 30, 2019",Loyola (MD),0,50%,-,-240,-,-,-,+800,-,-,+170,+800,-,-,+175,+800,-,-,-,+800,-,-,+170,+800,-,-,+175,+800,-,-,+170,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.8461538461538463,0.038461538461538464,1.0377073906485672,-11.89760963026654,-7.5922453450164245,1.0392464678178963,1.0395698587127158,1.0375698587127158
39,19,"Wed Jan 30, 2019",Albany,0,50%,-,+200,-,-,-,-1250,-,-,-200,-1250,-,-,-190,-1250,-,-,-,-1250,-,-,-200,-1250,-,-,-210,-1250,-,-,-200,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.8461538461538463,0.038461538461538464,1.0377073906485672,-11.89760963026654,-7.5922453450164245,1.0392464678178963,1.0395698587127158,1.0375698587127158
40,20,"Wed Jan 30, 2019",New Hampshire,0,0%,-,+800,-,-,-,-135,-,-,-125,-135,-,-,-113,-135,-,-,-,-135,-,-,-120,-135,-,-,-115,-135,-,-,-115,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.8461538461538463,0.038461538461538464,1.0377073906485672,-11.89760963026654,-7.5922453450164245,1.0392464678178963,1.0395698587127158,1.0375698587127158
41,20,"Wed Jan 30, 2019",Stetson,0,100%,-,-1250,-,-,-,+115,-,-,+105,+115,-,-,+103,+115,-,-,-,+115,-,-,+100,+115,-,-,-105,+115,-,-,-105,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.8461538461538463,0.038461538461538464,1.0377073906485672,-11.89760963026654,-7.5922453450164245,1.0392464678178963,1.0395698587127158,1.0375698587127158
42,21,"Wed Jan 30, 2019",Jacksonville,0,0%,-,+885,-,-,-,-125,-,-,+150,-125,-,-,+150,-125,-,-,-,-125,-,-,-,-125,-,-,+150,-125,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.8461538461538463,0.038461538461538464,1.0377073906485672,-11.89760963026654,-7.5922453450164245,1.0392464678178963,1.0395698587127158,1.0375698587127158
43,21,"Wed Jan 30, 2019",Maine,0,100%,-,-1350,-,-,-,+105,-,-,-170,+105,-,-,-170,+105,-,-,-,+105,-,-,-,+105,-,-,-170,+105,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.8461538461538463,0.038461538461538464,1.0377073906485672,-11.89760963026654,-7.5922453450164245,1.0392464678178963,1.0395698587127158,1.0375698587127158
44,22,"Wed Jan 30, 2019",Stony Brook,0,100%,-,-125,-,-,-,+600,-,-,+150,+600,-,-,+155,+600,-,-,-,+600,-,-,+150,+600,-,-,+150,+600,-,-,+150,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.8461538461538463,0.038461538461538464,1.0377073906485672,-11.89760963026654,-7.5922453450164245,1.0392464678178963,1.0395698587127158,1.0375698587127158
45,22,"Wed Jan 30, 2019",Holy Cross,0,0%,-,+105,-,-,-,-900,-,-,-170,-900,-,-,-165,-900,-,-,-,-900,-,-,-180,-900,-,-,-170,-900,-,-,-170,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.8461538461538463,0.038461538461538464,1.0377073906485672,-11.89760963026654,-7.5922453450164245,1.0392464678178963,1.0395698587127158,1.0375698587127158
46,23,"Wed Jan 30, 2019",Boston University,0,14%,-,+600,-,-,-,-700,-,-,-,-700,-,-,+115,-700,-,-,-,-700,-,-,-,-700,-,-,+115,-700,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.8461538461538463,0.038461538461538464,1.0377073906485672,-11.89760963026654,-7.5922453450164245,1.0392464678178963,1.0395698587127158,1.0375698587127158
47,23,"Wed Jan 30, 2019",Navy,0,86%,-,-900,-,-,-,+500,-,-,-,+500,-,-,-135,+500,-,-,-,+500,-,-,-,+500,-,-,-135,+500,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.8461538461538463,0.038461538461538464,1.0377073906485672,-11.89760963026654,-7.5922453450164245,1.0392464678178963,1.0395698587127158,1.0375698587127158
48,24,"Wed Jan 30, 2019",Bucknell,0,67%,-,-430,-,-,-,+315,-,-,-,+315,-,-,+115,+315,-,-,-,+315,-,-,+115,+315,-,-,-,+315,-,-,+115,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.8461538461538463,0.038461538461538464,1.0377073906485672,-11.89760963026654,-7.5922453450164245,1.0392464678178963,1.0395698587127158,1.0375698587127158
49,24,"Wed Jan 30, 2019",USC Upstate,0,33%,-,+345,-,-,-,-380,-,-,-,-380,-,-,-135,-380,-,-,-,-380,-,-,-135,-380,-,-,-,-380,-,-,-135,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.8461538461538463,0.038461538461538464,1.0377073906485672,-11.89760963026654,-7.5922453450164245,1.0392464678178963,1.0395698587127158,1.0375698587127158
50,25,"Wed Jan 30, 2019",North Florida,0,50%,-,-700,-,-,-,-102,-,-,-,-102,-,-,+270,-102,-,-,-,-102,-,-,-,-102,-,-,+285,-102,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.8461538461538463,0.038461538461538464,1.0377073906485672,-11.89760963026654,-7.5922453450164245,1.0392464678178963,1.0395698587127158,1.0375698587127158
51,25,"Wed Jan 30, 2019",Kennesaw State,0,50%,-,+500,-,-,-,-118,-,-,-,-118,-,-,-340,-118,-,-,-,-118,-,-,-,-118,-,-,-355,-118,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.8461538461538463,0.038461538461538464,1.0377073906485672,-11.89760963026654,-7.5922453450164245,1.0392464678178963,1.0395698587127158,1.0375698587127158
52,26,"Wed Jan 30, 2019",Florida Gulf Coast,0,100%,-240,-102,-,-,-,+135,-,-,-,+135,-,-,+280,+135,-,-,-,+135,-,-,+280,+135,-,-,-,+135,-,-,+270,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.8461538461538463,0.038461538461538464,1.0377073906485672,-11.89760963026654,-7.5922453450164245,1.0392464678178963,1.0395698587127158,1.0375698587127158
53,26,"Wed Jan 30, 2019",UAB,0,0%,+200,-118,-,-,-,-155,-,-,-,-155,-,-,-340,-155,-,-,-,-155,-,-,-360,-155,-,-,-,-155,-,-,-340,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.8461538461538463,0.038461538461538464,1.0377073906485672,-11.89760963026654,-7.5922453450164245,1.0392464678178963,1.0395698587127158,1.0375698587127158
54,27,"Wed Jan 30, 2019",Middle Tennessee,0,0%,-,+135,-,-,-,+135,-,-,-,+135,-,-,+180,+135,-,-,-,+135,-,-,-,+135,-,-,+170,+135,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.8461538461538463,0.038461538461538464,1.0377073906485672,-11.89760963026654,-7.5922453450164245,1.0392464678178963,1.0395698587127158,1.0375698587127158
55,27,"Wed Jan 30, 2019",Presbyterian,0,100%,-,-155,-,-,-,-155,-,-,-,-155,-,-,-210,-155,-,-,-,-155,-,-,-,-155,-,-,-200,-155,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.8461538461538463,0.038461538461538464,1.0377073906485672,-11.89760963026654,-7.5922453450164245,1.0392464678178963,1.0395698587127158,1.0375698587127158
56,28,"Wed Jan 30, 2019",Charleston Southern,0,7%,-,+135,-,-,-,-145,-,-,-,-145,-,-,+175,-145,-,-,-,-145,-,-,+175,-145,-,-,-,-145,-,-,+170,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.8461538461538463,0.038461538461538464,1.0377073906485672,-11.89760963026654,-7.5922453450164245,1.0392464678178963,1.0395698587127158,1.0375698587127158
57,28,"Wed Jan 30, 2019",Central Arkansas,0,93%,-,-155,-,-,-,+125,-,-,-,+125,-,-,-210,+125,-,-,-,+125,-,-,-210,+125,-,-,-,+125,-,-,-200,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.8461538461538463,0.038461538461538464,1.0377073906485672,-11.89760963026654,-7.5922453450164245,1.0392464678178963,1.0395698587127158,1.0375698587127158
58,29,"Wed Jan 30, 2019",Stephen F. Austin,0,100%,-575,-145,-,-,-,+1100,-,-,-,+1100,-,-,-,+1100,-,-,-,+1100,-,-,-,+1100,-,-,-,+1100,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.8461538461538463,0.038461538461538464,1.0377073906485672,-11.89760963026654,-7.5922453450164245,1.0392464678178963,1.0395698587127158,1.0375698587127158
59,29,"Wed Jan 30, 2019",(15) Louisville,0,0%,+438,+125,-,-,-,-1700,-,-,-,-1700,-,-,-,-1700,-,-,-,-1700,-,-,-,-1700,-,-,-,-1700,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.8461538461538463,0.038461538461538464,1.0377073906485672,-11.89760963026654,-7.5922453450164245,1.0392464678178963,1.0395698587127158,1.0375698587127158
60,30,"Wed Jan 30, 2019",Wake Forest,0,100%,-123,+550,-,-,-,-135,-,-,-,-135,-,-,-,-135,-,-,-,-135,-,-,-,-135,-,-,-,-135,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.8461538461538463,0.038461538461538464,1.0377073906485672,-11.89760963026654,-7.5922453450164245,1.0392464678178963,1.0395698587127158,1.0375698587127158
