,GameID,Date,Teams,Points,Wagers,Opener,Pinnacle,Fivedimes,Bookmaker,BetOnline,Bovada,Heritage,Intertops,Youwager,Justbet,Sportsbetting,Gtbets,Sportbet,Nitrogensports,Betphoenix,Betmania,Skybook,Mybookie,Abcislands,Jazz,Sportsinteraction,Betcris,Sbr,Wagerweb,Thegreek,Bodog,Matchbook,Looselines,Bet365,Consensus_Odds,Consensus_Probs,Consensus_Minus_Alpha,Max_Odds,Max_Implied_Prob,Signal_Long,Signal_Short,Payout_if_Win_Long,Payout_if_Lose_Long,Payout_if_Win_Short,Payout_if_Lose_Short,Expected_Value_Long,Expected_Value_Short,Breakeven_Odds_Gross,Breakeven_Odds_Gross_Decimal,Breakeven_Odds_Net_Comm_Long,Edge_Long_5ticks,Edge_Long_10ticks,Breakeven_Odds_Net_Comm_Short,Edge_Short_5ticks,Edge_Short_10ticks
0,0,"Wed Jan 30, 2019",Ole Miss,0,58%,+200,+181,+200,+195,+190,+190,+185,+180,+190,+195,+190,+200,+200,+179,+185,-,-,+185,-,-,+190,+195,+195,+185,+205,+190,-,-,+180,190.22727272727272,0.3447661765679482,0.3247661765679482,205,0.3278688524590164,0,1,2.05,-1,1,-2.05,-0.009463161467758052,0.009463161467758052,207.91383837065868,2.079138383706587,3.1207211513807187,0.013701891317601984,0.02070556859281832,3.037555616032455,0.02974298529703845,0.045981294125435945
1,0,"Wed Jan 30, 2019",Florida,0,42%,-240,-215,-220,-235,-220,-230,-220,-220,-230,-235,-220,-230,-220,-221,-225,-,-,-225,-,-,-230,-235,-235,-220,-245,-230,-,-,-220,-226.4090909090909,0.6934814613201244,0.6734814613201244,-215,0.6825396825396826,0,1,0.46511627906976744,-1,1,-0.46511627906976744,-0.013271347368189801,0.013271347368189801,-206.26132410215683,0.48482186583109554,1.4945183031477176,0.07383488049380976,0.12426617736486018,1.4751254285144737,0.0402044438396037,0.07387851690560993
2,1,"Wed Jan 30, 2019",(10) Marquette,0,98%,+135,+127,+135,+125,+128,+115,+120,+130,+125,+125,+128,+130,+135,+125,+130,-,-,+130,-,-,+125,+125,+125,+120,+130,+115,+139,-,+130,126.82608695652173,0.44114459647656884,0.4211445964765688,139,0.4184100418410042,1,0,1.39,-1,1,-1.39,0.006535585578999359,-0.006535585578999359,137.44813737759472,1.3744813737759471,2.401971001251466,0.022475888200362972,0.03574740635697286,2.346991746300428,0.03263433789429715,0.053691567718125555
3,1,"Wed Jan 30, 2019",Butler,0,2%,-155,-149,-145,-145,-148,-135,-140,-150,-145,-145,-148,-150,-145,-152,-150,-,-,-150,-,-,-145,-145,-145,-140,-150,-135,-154,-,-150,-146.1304347826087,0.5935527170259758,0.5735527170259758,-135,0.574468085106383,0,1,0.7407407407407407,-1,1,-0.7407407407407407,-0.0015934185103385068,0.0015934185103385068,-134.495573057951,0.7435188960227884,1.7583892739432443,0.046025575437547914,0.07675330920599825,1.7286485181023326,0.037206581510779324,0.06588421736207806
4,2,"Wed Jan 30, 2019",Fordham,0,100%,+135,+120,+130,+115,+113,+115,+120,+125,+120,+115,+113,+125,+130,+118,+115,-,-,+120,-,-,+115,+115,+115,+120,+125,+115,-,-,+120,119.04545454545455,0.4567629201380008,0.4367629201380008,130,0.4347826086956522,1,0,1.3,-1,1,-1.3,0.004554716317401786,-0.004554716317401786,128.9571650642956,1.289571650642956,2.3153630836558152,0.0242447507189851,0.03881762513483828,2.2637802176300967,0.03310288760414015,0.05494103361104019
5,2,"Wed Jan 30, 2019",George Washington,0,0%,-155,-141,-140,-135,-133,-135,-140,-145,-140,-135,-133,-145,-140,-144,-135,-,-,-140,-,-,-135,-135,-135,-140,-145,-135,-,-,-140,-138.45454545454547,0.5805202406656235,0.5605202406656234,-133,0.5708154506437768,0,1,0.7518796992481203,-1,1,-0.7518796992481203,-0.018035969360223614,0.018035969360223614,-127.54176472531324,0.7840568947385199,1.7997380326332904,0.04332583196950629,0.07206722057027647,1.7683757568437497,0.03681560721996863,0.06484161925324972
6,3,"Wed Jan 30, 2019",Northern Iowa,0,0%,+438,+400,+435,+416,+420,+400,+425,+390,+430,+416,+420,+415,+435,+396,+425,-,-,+415,-,-,+415,+416,+416,+425,+450,+400,-,-,+425,417.5,0.1933755434316101,0.1733755434316101,450,0.18181818181818182,0,1,4.5,-1,1,-4.5,-0.046434511126144495,0.046434511126144495,476.78261893636744,4.767826189363674,5.863182713150948,0.005129315918883479,0.006824258833909789,5.672469665576401,0.02520126630294839,0.03387004347452882
7,3,"Wed Jan 30, 2019",Loyola (IL),0,100%,-575,-519,-500,-550,-515,-600,-550,-520,-550,-550,-515,-525,-500,-549,-555,-,-,-565,-,-,-540,-550,-550,-550,-600,-600,-,-,-550,-545.5909090909091,0.8448136656217037,0.8248136656217037,-500,0.8333333333333334,0,1,0.2,-1,1,-0.2,-0.010223601253955605,0.010223601253955605,-470.8207797992998,0.21239504348688204,1.2166429443566198,0.16780646522117643,0.27155221609136965,1.2081471426171444,0.044744409968651117,0.0859850932497363
8,4,"Wed Jan 30, 2019",Bradley,0,50%,+160,+130,+140,+135,+135,+140,+140,+135,+135,+135,+135,+135,+140,+128,+138,-,-,+135,-,-,+130,+135,+135,+140,+140,+140,-,-,+135,135.95454545454547,0.42390215937921455,0.40390215937921453,140,0.4166666666666667,0,1,1.4,-1,1,-1.4,-0.03063481748988517,0.03063481748988517,147.584712480114,1.47584712480114,2.5053640672971627,0.02064922641371543,0.03258586249436332,2.4463301823051173,0.032117064781376325,0.05231217275033706
9,4,"Wed Jan 30, 2019",Evansville,0,50%,-185,-152,-150,-155,-155,-160,-160,-155,-155,-155,-155,-155,-150,-156,-158,-,-,-160,-,-,-150,-155,-155,-160,-160,-160,-,-,-155,-155.72727272727272,0.6088950804002958,0.5888950804002958,-150,0.6,0,1,0.6666666666666666,-1,1,-0.6666666666666666,-0.018508199332840314,0.018508199332840314,-143.2469066470202,0.6980953539640026,1.7120572610432823,0.0494278505534368,0.0826439336873887,1.6841334468847224,0.0376668524120089,0.06711160643202363
10,5,"Wed Jan 30, 2019",Rhode Island,0,45%,-135,-138,-130,-133,-133,-135,-135,-140,-135,-133,-133,-135,-130,-141,-135,-,-,-135,-,-,-135,-133,-133,-135,-135,-135,-,-,-135,-134.63636363636363,0.5737592695187235,0.5537592695187235,-130,0.5652173913043479,0,1,0.7692307692307693,-1,1,-0.7692307692307693,-0.02027206162072004,0.02027206162072004,-124.09429074784069,0.8058388455855698,1.8219556224972813,0.04198926773440915,0.06974385750512359,1.7897220686738584,0.03661277808556174,0.0643007415614979
11,5,"Wed Jan 30, 2019",Duquesne,0,55%,+115,+118,+120,+113,+113,+115,+115,+120,+115,+113,+113,+115,+120,+116,+115,-,-,+115,-,-,+115,+113,+113,+115,+115,+115,-,-,+115,115.31818181818181,0.4644770636885341,0.44447706368853407,120,0.45454545454545453,0,1,1.2,-1,1,-1.2,-0.022150459885225127,0.022150459885225127,124.98348771957038,1.2498348771957037,2.274831574739618,0.025161169575240214,0.04041088822505774,2.2248381796517895,0.03333431191065617,0.05555816509508282
12,6,"Wed Jan 30, 2019",Massachusetts,0,50%,-118,-131,-125,-133,-130,-130,-130,-135,-130,-133,-130,-130,-125,-134,-130,-,-,-130,-,-,-130,-133,-133,-130,-135,-130,-,-,-130,-130.77272727272728,0.5666212236045589,0.5466212236045589,-125,0.5555555555555556,0,1,0.8,-1,1,-0.8,-0.01608179751179395,0.01608179751179395,-120.56612529382957,0.8294203679208548,1.846008775279272,0.04062308061301288,0.0673669204279326,1.8128319605624377,0.03639863670813681,0.06372969788836474
13,6,"Wed Jan 30, 2019",La Salle,0,50%,-102,+112,+115,+113,+110,+110,+110,+115,+110,+113,+110,+110,+115,+110,+110,-,-,+110,-,-,+110,+113,+113,+110,+115,+110,-,-,+110,111.54545454545455,0.47275334964833077,0.45275334964833075,115,0.46511627906976744,0,1,1.15,-1,1,-1.15,-0.026580298256088986,0.026580298256088986,120.87081206063628,1.2087081206063628,2.23288228301849,0.026177460655574365,0.04217946977624176,2.1845339581942356,0.03358260048944994,0.05622026797186647
14,7,"Wed Jan 30, 2019",Richmond,0,0%,+438,+433,+465,+431,+445,+400,+445,+425,+430,+431,+445,+445,+465,+429,+440,-,-,+435,-,-,+435,+431,+431,+445,+450,+400,-,-,+450,436.6363636363636,0.18650777727224063,0.16650777727224064,465,0.17699115044247787,0,1,4.65,-1,1,-4.65,-0.05923105841184029,0.05923105841184029,500.57254765043047,5.005725476504304,6.105839986034391,0.004847945899382398,0.00640062358258568,5.905610966974218,0.02499523331816722,0.033320622181779225
