,GameID,Date,Teams,Points,Wagers,Opener,Pinnacle,Fivedimes,Bookmaker,BetOnline,Bovada,Heritage,Intertops,Youwager,Justbet,Sportsbetting,Gtbets,Sportbet,Nitrogensports,Betphoenix,Betmania,Skybook,Mybookie,Abcislands,Jazz,Sportsinteraction,Betcris,Sbr,Wagerweb,Thegreek,Bodog,Matchbook,Looselines,Bet365,Consensus_Odds,Consensus_Probs,Consensus_Minus_Alpha,Max_Odds,Max_Implied_Prob,Signal_Long,Signal_Short,Payout_if_Win_Long,Payout_if_Lose_Long,Payout_if_Win_Short,Payout_if_Lose_Short,Expected_Value_Long,Expected_Value_Short,Breakeven_Odds_Gross,Breakeven_Odds_Gross_Decimal,Breakeven_Odds_Net_Comm_Long,Edge_Long_5ticks,Edge_Long_10ticks,Breakeven_Odds_Net_Comm_Short,Edge_Short_5ticks,Edge_Short_10ticks
0,0,"Wed Jan 30, 2019",Ole Miss,0,52%,+200,+186,+200,+195,+195,+190,+195,+190,+190,+199,+195,+200,+200,+184,+193,-,-,+190,-,-,+190,+195,+199,+195,+205,+190,-,-,+190,193.9090909090909,0.34034166073166394,0.30034166073166396,205,0.3278688524590164,0,1,2.05,-1,1,-2.05,-0.08395793476842495,0.08395793476842495,232.95414214727802,2.32954142147278,3.376132249902236,0.01195740661834032,0.017780687142325058,3.2829505930433243,0.029010249821949996,0.04402733285853322
1,0,"Wed Jan 30, 2019",Florida,0,48%,-240,-222,-220,-235,-225,-230,-230,-230,-230,-240,-225,-230,-220,-228,-233,-,-,-235,-,-,-230,-235,-240,-230,-245,-230,-,-,-230,-230.5909090909091,0.6974087521549805,0.6574087521549805,-220,0.6875,0,1,0.45454545454545453,-1,1,-0.45454545454545453,-0.043769087774573834,0.043769087774573834,-191.8930376331089,0.5211236490570108,1.531546122038151,0.06830457819138118,0.11494441599629227,1.5107011760758706,0.03972226256464939,0.07259270017239844
2,1,"Wed Jan 30, 2019",(10) Marquette,0,97%,+135,+122,+130,+125,+120,+115,+120,+125,+135,+117,+113,+125,+135,+118,+115,-,+135,+120,-,-,+135,+117,+117,+120,+135,+115,-,-,+135,123.65217391304348,0.44765113830001424,0.40765113830001426,135,0.425531914893617,0,1,1.35,-1,1,-1.35,-0.04201982499496637,0.04201982499496637,145.30779042349727,1.4530779042349726,2.4821394623196724,0.021035639993375575,0.03325376322189922,2.4240163461502733,0.03222953414900043,0.05261209106400111
3,1,"Wed Jan 30, 2019",Butler,0,3%,-155,-143,-140,-146,-140,-135,-140,-145,-155,-137,-133,-145,-155,-144,-135,-,-155,-140,-,-,-155,-137,-137,-140,-155,-135,-,-,-155,-143.56521739130434,0.5890405702772763,0.5490405702772763,-133,0.5708154506437768,0,1,0.7518796992481203,-1,1,-0.7518796992481203,-0.038146970867628804,0.038146970867628804,-121.74943777422695,0.8213590290695283,1.8377862096509188,0.041081080908723366,0.06816398552712442,1.8049318484881378,0.036471217108318243,0.06392324562218205
4,2,"Wed Jan 30, 2019",Fordham,0,100%,+135,+120,+130,+117,+113,+400,+425,+390,+120,+416,+420,+415,+123,+396,+425,-,+129,+415,-,-,+120,+416,+416,+425,+125,+400,-,-,+120,285.9130434782609,0.306609100499174,0.266609100499174,425,0.19047619047619047,1,0,4.25,-1,1,-4.25,0.3996977776206636,-0.3996977776206636,275.0809699022626,2.7508096990226263,3.805825893003079,0.009803914546601905,0.014222713115554939,3.6957935050421735,0.02799827301497526,0.04132872803993404
5,2,"Wed Jan 30, 2019",George Washington,0,0%,-155,-141,-140,-137,-133,-600,-550,-520,-140,-550,-515,-525,-143,-549,-555,-,-156,-565,-,-,-140,-550,-550,-550,-146,-600,-,-,-140,-373.69565217391306,0.733158717110349,0.6931587171103489,-133,0.5708154506437768,1,0,0.7518796992481203,-1,1,-0.7518796992481203,0.21433068486249096,-0.21433068486249096,-225.90138803442193,0.4426710294704449,1.4515244500598539,0.0813415208539522,0.13680752931377652,1.433817608881036,0.04079476151331052,0.07545269736882795
7,3,"Wed Jan 30, 2019",Bradley,0,100%,-185,-164,-160,-165,-575,-165,-160,-170,-140,-165,-163,-165,-140,-168,-163,-,-145,-165,-,-,-,-165,-165,-160,-143,-165,-,-,-147,-178.0909090909091,0.6244777904644192,0.5844777904644192,-140,0.5833333333333334,1,0,0.7142857142857143,-1,1,-0.7142857142857143,0.0019619265104328654,-0.0019619265104328654,-140.6610229373,0.7109289973283874,1.7251475772749552,0.048422177678585046,0.08090458613187977,1.6967104173818197,0.037534333713932555,0.06675822323715347
9,4,"Wed Jan 30, 2019",Rhode Island,0,50%,+115,+118,+120,+113,-519,+115,+115,+120,-145,+113,+113,+115,-145,+116,+115,-,-,+115,-,-,-,+113,+113,+115,-140,+115,-,-,-,44.75,0.5019728588219655,0.46197285882196554,120,0.45454545454545453,1,0,1.2,-1,1,-1.2,0.016340289408324216,-0.016340289408324216,116.46293302814539,1.1646293302814539,2.187921916887083,0.02735163284757275,0.04422459774846038,2.141336743675825,0.03385918576465896,0.05695782870575733
11,5,"Wed Jan 30, 2019",Massachusetts,0,57%,-102,+112,+115,+113,-500,+110,+110,+115,-145,+113,+110,+110,-140,+110,+110,-,-,+110,-,-,-145,+113,+113,+110,-145,+110,-,-,-145,25.636363636363637,0.5158905834001826,0.4758905834001826,115,0.46511627906976744,1,0,1.15,-1,1,-1.15,0.023164754310392444,-0.023164754310392444,110.13233606244464,1.1013233606244464,2.123349827836935,0.029212700840630296,0.04746904389130719,2.079296893411957,0.03427671750200567,0.05807124667201474
12,6,"Wed Jan 30, 2019",La Salle,0,50%,+438,+433,+470,+431,+416,+400,+445,+425,+120,+431,+445,+455,+130,+429,+445,-,-,+440,-,-,+120,+431,+431,+445,+125,+400,-,-,+120,363.04545454545456,0.24690162813691738,0.20690162813691737,470,0.17543859649122806,1,0,4.7,-1,1,-4.7,0.179339280380429,-0.179339280380429,383.3214745600015,3.833214745600015,4.909879040512015,0.006618143780654173,0.009115519416337804,4.756550450688015,0.026207048844107517,0.036552130250953385
