,GameID,Date,Teams,Points,Wagers,Opener,Pinnacle,Fivedimes,Bookmaker,BetOnline,Bovada,Heritage,Intertops,Youwager,Justbet,Sportsbetting,Gtbets,Sportbet,Nitrogensports,Betphoenix,Betmania,Skybook,Mybookie,Abcislands,Jazz,Sportsinteraction,Betcris,Sbr,Wagerweb,Thegreek,Bodog,Matchbook,Looselines,Bet365,Consensus_Odds,Consensus_Probs,Consensus_Minus_Alpha,Max_Odds,Max_Implied_Prob,Signal_Long,Signal_Short,Payout_if_Win_Long,Payout_if_Lose_Long,Payout_if_Win_Short,Payout_if_Lose_Short,Expected_Value_Long,Expected_Value_Short,Breakeven_Odds_Gross,Breakeven_Odds_Gross_Decimal,Breakeven_Odds_Net_Comm_Long,Edge_Long_5ticks,Edge_Long_10ticks,Breakeven_Odds_Net_Comm_Short,Edge_Short_5ticks,Edge_Short_10ticks
18,9,"Wed Jan 30, 2019",West Virginia,0,93%,-340,-377,-405,-415,-375,+170,+170,+165,-135,+170,+170,+170,-130,+163,+170,-,-,+170,-,-,-135,+170,+170,+170,-135,+170,-,-,-135,-2.0,0.4946539069241307,0.4546539069241307,170,0.37037037037037035,1,0,1.7,-1,1,-1.7,0.22756554869515289,-0.22756554869515289,119.94752156982402,1.1994752156982402,2.2234647200122053,0.026415821874831054,0.042594495872478357,2.175485711384275,0.033639617207724126,0.05637231255393066
23,11,"Wed Jan 30, 2019",Niagara,0,92%,-170,-189,-190,-200,-195,-170,-170,-170,-550,-170,-175,-172,-555,-170,-176,-168,-,-170,-170,-,-585,-170,-175,-175,-600,-170,-170,-,-600,-256.2,0.6800361859698764,0.6400361859698763,-168,0.6268656716417911,1,0,0.5952380952380952,-1,1,-0.5952380952380952,0.02101010619004079,-0.02101010619004079,-177.8057018576636,0.5624116603417569,1.5736598935485921,0.0628565119941323,0.10569561222135329,1.551163427134922,0.03920108557909624,0.07120289487759002
24,12,"Wed Jan 30, 2019",South Dakota,0,48%,-133,-116,-113,-117,-117,+115,-,+115,-130,+115,-,-,-128,+115,-,+115,-,+115,+115,-,-135,+115,-,-,-130,+115,-,-,-125,-4.222222222222222,0.5085446070254043,0.4685446070254043,115,0.46511627906976744,1,0,1.15,-1,1,-1.15,0.00737090510461913,-0.00737090510461913,113.42685093498055,1.1342685093498055,2.1569538795368017,0.028216768501404633,0.04573244054365431,2.1115831391628093,0.03405633821076226,0.05748356856203246
25,12,"Wed Jan 30, 2019",Purdue Fort Wayne,0,52%,+113,-100,+103,-103,-103,-135,-,-135,+110,-135,-,-,+118,-135,-,-135,-,-135,-135,-,+115,-135,-,-,+110,-135,-,-,+105,-47.77777777777778,0.5300899796860444,0.49008997968604445,118,0.4587155963302753,1,0,1.18,-1,1,-1.18,0.06839615571557689,-0.06839615571557689,104.04416361269169,1.0404416361269169,2.0612504688494555,0.031228512710110585,0.05098572613154257,2.0196328034043782,0.03470269939058146,0.05920719837488364
32,16,"Wed Jan 30, 2019",Army,0,52%,-,+280,-,+175,-,+550,-,+315,+685,+550,-,+315,+660,+550,-,+315,+540,+550,-,+315,-,+550,-,+315,+664,+550,-,+315,+540,459.6842105263158,0.194632202565081,0.15463220256508098,685,0.12738853503184713,1,0,6.85,-1,1,-6.85,0.2138627901358856,-0.2138627901358856,546.695826232653,5.466958262326529,6.57629742757306,0.004379250545163707,0.005702762516982257,6.357619097079999,0.024638966076952373,0.032370576205206336
42,21,"Wed Jan 30, 2019",Maine,0,0%,-,+800,-,-,-,-125,-,-,+150,-125,-,-,+150,-125,-,-,-,-125,-,-,-,-125,-,-,+150,-125,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.8461538461538463,0.038461538461538464,1.0377073906485672,-11.89760963026654,-7.5922453450164245,1.0392464678178963,1.0395698587127158,1.0375698587127158
43,21,"Wed Jan 30, 2019",Stony Brook,0,100%,-,-1250,-,-,-,+105,-,-,-170,+105,-,-,-170,+105,-,-,-,+105,-,-,-,+105,-,-,-170,+105,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.8461538461538463,0.038461538461538464,1.0377073906485672,-11.89760963026654,-7.5922453450164245,1.0392464678178963,1.0395698587127158,1.0375698587127158
44,22,"Wed Jan 30, 2019",Holy Cross,0,14%,-,-135,-,-,-,+600,-,-,+150,+600,-,-,+155,+600,-,-,-,+600,-,-,+150,+600,-,-,+150,+600,-,-,+150,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.8461538461538463,0.038461538461538464,1.0377073906485672,-11.89760963026654,-7.5922453450164245,1.0392464678178963,1.0395698587127158,1.0375698587127158
45,22,"Wed Jan 30, 2019",Boston University,0,86%,-,+115,-,-,-,-900,-,-,-170,-900,-,-,-165,-900,-,-,-,-900,-,-,-180,-900,-,-,-170,-900,-,-,-170,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.8461538461538463,0.038461538461538464,1.0377073906485672,-11.89760963026654,-7.5922453450164245,1.0392464678178963,1.0395698587127158,1.0375698587127158
46,23,"Wed Jan 30, 2019",Navy,0,67%,-,-125,-,-,-,-430,-,-,-,-430,-,-,+115,-430,-,-,-,-430,-,-,-,-430,-,-,+115,-430,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.8461538461538463,0.038461538461538464,1.0377073906485672,-11.89760963026654,-7.5922453450164245,1.0392464678178963,1.0395698587127158,1.0375698587127158
47,23,"Wed Jan 30, 2019",Bucknell,0,33%,-,+105,-,-,-,+345,-,-,-,+345,-,-,-135,+345,-,-,-,+345,-,-,-,+345,-,-,-135,+345,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.8461538461538463,0.038461538461538464,1.0377073906485672,-11.89760963026654,-7.5922453450164245,1.0392464678178963,1.0395698587127158,1.0375698587127158
48,24,"Wed Jan 30, 2019",USC Upstate,0,50%,-,+600,-,-,-,-700,-,-,-,-700,-,-,+115,-700,-,-,-,-700,-,-,+115,-700,-,-,-,-700,-,-,+115,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.8461538461538463,0.038461538461538464,1.0377073906485672,-11.89760963026654,-7.5922453450164245,1.0392464678178963,1.0395698587127158,1.0375698587127158
49,24,"Wed Jan 30, 2019",North Florida,0,50%,-,-900,-,-,-,+500,-,-,-,+500,-,-,-135,+500,-,-,-,+500,-,-,-135,+500,-,-,-,+500,-,-,-135,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.8461538461538463,0.038461538461538464,1.0377073906485672,-11.89760963026654,-7.5922453450164245,1.0392464678178963,1.0395698587127158,1.0375698587127158
50,25,"Wed Jan 30, 2019",Kennesaw State,0,100%,-,-700,-,-,-,-102,-,-,-,-102,-,-,+270,-102,-,-,-,-102,-,-,-,-102,-,-,+275,-102,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.8461538461538463,0.038461538461538464,1.0377073906485672,-11.89760963026654,-7.5922453450164245,1.0392464678178963,1.0395698587127158,1.0375698587127158
51,25,"Wed Jan 30, 2019",Florida Gulf Coast,0,0%,-,+500,-,-,-,-118,-,-,-,-118,-,-,-340,-118,-,-,-,-118,-,-,-,-118,-,-,-345,-118,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.8461538461538463,0.038461538461538464,1.0377073906485672,-11.89760963026654,-7.5922453450164245,1.0392464678178963,1.0395698587127158,1.0375698587127158
52,26,"Wed Jan 30, 2019",UAB,0,0%,-,+315,-,-,-,+135,-,-,-,+135,-,-,+280,+135,-,-,-,+135,-,-,+280,+135,-,-,-,+135,-,-,+270,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.8461538461538463,0.038461538461538464,1.0377073906485672,-11.89760963026654,-7.5922453450164245,1.0392464678178963,1.0395698587127158,1.0375698587127158
53,26,"Wed Jan 30, 2019",Middle Tennessee,0,100%,-,-380,-,-,-,-155,-,-,-,-155,-,-,-340,-155,-,-,-,-155,-,-,-360,-155,-,-,-,-155,-,-,-340,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.8461538461538463,0.038461538461538464,1.0377073906485672,-11.89760963026654,-7.5922453450164245,1.0392464678178963,1.0395698587127158,1.0375698587127158
54,27,"Wed Jan 30, 2019",Presbyterian,0,6%,-240,-102,-,-,-,-310,-,-,-,-310,-,-,+180,-310,-,-,-,-310,-,-,-,-310,-,-,+170,-310,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.8461538461538463,0.038461538461538464,1.0377073906485672,-11.89760963026654,-7.5922453450164245,1.0392464678178963,1.0395698587127158,1.0375698587127158
55,27,"Wed Jan 30, 2019",Charleston Southern,0,94%,+200,-118,-,-,-,+255,-,-,-,+255,-,-,-210,+255,-,-,-,+255,-,-,-,+255,-,-,-200,+255,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.8461538461538463,0.038461538461538464,1.0377073906485672,-11.89760963026654,-7.5922453450164245,1.0392464678178963,1.0395698587127158,1.0375698587127158
56,28,"Wed Jan 30, 2019",Central Arkansas,0,100%,-,+135,-,-,-,+135,-,-,-,+135,-,-,+175,+135,-,-,-,+135,-,-,+175,+135,-,-,-,+135,-,-,+175,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.8461538461538463,0.038461538461538464,1.0377073906485672,-11.89760963026654,-7.5922453450164245,1.0392464678178963,1.0395698587127158,1.0375698587127158
57,28,"Wed Jan 30, 2019",Stephen F. Austin,0,0%,-,-155,-,-,-,-155,-,-,-,-155,-,-,-210,-155,-,-,-,-155,-,-,-210,-155,-,-,-,-155,-,-,-210,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.8461538461538463,0.038461538461538464,1.0377073906485672,-11.89760963026654,-7.5922453450164245,1.0392464678178963,1.0395698587127158,1.0375698587127158
58,29,"Wed Jan 30, 2019",(15) Louisville,0,100%,-,+135,-,-,-,-145,-,-,-,-145,-,-,-,-145,-,-,-,-145,-,-,-,-145,-,-,-,-145,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.8461538461538463,0.038461538461538464,1.0377073906485672,-11.89760963026654,-7.5922453450164245,1.0392464678178963,1.0395698587127158,1.0375698587127158
59,29,"Wed Jan 30, 2019",Wake Forest,0,0%,-,-155,-,-,-,+125,-,-,-,+125,-,-,-,+125,-,-,-,+125,-,-,-,+125,-,-,-,+125,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.8461538461538463,0.038461538461538464,1.0377073906485672,-11.89760963026654,-7.5922453450164245,1.0392464678178963,1.0395698587127158,1.0375698587127158
60,30,"Wed Jan 30, 2019",Memphis,0,-,-575,-145,-,-,-,+550,-,-,-,+550,-,-,-,+550,-,-,-,+550,-,-,-,+550,-,-,-,+550,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.8461538461538463,0.038461538461538464,1.0377073906485672,-11.89760963026654,-7.5922453450164245,1.0392464678178963,1.0395698587127158,1.0375698587127158
61,30,"Wed Jan 30, 2019",Tulsa,0,-,+438,+125,-,-,-,-800,-,-,-,-800,-,-,-,-800,-,-,-,-800,-,-,-,-800,-,-,-,-800,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.8461538461538463,0.038461538461538464,1.0377073906485672,-11.89760963026654,-7.5922453450164245,1.0392464678178963,1.0395698587127158,1.0375698587127158
62,31,"Wed Jan 30, 2019",Illinois State,0,-,-123,+1100,-,-,-,+1100,-,-,-,+1100,-,-,-,+1100,-,-,-,+1100,-,-,-,+1100,-,-,-,+1100,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.8461538461538463,0.038461538461538464,1.0377073906485672,-11.89760963026654,-7.5922453450164245,1.0392464678178963,1.0395698587127158,1.0375698587127158
63,31,"Wed Jan 30, 2019",Drake,0,-,+103,-1700,-,-,-,-1700,-,-,-,-1700,-,-,-,-1700,-,-,-,-1700,-,-,-,-1700,-,-,-,-1700,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.8461538461538463,0.038461538461538464,1.0377073906485672,-11.89760963026654,-7.5922453450164245,1.0392464678178963,1.0395698587127158,1.0375698587127158
64,32,"Wed Jan 30, 2019",Syracuse,0,-,+170,-135,-,-,-,-135,-,-,-,-135,-,-,-,-135,-,-,-,-135,-,-,-,-135,-,-,-,-135,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.8461538461538463,0.038461538461538464,1.0377073906485672,-11.89760963026654,-7.5922453450164245,1.0392464678178963,1.0395698587127158,1.0375698587127158
65,32,"Wed Jan 30, 2019",Boston College,0,-,-200,+115,-,-,-,+115,-,-,-,+115,-,-,-,+115,-,-,-,+115,-,-,-,+115,-,-,-,+115,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.8461538461538463,0.038461538461538464,1.0377073906485672,-11.89760963026654,-7.5922453450164245,1.0392464678178963,1.0395698587127158,1.0375698587127158
66,33,"Wed Jan 30, 2019",(14) Villanova,0,-,-155,-450,-,-,-,-450,-,-,-,-450,-,-,-,-450,-,-,-,-450,-,-,-,-450,-,-,-,-450,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.8461538461538463,0.038461538461538464,1.0377073906485672,-11.89760963026654,-7.5922453450164245,1.0392464678178963,1.0395698587127158,1.0375698587127158
67,33,"Wed Jan 30, 2019",DePaul,0,-,+135,+360,-,-,-,+360,-,-,-,+360,-,-,-,+360,-,-,-,+360,-,-,-,+360,-,-,-,+360,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.8461538461538463,0.038461538461538464,1.0377073906485672,-11.89760963026654,-7.5922453450164245,1.0392464678178963,1.0395698587127158,1.0375698587127158
68,34,"Wed Jan 30, 2019",Lamar,0,-,-310,+200,-,-,-,+200,-,-,-,+200,-,-,-,+200,-,-,-,+200,-,-,-,+200,-,-,-,+200,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.8461538461538463,0.038461538461538464,1.0377073906485672,-11.89760963026654,-7.5922453450164245,1.0392464678178963,1.0395698587127158,1.0375698587127158
69,34,"Wed Jan 30, 2019",Nicholls State,0,-,+255,-240,-,-,-,-240,-,-,-,-240,-,-,-,-240,-,-,-,-240,-,-,-,-240,-,-,-,-240,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.8461538461538463,0.038461538461538464,1.0377073906485672,-11.89760963026654,-7.5922453450164245,1.0392464678178963,1.0395698587127158,1.0375698587127158
70,35,"Wed Jan 30, 2019",Sam Houston State,0,-,-,+1100,-,-,-,+135,-,-,-,+135,-,-,-,+135,-,-,-,+135,-,-,-,+135,-,-,-,+135,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.8461538461538463,0.038461538461538464,1.0377073906485672,-11.89760963026654,-7.5922453450164245,1.0392464678178963,1.0395698587127158,1.0375698587127158
71,35,"Wed Jan 30, 2019",Southeastern Louisiana,0,-,-,-1700,-,-,-,-155,-,-,-,-155,-,-,-,-155,-,-,-,-155,-,-,-,-155,-,-,-,-155,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.8461538461538463,0.038461538461538464,1.0377073906485672,-11.89760963026654,-7.5922453450164245,1.0392464678178963,1.0395698587127158,1.0375698587127158
72,36,"Wed Jan 30, 2019",Abilene Christian,0,-,-,+280,-,-,-,+1100,-,-,-,+1100,-,-,-,+1100,-,-,-,+1100,-,-,-,+1100,-,-,-,+1100,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.8461538461538463,0.038461538461538464,1.0377073906485672,-11.89760963026654,-7.5922453450164245,1.0392464678178963,1.0395698587127158,1.0375698587127158
73,36,"Wed Jan 30, 2019",Northwestern State,0,-,-,-340,-,-,-,-1700,-,-,-,-1700,-,-,-,-1700,-,-,-,-1700,-,-,-,-1700,-,-,-,-1700,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.8461538461538463,0.038461538461538464,1.0377073906485672,-11.89760963026654,-7.5922453450164245,1.0392464678178963,1.0395698587127158,1.0375698587127158
74,37,"Wed Jan 30, 2019",New Orleans,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.8461538461538463,0.038461538461538464,1.0377073906485672,-11.89760963026654,-7.5922453450164245,1.0392464678178963,1.0395698587127158,1.0375698587127158
75,37,"Wed Jan 30, 2019",Houston Baptist,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.8461538461538463,0.038461538461538464,1.0377073906485672,-11.89760963026654,-7.5922453450164245,1.0392464678178963,1.0395698587127158,1.0375698587127158
76,38,"Wed Jan 30, 2019",Incarnate Word,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.8461538461538463,0.038461538461538464,1.0377073906485672,-11.89760963026654,-7.5922453450164245,1.0392464678178963,1.0395698587127158,1.0375698587127158
77,38,"Wed Jan 30, 2019",Creighton,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.8461538461538463,0.038461538461538464,1.0377073906485672,-11.89760963026654,-7.5922453450164245,1.0392464678178963,1.0395698587127158,1.0375698587127158
78,39,"Wed Jan 30, 2019",Missouri,0,-,+175,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.8461538461538463,0.038461538461538464,1.0377073906485672,-11.89760963026654,-7.5922453450164245,1.0392464678178963,1.0395698587127158,1.0375698587127158
79,39,"Wed Jan 30, 2019",Auburn,0,-,-210,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.8461538461538463,0.038461538461538464,1.0377073906485672,-11.89760963026654,-7.5922453450164245,1.0392464678178963,1.0395698587127158,1.0375698587127158
80,40,"Wed Jan 30, 2019",Lehigh,0,-,+925,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.8461538461538463,0.038461538461538464,1.0377073906485672,-11.89760963026654,-7.5922453450164245,1.0392464678178963,1.0395698587127158,1.0375698587127158
81,40,"Wed Jan 30, 2019",Lafayette,0,-,-1400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.8461538461538463,0.038461538461538464,1.0377073906485672,-11.89760963026654,-7.5922453450164245,1.0392464678178963,1.0395698587127158,1.0375698587127158
82,41,"Wed Jan 30, 2019",Illinois,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.8461538461538463,0.038461538461538464,1.0377073906485672,-11.89760963026654,-7.5922453450164245,1.0392464678178963,1.0395698587127158,1.0375698587127158
