,GameID,Date,Teams,Points,Wagers,Opener,Pinnacle,Fivedimes,Bookmaker,BetOnline,Bovada,Heritage,Intertops,Youwager,Justbet,Sportsbetting,Gtbets,Sportbet,Nitrogensports,Betphoenix,Betmania,Skybook,Mybookie,Abcislands,Jazz,Sportsinteraction,Betcris,Sbr,Wagerweb,Thegreek,Bodog,Matchbook,Looselines,Bet365,Consensus_Odds,Consensus_Probs,Consensus_Minus_Alpha,Max_Odds,Max_Implied_Prob,Signal_Long,Signal_Short,Expected_Value_Long,Kelly_Long,Breakeven_Odds_Gross,Breakeven_Odds_Gross_Decimal,Breakeven_Odds_Net_Comm_Long,Kelly_Long_2ticks,Kelly_Long_5ticks,Breakeven_Odds_Net_Comm_Short,Kelly_Short_2ticks,Kelly_Short_5ticks
1,0,Rot,Real Madrid,0,30%,+298,+342,+337,+326,+280,+345,+355,+300,+320,+326,+280,+320,+337,+342,+345,+342,+345,+319,-,-,+315,+326,+326,+355,+330,+345,+375,-,+320,330.12,0.2331,0.2131,375,0.2105,1,0,0.0122,0.0032600000000000406,369.26,4.6926,4.766500000000001,0.0053,0.0069,4.6187000000000005,0.0056,0.0074
5,1,"Friday, February 08, 2019 - Soccer",Real Valladolid,0,0%,-,+208,+242,+237,-,+208,+235,+250,-,+208,+229,+210,-,+208,+242,+242,-,+208,+219,-,-,+208,+229,+229,-,+208,+235,+242,-,224.85,0.3085,0.2885,250,0.2857,1,0,0.0097,0.0038999999999999703,246.62,3.4662,3.5155,0.0079,0.0112,3.4169,0.0083,0.0121
6,2,"Friday, February 08, 2019 - Soccer",Draw,0,50%,-,-120,-110,-108,+127,-120,-115,-120,+127,-120,-113,-116,+127,-120,-111,-110,+127,-120,-120,-,+127,-120,-113,-113,+127,-120,-115,-110,+127,-52.7778,0.5114,0.49139999999999995,127,0.4405,1,0,0.1155,0.090927559055118,103.5,2.035,2.0557,0.0186,0.0314,2.0143,0.02,0.0347
7,2,"Saturday, February 09, 2019 - Soccer",Getafe CF,0,0%,-,+299,+373,+369,+186,+299,+365,+285,+186,+299,+357,+295,+186,+299,+370,+373,+186,+299,+333,-,+186,+299,+357,+357,+186,+299,+365,+375,+186,295.1481,0.2627,0.2427,375,0.2105,1,0,0.1528,0.04075333333333333,312.03,4.1203,4.1827,0.0062,0.0084,4.0579,0.0066,0.0091
8,2,"Saturday, February 09, 2019 - Soccer",Celta de Vigo,0,50%,-,+208,+243,+243,+203,+208,+235,+230,+203,+208,+233,+240,+203,+208,+243,+243,+203,+208,+226,-,+203,+208,+233,+233,+203,+208,+235,+244,+203,220.6667,0.3127,0.29269999999999996,244,0.2907,1,0,0.0069,0.002822950819672088,241.65,3.4165,3.4648,0.008,0.0114,3.3682,0.0085,0.0124
9,3,"Saturday, February 09, 2019 - Soccer",Draw,0,50%,-,-,+139,-,+164,-,+135,+131,+155,-,+132,+131,+155,-,+138,+139,+163,-,+126,-,+150,-,+132,+132,+155,-,+135,+139,+155,142.4211,0.4134,0.39339999999999997,164,0.3788,1,0,0.0386,0.023521951219512095,154.19,2.5419,2.5727,0.0125,0.0196,2.5111,0.0134,0.0218
10,3,"Saturday, February 09, 2019 - Soccer",Real Madrid,0,0%,-,-,+223,-,+188,-,+220,+208,+185,-,+216,+215,+186,-,+221,+223,+186,-,+206,-,+174,-,+216,+216,+186,-,+220,+225,+185,205.2105,0.3287,0.3087,225,0.3077,1,0,0.0033,0.0014555555555555186,223.94,3.2394,3.2842,0.0087,0.0125,3.1946,0.0092,0.0136
11,3,"Saturday, February 09, 2019 - Soccer",Draw,0,50%,-,-,+237,-,+229,-,+225,+266,+225,-,+231,+210,+226,-,+237,+237,+229,-,+219,-,+213,-,+231,+231,+226,-,+225,+238,+225,229.4737,0.3039,0.2839,266,0.2732,1,0,0.0391,0.014689473684210546,252.24,3.5224,3.5727999999999995,0.0077,0.0109,3.472,0.0081,0.0118
12,4,"Saturday, February 09, 2019 - Soccer",Espanyol Barcelona,0,0%,-,-135,-117,-117,+161,-135,-125,-130,+155,-135,-121,-123,+153,-135,-119,-117,+163,-135,-132,-,-,-135,-121,-121,+144,-135,-125,-117,+166,-61.0769,0.5191,0.4991,166,0.3759,1,0,0.3276,0.19735301204819275,100.36,2.0036,2.0237,0.0192,0.0326,1.9835,0.02,0.035
13,4,"Saturday, February 09, 2019 - Soccer",Rayo Vallecano,0,100%,-,+301,+360,+371,+193,+301,+355,+325,+180,+301,+346,+330,+174,+301,+357,+360,+187,+301,+335,-,-,+301,+346,+346,+200,+301,+355,+375,+191,299.7308,0.2585,0.23850000000000002,375,0.2105,1,0,0.1329,0.03543333333333335,319.29,4.1929,4.2568,0.0061,0.0082,4.129,0.0064,0.0088
15,5,"Saturday, February 09, 2019 - Soccer",Girona FC,0,100%,-,-110,-101,-100,+155,-110,-105,-105,+140,-110,-106,-106,+155,-110,-102,-101,+163,-110,-112,-,-,-110,-106,-106,+155,-110,-105,+100,-,-46.28,0.4909,0.4709,163,0.3802,1,0,0.2385,0.1462987730061349,112.36,2.1236,2.1460999999999997,0.0172,0.0285,2.1010999999999997,0.0185,0.0325
16,5,"Saturday, February 09, 2019 - Soccer",SD Huesca,0,0%,-,+264,+331,+329,+186,+264,+320,+265,+170,+264,+305,+285,+185,+264,+329,+331,+187,+264,+303,-,-,+264,+305,+305,+180,+264,+320,+330,-,272.56,0.2744,0.25439999999999996,331,0.232,1,0,0.0965,0.029143202416918392,293.08,3.9308,3.9894,0.0066,0.0091,3.8722,0.007,0.0098
18,6,"Sunday, February 10, 2019 - Soccer",CD Leganes,0,0%,-,+123,+141,+135,+153,+123,+135,+136,-,+123,+131,+127,+161,+123,+140,+141,+163,+123,+127,-,+150,+123,+131,+131,-,+123,+135,+141,+135,134.96,0.4266,0.40659999999999996,163,0.3802,1,0,0.0694,0.04255092024539866,145.94,2.4594,2.4886,0.0133,0.0209,2.4302,0.0142,0.0233
19,6,"Sunday, February 10, 2019 - Soccer",Real Betis Balompie,0,100%,-,+204,+240,+236,+174,+204,+240,+215,-,+204,+229,+235,+193,+204,+238,+240,+187,+204,+219,-,+180,+204,+229,+229,-,+204,+240,+242,+220,216.56,0.3172,0.29719999999999996,242,0.2924,1,0,0.0164,0.006786776859504039,236.47,3.3647,3.412,0.0082,0.0117,3.3174,0.0087,0.0128
20,6,"Sunday, February 10, 2019 - Soccer",Draw,0,0%,-,+192,+217,+228,+215,+192,+210,+204,-,+192,+209,+205,+227,+192,+217,+217,+231,+192,+201,-,+219,+192,+209,+209,-,+192,+210,+218,+220,208.4,0.3248,0.30479999999999996,231,0.3021,1,0,0.0089,0.0038476190476190025,228.08,3.2808,3.3264,0.0085,0.0123,3.2352,0.009,0.0133
21,7,"Sunday, February 10, 2019 - Soccer",Real Sociedad,0,0%,-,-169,-,-162,+197,-169,-,-162,+190,-169,-,-162,+195,-169,-,-162,+204,-169,-,-162,-,-169,-,-162,+190,-169,-,-162,-,-70.5789,0.5484,0.5284,204,0.3289,1,0,0.6063,0.2972235294117647,-112.0448,1.8925,1.9104,0.0215,0.0374,1.8746,0.02,0.0359
22,7,"Sunday, February 10, 2019 - Soccer",Draw,0,100%,-,+325,-,+316,+144,+325,-,+316,+140,+325,-,+316,+145,+325,-,+316,+148,+325,-,+316,-,+325,-,+316,+140,+325,-,+316,-,273.8947,0.2834,0.26339999999999997,325,0.2353,1,0,0.1194,0.0367538461538461,279.65,3.7965,3.8524000000000003,0.007,0.0096,3.7406,0.0073,0.0104
60,20,"Sunday, February 10, 2019 - Soccer",Olympique Lyon,0,-,-,+345,-,-,-117,+345,-,-,-117,+345,-,-,-117,+345,-,-,-117,+345,-,-,-117,+345,-,-,-117,+345,-,-,-117,114.0,0.3819,0.3619,345,0.2247,1,0,0.6105,0.1769434782608696,176.32,2.7632,2.7984999999999998,0.011,0.0167,2.7279,0.0117,0.0184
61,20,"Sunday, February 10, 2019 - Soccer",Draw,0,-,-,-162,-,-,+277,-162,-,-,+277,-162,-,-,+277,-162,-,-,+277,-162,-,-,+277,-162,-,-,+277,-162,-,-,+277,57.5,0.4418,0.4218,277,0.2653,1,0,0.5902,0.21306353790613713,137.08,2.3708,2.3982,0.0141,0.0225,2.3434,0.0151,0.0252
62,20,"Thursday, February 07, 2019 - Soccer",FC Empoli,0,-,-,+262,-,-,+216,+262,-,-,+216,+262,-,-,+216,+262,-,-,+216,+262,-,-,+216,+262,-,-,+216,+262,-,-,+216,239.0,0.2963,0.2763,262,0.2762,1,0,0.0002,7.862595419848834e-05,261.93,3.6193,3.6717,0.0074,0.0104,3.5669,0.0078,0.0112
