,GameID,Date,Teams,Points,Wagers,Opener,Pinnacle,Fivedimes,Bookmaker,BetOnline,Bovada,Heritage,Intertops,Youwager,Justbet,Sportsbetting,Gtbets,Sportbet,Nitrogensports,Betphoenix,Betmania,Skybook,Mybookie,Abcislands,Jazz,Sportsinteraction,Betcris,Sbr,Wagerweb,Thegreek,Bodog,Matchbook,Looselines,Bet365,Consensus_Odds,Consensus_Probs,Consensus_Minus_Alpha,Max_Odds,Max_Implied_Prob,Signal_Long,Signal_Short,Payout_if_Win_Long,Payout_if_Lose_Long,Payout_if_Win_Short,Payout_if_Lose_Short,Expected_Value_Long,Expected_Value_Short,Breakeven_Odds_Gross,Breakeven_Odds_Net_Comm_Long,Breakeven_Odds_Net_Comm_Short,Kelly_Long,Kelly_Short
4,2,"Sun Jan 27, 2019",Milwaukee,0,49%,-102,-110,-113,-115,-116,+105,-115,-115,-115,-115,-116,-118,-113,-113,-115,-,-,-120,-,-,-120,-115,-115,-115,-120,+105,-108,-,-115,-95.95652173913044,0.53090255079662,0.5009025507966199,105,0.48780487804878053,1,0,1.05,-1,1,-1.05,0.02685022913307089,-0.02685022913307089,-100.36167317547324,101.63242278918794,-102.4098705872176,0.02557164679340085,-0.02685022913307089
