,GameID,Date,Teams,Points,Wagers,Opener,Pinnacle,Fivedimes,Bookmaker,BetOnline,Bovada,Heritage,Intertops,Youwager,Justbet,Sportsbetting,Gtbets,Sportbet,Nitrogensports,Betphoenix,Betmania,Skybook,Mybookie,Abcislands,Jazz,Sportsinteraction,Betcris,Sbr,Wagerweb,Thegreek,Bodog,Matchbook,Looselines,Bet365,Consensus_Odds,Consensus_Probs,Consensus_Minus_Alpha,Max_Odds,Max_Implied_Prob,Signal_Long,Signal_Short,Payout_if_Win_Long,Payout_if_Lose_Long,Payout_if_Win_Short,Payout_if_Lose_Short,Expected_Value_Long,Expected_Value_Short,Breakeven_Odds_Gross,Breakeven_Odds_Net_Comm,Kelly_Long,Kelly_Short
0,0,"Sat Jan 26, 2019",San Antonio,0,60%,-105,-185,-190,-200,-180,-210,-190,-190,-180,-200,-180,-200,-190,-154,-196,-196,-196,-195,-,-,-200,-200,-175,-190,-200,-210,-175,-,-200,-191.28,0.656063664074532,0.616063664074532,-154,0.6062992125984252,1,0,0.6493506493506493,-1,1,-0.6493506493506493,0.016105004382669597,-0.016105004382669597,-160.45984878965083,-157.31357724475572,0.02480170674931118,-0.016105004382669597
8,4,"Sat Jan 26, 2019",Atlanta,0,45%,+500,+330,+340,+351,+330,+325,+355,+330,+310,+351,+330,+300,+340,+250,+338,+467,+467,+375,-,-,+395,+351,+371,+355,+330,+325,+310,-,+325,346.04,0.22629566039055812,0.18629566039055812,467,0.1763668430335097,1,0,4.67,-1,1,-4.67,0.056296394414464546,-0.056296394414464546,436.7811563101135,445.5167794363158,0.012054902444210824,-0.056296394414464546
17,8,"Sunday, January 27, 2019",Dallas,0,4%,+150,+173,+175,+166,-,+170,+170,+170,-,+166,+180,+170,-195,+170,+170,+170,-,+170,-,-,-,+166,+166,+170,-,+170,+177,-,-185,134.45,0.39828466378872635,0.35828466378872637,180,0.35714285714285715,1,0,1.8,-1,1,-1.8,0.0031970586084338892,-0.0031970586084338892,179.10767640048385,182.68982992849354,0.0017761436713521607,-0.0031970586084338892
18,9,"Sunday, January 27, 2019",Orlando,0,-,-,+300,-,+300,-101,+300,-,-,+110,+300,-,-,+108,+300,-,-,-,+300,-,-,+105,+300,-,-,+100,+300,-,-,+100,201.57142857142858,0.35337515337125297,0.313375153371253,300,0.25,1,0,3.0,-1,1,-3.0,0.25350061348501196,-0.25350061348501196,219.1063456186994,223.48847253107343,0.08450020449500399,-0.25350061348501196
19,9,"Sunday, January 27, 2019",Houston,0,-,-,-390,-,-390,-119,-390,-,-,-130,-390,-,-,-118,-390,-,-,-,-390,-,-,-125,-390,-,-,-120,-390,-,-,-120,-275.14285714285717,0.6902637411177157,0.6502637411177157,-118,0.5412844036697249,1,0,0.847457627118644,-1,1,-0.847457627118644,0.20133470816662724,-0.20133470816662724,-185.92974694585047,-182.28406563318674,0.23757495563662015,-0.20133470816662724
20,10,"Sunday, January 27, 2019",Washington,0,-,-,+240,-,+240,-210,+240,-,-,-200,+240,-,-,-190,+240,-,-,-200,+240,-,-,-205,+240,-,-,-200,+240,-,-,-200,34.333333333333336,0.4682887172873368,0.4282887172873368,240,0.29411764705882354,1,0,2.4,-1,1,-2.4,0.45618163877694506,-0.45618163877694506,133.48735552356493,136.15710263403622,0.1900756828237271,-0.45618163877694506
25,12,"Sunday, January 27, 2019",New York,0,48%,+190,+178,+185,+180,-,+180,+180,+175,-,+180,+180,+180,-390,+177,+175,+175,-,+175,-,-,-,+180,+180,+180,-,+180,+190,-,-450,119.5,0.4028251025616436,0.36282510256164363,190,0.3448275862068966,1,0,1.9,-1,1,-1.9,0.05219279742876648,-0.05219279742876648,175.61488798314363,179.12718574280652,0.027469893383561306,-0.05219279742876648
