,GameID,Date,Teams,Points,Wagers,Opener,Pinnacle,Fivedimes,Bookmaker,BetOnline,Bovada,Heritage,Intertops,Youwager,Justbet,Sportsbetting,Gtbets,Sportbet,Nitrogensports,Betphoenix,Betmania,Skybook,Mybookie,Abcislands,Jazz,Sportsinteraction,Betcris,Sbr,Wagerweb,Thegreek,Bodog,Matchbook,Looselines,Bet365,Consensus_Odds,Consensus_Probs,Consensus_Minus_Alpha,Max_Odds,Max_Implied_Prob,Signal_Long,Signal_Short,Payout_if_Win_Long,Payout_if_Lose_Long,Payout_if_Win_Short,Payout_if_Lose_Short,Expected_Value_Long,Expected_Value_Short,Breakeven_Odds_Gross,Breakeven_Odds_Net_Comm,Kelly_Long,Kelly_Short
0,0,"Sat Jan 26, 2019",San Antonio,0,60%,-105,-185,-190,-200,-180,-210,-190,-190,-180,-200,-180,-200,-190,-154,-196,-196,-196,-195,-200,-,-,-200,-175,-190,-200,-210,-175,-200,-,-191.28,0.656063664074532,0.616063664074532,-154,0.6062992125984252,1,0,0.6493506493506493,-1,1,-0.6493506493506493,0.016105004382669597,-0.016105004382669597,-160.45984878965083,-157.31357724475572,0.02480170674931118,-0.016105004382669597
8,4,"Sat Jan 26, 2019",Atlanta,0,45%,+500,+330,+340,+351,+330,+325,+355,+330,+310,+351,+330,+300,+340,+250,+338,+467,+467,+375,+395,-,-,+351,+371,+355,+330,+325,+310,+325,-,346.04,0.22629566039055812,0.18629566039055812,467,0.1763668430335097,1,0,4.67,-1,1,-4.67,0.056296394414464546,-0.056296394414464546,436.7811563101135,445.5167794363158,0.012054902444210824,-0.056296394414464546
10,5,"Sunday, January 27, 2019",Cleveland,0,-,-,+150,-,+150,-,+105,+100,-105,+110,+150,-101,+105,+110,-104,+100,-200,-200,-105,+105,-,-,+105,+105,+100,+100,+155,+107,+100,-,49.65217391304348,0.49289865451317477,0.4528986545131748,155,0.3921568627450981,1,0,1.55,-1,1,-1.55,0.1548915690085957,-0.1548915690085957,120.79994940035974,123.21594838836694,0.09993004452167463,-0.1548915690085957
13,6,"Sunday, January 27, 2019",L.A. Clippers,0,-,-,-205,-,-195,-,+170,+170,+170,+170,-195,+180,+170,+175,+170,+170,+175,+175,+170,+170,-,-,+166,+166,+170,+170,-185,+177,+170,-,107.56521739130434,0.4195075989101319,0.3795075989101319,180,0.35714285714285715,1,0,1.8,-1,1,-1.8,0.06262127694836939,-0.06262127694836939,163.4993351573974,166.76932186054535,0.03478959830464966,-0.06262127694836939
15,7,"Sunday, January 27, 2019",Oklahoma City,0,49%,-118,-108,-120,-125,-,+180,+180,+175,+175,-125,+180,+180,+185,+175,+175,-,-,+175,+175,-,-,+180,+180,+180,+180,-125,+190,+180,-,111.0,0.40105275712023764,0.36105275712023766,190,0.3448275862068966,1,0,1.9,-1,1,-1.9,0.047052995648689144,-0.047052995648689144,176.96783372491473,180.50719039941302,0.024764734551941656,-0.047052995648689144
