,GameID,Date,Teams,Points,Wagers,Opener,Pinnacle,Fivedimes,Bookmaker,BetOnline,Bovada,Heritage,Intertops,Youwager,Justbet,Sportsbetting,Gtbets,Sportbet,Nitrogensports,Betphoenix,Betmania,Skybook,Mybookie,Abcislands,Jazz,Sportsinteraction,Betcris,Sbr,Wagerweb,Thegreek,Bodog,Matchbook,Looselines,Bet365,Consensus_Odds,Consensus_Probs,Consensus_Minus_Alpha,Max_Odds,Max_Implied_Prob,Signal_Long,Signal_Short,Payout_if_Win_Long,Payout_if_Lose_Long,Payout_if_Win_Short,Payout_if_Lose_Short,Expected_Value_Long,Expected_Value_Short,Breakeven_Odds_Gross,Breakeven_Odds_Gross_Decimal,Breakeven_Odds_Net_Comm_Long,Breakeven_Odds_Net_Comm_Short,Edge_Long_5ticks,Edge_Long_10ticks,Edge_Short_5ticks,Edge_Short_10ticks,Kelly_Long,Kelly_Short
4,2,"Sun Jan 27, 2019",Milwaukee,0,46%,-102,-110,-113,-115,-116,+105,-115,-115,-115,-115,-116,-118,-113,-112,-115,-,-,-120,-,-,-115,-115,-115,-115,-120,+105,-108,-,-115,-95.69565217391305,0.5303466651593702,0.5003466651593702,105,0.48780487804878053,1,0,1.05,-1,1,-1.05,0.025710663576708925,-0.025710663576708925,-100.13876227183825,0.9986143001102654,1.0185865861124708,0.9786420141080601,0.03276327853052074,0.05366391297554327,0.03501039995478117,0.06002773321274962,0.02448634626353231,-0.025710663576708925
