,GameID,Date,Teams,Points,Wagers,Opener,Pinnacle,Fivedimes,Bookmaker,BetOnline,Bovada,Heritage,Intertops,Youwager,Justbet,Sportsbetting,Gtbets,Sportbet,Nitrogensports,Betphoenix,Betmania,Skybook,Mybookie,Abcislands,Jazz,Sportsinteraction,Betcris,Sbr,Wagerweb,Thegreek,Bodog,Matchbook,Looselines,Bet365,Consensus_Odds,Consensus_Probs,Consensus_Minus_Alpha,Max_Odds,Max_Implied_Prob,Signal_Long,Signal_Short,Payout_if_Win_Long,Payout_if_Lose_Long,Payout_if_Win_Short,Payout_if_Lose_Short,Expected_Value_Long,Expected_Value_Short,Breakeven_Odds_Gross,Breakeven_Odds_Gross_Decimal,Breakeven_Odds_Net_Comm_Long,Breakeven_Odds_Net_Comm_Short,Edge_Long_5ticks,Edge_Long_10ticks,Edge_Short_5ticks,Edge_Short_10ticks,Kelly_Long,Kelly_Short
4,2,"Sun Jan 27, 2019",Milwaukee,0,46%,-102,-109,-113,-115,-116,+105,-115,-115,-115,-115,-116,-118,-113,-113,-115,-,-,-120,-,-,-115,-115,-115,-115,-120,+105,-107,-,-115,-95.65217391304348,0.5302429071215873,0.5002429071215873,105,0.48780487804878053,1,0,1.05,-1,1,-1.05,0.02549795959925394,-0.02549795959925394,-100.09721007467375,0.9990288433154008,1.0190094201817088,0.9790482664490927,-6.741624819958299,-3.6990641066875822,0.5352501943352349,0.5602623396913142,0.02428377104690851,-0.02549795959925394
