,GameID,Date,Teams,Points,Wagers,Opener,Pinnacle,Fivedimes,Bookmaker,BetOnline,Bovada,Heritage,Intertops,Youwager,Justbet,Sportsbetting,Gtbets,Sportbet,Nitrogensports,Betphoenix,Betmania,Skybook,Mybookie,Abcislands,Jazz,Sportsinteraction,Betcris,Sbr,Wagerweb,Thegreek,Bodog,Matchbook,Looselines,Bet365,Consensus_Odds,Consensus_Probs,Consensus_Minus_Alpha,Max_Odds,Max_Implied_Prob,Signal_Long,Signal_Short,Expected_Value_Long,Kelly_Long,Breakeven_Odds_Gross,Breakeven_Odds_Gross_Decimal,Breakeven_Odds_Net_Comm_Long,Kelly_Long_2ticks,Kelly_Long_5ticks,Breakeven_Odds_Net_Comm_Short,Kelly_Short_2ticks,Kelly_Short_5ticks
0,0,"Thu Feb 07, 2019",Central Connecticut State,0,0%,-,+160,-,+180,-,+160,-,+185,-,+160,-,-,+190,+160,-,+180,-,+160,+180,-,-,+160,-,-,+185,+160,-,-,-,170.7692,0.37,0.35,190,0.3448,1,0,0.015,0.007894736842105211,185.71,2.8571,2.8942,0.0104,0.0157,2.8200000000000003,0.0111,0.0172
1,0,"Thu Feb 07, 2019",St. Francis (PA),0,100%,-,-185,-,-220,-,-185,-,-220,-,-185,-,-,-220,-185,-,-220,-,-185,-220,-,-,-185,-,-,-220,-185,-,-,-,-201.1538,0.6668,0.6467999999999999,-185,0.6491,0,1,-0.0036,0.0,-183.1166,1.5461,1.557,0.0347,0.0649,1.5352000000000001,0.02,0.0394
2,1,"Thu Feb 07, 2019",Fairleigh Dickinson,0,100%,-,+135,-,+160,-,+135,-,+160,-,+135,-,-,+180,+135,-,+160,-,+135,+160,-,+180,+135,-,-,-,+135,-,-,+180,151.7857,0.3992,0.3792,180,0.3571,1,0,0.0618,0.03431111111111107,163.71,2.6371,2.6698,0.0118,0.0182,2.6044,0.0126,0.0202
3,1,"Thu Feb 07, 2019",Sacred Heart,0,0%,-,-155,-,-185,-,-155,-,-185,-,-155,-,-,-220,-155,-,-190,-,-155,-190,-,-220,-155,-,-,-,-155,-,-,-220,-178.2143,0.6376,0.6175999999999999,-155,0.6078,1,0,0.0161,0.024879999999999763,-161.4987,1.6192,1.6316000000000002,0.0307,0.0566,1.6068,0.02,0.0385
4,2,"Thu Feb 07, 2019",Elon,0,15%,+1300,+1252,+1875,-,-,-,+1460,+1100,-,-,-,+1500,+165,+1241,+1390,-,-,-,-,-,-,-,-,+1460,+160,-,-,-,-,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-26.0249,-14.7549,1.0200080032012806,1.02,1.0194
5,2,"Thu Feb 07, 2019",Hofstra,0,85%,-2150,-2716,-2500,-,-,-,-2410,-3000,-,-,-,-3000,-185,-3704,-3460,-,-,-,-,-,-,-,-,-2410,-185,-,-,-,-,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-26.0249,-14.7549,1.0200080032012806,1.02,1.0194
6,3,"Thu Feb 07, 2019",Charleston,0,50%,-,-220,-215,-210,-,-220,-225,-215,-,-220,-220,-215,+160,-220,-221,-220,-,-220,-220,-,+160,-220,-220,-220,-,-220,-225,-,+165,-167.3182,0.6452,0.6252,165,0.3774,1,0,0.6568,0.3980484848484848,-166.8057,1.5995,1.6115,0.0317,0.0586,1.5875,0.02,0.0388
7,3,"Thu Feb 07, 2019",Delaware,0,50%,-,+180,+181,+190,-,+180,+185,+185,-,+180,+184,+185,-185,+180,+179,+180,-,+180,+180,-,-190,+180,+184,+184,-,+180,+185,-,-185,131.9091,0.3948,0.37479999999999997,190,0.3448,1,0,0.0869,0.04574736842105257,166.81,2.6681,2.7015000000000002,0.0116,0.0178,2.6347,0.0124,0.0197
8,4,"Thu Feb 07, 2019",Arkansas-Little Rock,0,9%,+180,+196,+210,+203,-,+200,+205,+195,-,+203,+200,+205,+1875,+194,+200,-,-,+195,-,-,+1500,+203,+203,+205,-,+200,-,-,+1400,420.6316,0.2892,0.2692,1875,0.0506,1,0,4.3167,0.230224,271.47,3.7147,3.769,0.0072,0.01,3.6604,0.0076,0.0108
9,4,"Thu Feb 07, 2019",Troy,0,91%,-220,-234,-230,-245,-,-240,-245,-235,-,-245,-240,-240,-2500,-241,-240,-,-,-245,-,-,-5950,-245,-245,-245,-,-240,-,-,-2800,-795.0,0.7483,0.7283,-230,0.697,1,0,0.045,0.10338999999999983,-268.0247,1.3731,1.3806,0.0501,0.0973,1.3656,0.02,0.0418
10,5,"Thu Feb 07, 2019",Penn State,0,87%,+280,+274,+295,+281,-220,+280,+280,+275,-220,+281,+285,+270,-220,+271,+285,-,-,+280,-,-,-,+281,+281,+280,-215,+280,-,-,-,180.2,0.3479,0.32789999999999997,295,0.2532,1,0,0.2952,0.1000694915254237,204.97,3.0497,3.0907,0.0095,0.0139,3.0087,0.0101,0.0152
11,5,"Thu Feb 07, 2019",Ohio State,0,13%,-340,-336,-325,-350,+184,-360,-350,-340,+180,-350,-340,-340,+190,-350,-345,-,-,-350,-,-,-,-350,-350,-350,+185,-360,-,-,-,-240.35,0.6911,0.6711,190,0.3448,1,0,0.9462,0.4979947368421053,-204.04,1.4901,1.4999,0.0385,0.073,1.4803,0.02,0.0401
12,6,"Thu Feb 07, 2019",NC-Wilmington,0,100%,+170,+155,+175,+170,-215,+170,+170,+160,-220,+170,+165,+170,-210,+153,+170,-,-,+170,-,-,-220,+170,+170,+170,-225,+170,-,-,-225,61.9545,0.4594,0.43939999999999996,175,0.3636,1,0,0.2083,0.11905714285714282,127.58,2.2758,2.3013,0.0151,0.0245,2.2503,0.0163,0.0276
13,6,"Thu Feb 07, 2019",Drexel,0,0%,-200,-183,-190,-200,+185,-200,-195,-180,+180,-200,-190,-200,+190,-188,-200,-,-,-200,-,-,+180,-200,-200,-195,+185,-200,-,-,+185,-91.6364,0.5767,0.5567,190,0.3448,1,0,0.6144,0.3233842105263157,-125.5808,1.7963,1.8122,0.024,0.0426,1.7803999999999998,0.02,0.0367
14,7,"Thu Feb 07, 2019",William & Mary,0,59%,+300,+364,+420,+384,+200,+375,+390,+375,+200,+384,+405,+400,+210,+360,+391,-,-,+380,-,-,+200,+384,+384,+390,+200,+375,-,-,+200,335.0455,0.2405,0.2205,420,0.1923,1,0,0.1466,0.03490476190476192,353.51,4.5351,4.6058,0.0055,0.0073,4.4643999999999995,0.0058,0.0078
15,7,"Thu Feb 07, 2019",Northeastern,0,41%,-360,-465,-475,-500,-240,-550,-515,-500,-240,-500,-500,-500,-230,-488,-486,-,-,-510,-,-,-250,-500,-500,-515,-240,-550,-,-,-240,-431.5455,0.7991,0.7791,-230,0.697,1,0,0.1178,0.27103,-352.7337,1.2835,1.2892000000000001,0.0647,0.1279,1.2778,0.02,0.0434
16,8,"Thu Feb 07, 2019",(25) Cincinnati,0,0%,-145,-184,-178,-190,+285,-190,-185,-180,+260,-190,-190,-185,+295,-189,-189,-,-,-190,-,-,+280,-190,-190,-185,+285,-190,-230,-,+275,-67.1739,0.5524,0.5324,295,0.2532,1,0,1.103,0.37389152542372883,-113.8563,1.8783,1.8959000000000001,0.0219,0.0381,1.8607,0.02,0.036
17,8,"Thu Feb 07, 2019",Memphis,0,100%,+125,+156,+167,+163,-340,+165,+160,+160,-340,+163,+165,+165,-325,+154,+164,-,-,+160,-,-,-360,+163,+163,+160,-345,+165,+135,-,-350,29.0435,0.486,0.46599999999999997,167,0.3745,1,0,0.2442,0.14623952095808376,114.59,2.1459,2.1688,0.0168,0.0279,2.123,0.0181,0.0317
18,9,"Thu Feb 07, 2019",Milwaukee,0,0%,+160,+142,+150,+146,+165,+145,+145,+145,+170,+146,+148,+145,+175,+140,+148,-,-,+145,-,-,+170,+146,+146,+145,+160,+145,-,-,+170,151.6818,0.398,0.378,175,0.3636,1,0,0.0395,0.02257142857142856,164.55,2.6455,2.6784,0.0118,0.0181,2.6125999999999996,0.0126,0.0201
19,9,"Thu Feb 07, 2019",Youngstown State,0,100%,-185,-167,-160,-167,-190,-165,-165,-165,-200,-167,-168,-165,-190,-171,-168,-,-,-170,-,-,-200,-167,-167,-165,-180,-165,-,-,-200,-173.7273,0.6339,0.6139,-160,0.6154,0,1,-0.0024,0.0,-159.0078,1.6289,1.6415,0.0302,0.0555,1.6162999999999998,0.02,0.0384
20,10,"Thu Feb 07, 2019",(12) Houston,0,100%,-,+255,+244,+265,+405,+255,+255,+255,+400,+255,+252,+250,+420,+255,+241,+252,-,+255,+250,-,+400,+255,+252,+252,+400,+255,+255,-,+375,288.32,0.2633,0.2433,420,0.1923,1,0,0.2652,0.06313333333333332,311.02,4.1102,4.1724,0.0063,0.0085,4.048,0.0066,0.0091
21,10,"Thu Feb 07, 2019",Oakland,0,0%,-,-310,-297,-295,-500,-310,-310,-315,-500,-310,-310,-300,-475,-310,-308,-307,-,-310,-310,-,-525,-310,-310,-310,-500,-310,-310,-,-500,-354.08,0.7737,0.7537,-295,0.7468,1,0,0.0092,0.02711500000000015,-305.9976,1.3268,1.3333,0.0566,0.1111,1.3203,0.02,0.0426
22,11,"Thu Feb 07, 2019",Wright State,0,100%,+600,+596,+650,+711,-190,+700,+695,+650,-185,+711,+675,+650,-178,+590,+640,-,-,+660,-,-,-185,+711,+711,+695,-180,+700,-,-,-180,438.5,0.2708,0.25079999999999997,711,0.1233,1,0,1.034,0.1454272855133614,298.72,3.9872,4.0469,0.0065,0.0089,3.9275,0.0069,0.0096
23,11,"Thu Feb 07, 2019",Detroit Mercy,0,0%,-900,-850,-825,-1100,+165,-1200,-945,-1000,+165,-1100,-900,-900,+167,-926,-940,-,-,-920,-,-,+155,-1100,-1100,-945,+160,-1200,-,-,+160,-680.8636,0.7644,0.7444,167,0.3745,1,0,0.9875,0.5913461077844311,-291.2056,1.3434,1.3503,0.0541,0.1059,1.3365,0.02,0.0423
24,12,"Thu Feb 07, 2019",Northern Kentucky,0,100%,-170,-195,-185,-190,+148,-190,-190,-190,+150,-190,-180,-190,+150,-200,-196,-,-,-195,-,-,+145,-190,-190,-190,+145,-190,-,-,+145,-98.5455,0.5874,0.5674,150,0.4,1,0,0.4185,0.27899999999999997,-131.1647,1.7624,1.7776,0.025,0.0447,1.7471999999999999,0.02,0.037
25,12,"Thu Feb 07, 2019",Green Bay,0,0%,+150,+165,+170,+163,-168,+165,+165,+165,-170,+163,+160,+165,-160,+163,+166,-,-,+165,-,-,-170,+163,+163,+165,-165,+165,-,-,-165,74.2273,0.4454,0.4254,170,0.3704,1,0,0.1486,0.08739999999999996,135.07,2.3507,2.3777,0.0143,0.0229,2.3237,0.0153,0.0257
26,13,"Thu Feb 07, 2019",Cleveland State,0,53%,-,+360,+317,+345,-135,+360,+325,+335,-135,+360,+317,+330,-135,+360,+314,+333,-135,+360,+320,-,-135,+360,+317,+317,-135,+360,+325,-,-135,210.3846,0.3219,0.3019,360,0.2174,1,0,0.3887,0.10798333333333335,231.24,3.3124,3.3586,0.0084,0.0121,3.2662,0.0089,0.0131
27,13,"Thu Feb 07, 2019",Western Illinois,0,47%,-,-450,-397,-385,+115,-450,-450,-425,+115,-450,-400,-400,+115,-450,-415,-408,+115,-450,-420,-,+115,-450,-400,-400,+115,-450,-450,-,+115,-280.5769,0.7169,0.6969,115,0.4651,1,0,0.4983,0.43333478260869557,-229.9379,1.4349,1.4436,0.0431,0.0828,1.4262000000000001,0.02,0.0409
