,GameID,Date,Teams,Points,Wagers,Opener,Pinnacle,Fivedimes,Bookmaker,BetOnline,Bovada,Heritage,Intertops,Youwager,Justbet,Sportsbetting,Gtbets,Sportbet,Nitrogensports,Betphoenix,Betmania,Skybook,Mybookie,Abcislands,Jazz,Sportsinteraction,Betcris,Sbr,Wagerweb,Thegreek,Bodog,Matchbook,Looselines,Bet365,Consensus_Odds,Consensus_Probs,Consensus_Minus_Alpha,Max_Odds,Max_Implied_Prob,Signal_Long,Signal_Short,Payout_if_Win_Long,Payout_if_Lose_Long,Payout_if_Win_Short,Payout_if_Lose_Short,Expected_Value_Long,Expected_Value_Short,Breakeven_Odds_Gross,Breakeven_Odds_Net_Comm
10,5,"Sunday, January 27, 2019",Cleveland,0,51%,+150,+150,+108,+105,-101,+150,-,-,-,+150,-,-,-,+150,-,-,-,+150,-,-,-,+150,-,-,-,+150,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.8461538461538463,3.770739064856712
11,5,"Sunday, January 27, 2019",Chicago,0,49%,-180,-180,-118,-125,-119,-180,-,-,-,-180,-,-,-,-180,-,-,-,-180,-,-,-,-180,-,-,-,-180,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.8461538461538463,3.770739064856712
12,6,"Sunday, January 27, 2019",Sacramento,0,96%,+165,+160,-190,-195,-210,+165,-,-,-,+165,-,-,+150,+165,-,-,-,+165,-,-,-,+165,-,-,-,+165,-,-,+155,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.8461538461538463,3.770739064856712
13,6,"Sunday, January 27, 2019",L.A. Clippers,0,4%,-205,-195,+175,+166,+180,-205,-,-,-,-205,-,-,-180,-205,-,-,-,-205,-,-,-,-205,-,-,-,-205,-,-,-175,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.8461538461538463,3.770739064856712
14,7,"Sunday, January 27, 2019",Milwaukee,0,52%,-102,-102,-200,-215,-210,+105,+100,-105,-,+105,-101,+103,-,-104,+100,-,-,+100,-,-,-,+105,+105,+100,-,+105,+105,-,-,5.333333333333333,0.5264168283630317,0.48641682836303174,105,0.48780487804878053,0,1,1.05,-1,1,-1.05,-0.0028455018557849154,0.0028455018557849154,105.5849924776166,107.69669232716892
17,8,"Sunday, January 27, 2019",Dallas,0,-,+150,+173,-,-,-,+170,+170,+170,-,+166,+180,+170,-195,+170,+170,+170,-,+170,-,-,-,+166,+166,+170,-,+170,+177,-,-185,130.44444444444446,0.4014509479174502,0.3614509479174502,180,0.35714285714285715,1,0,1.8,-1,1,-1.8,0.012062654168860543,-0.012062654168860543,176.6627133672325,180.19596763457716
18,9,"Sunday, January 27, 2019",Orlando,0,-,+300,+300,-,-,-,+300,-,-,+110,+300,-,-,+108,+300,-,-,-,+300,-,-,+105,+300,-,-,+100,+300,-,-,+100,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.8461538461538463,3.770739064856712
19,9,"Sunday, January 27, 2019",Houston,0,-,-390,-390,-,-,-,-390,-,-,-130,-390,-,-,-118,-390,-,-,-,-390,-,-,-125,-390,-,-,-120,-390,-,-,-120,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.8461538461538463,3.770739064856712
20,10,"Sunday, January 27, 2019",Washington,0,-,+240,+240,-,-,-,+240,-,-,-200,+240,-,-,-190,+240,-,-,-200,+240,-,-,-205,+240,-,-,-200,+240,-,-,-200,37.30769230769231,0.465599519800963,0.425599519800963,240,0.29411764705882354,1,0,2.4,-1,1,-2.4,0.44703836732327407,-0.44703836732327407,134.96267112041448,137.6619245428228
22,11,"Sunday, January 27, 2019",Utah,0,-,-175,-175,-,-,-,-175,-,-,-,-175,-,-,-,-175,-,-,-,-175,-,-,-,-175,-,-,-,-175,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.8461538461538463,3.770739064856712
23,11,"Sunday, January 27, 2019",Minnesota,0,-,+145,+145,-,-,-,+145,-,-,-,+145,-,-,-,+145,-,-,-,+145,-,-,-,+145,-,-,-,+145,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.8461538461538463,3.770739064856712
25,12,"Sunday, January 27, 2019",New York,0,-,+190,+180,-,-,-,+180,+180,+175,-,+180,+180,+180,-390,+177,+175,+175,-,+175,-,-,-,+180,+180,+180,-,+180,+190,-,-450,112.61111111111111,0.4081062571130328,0.3681062571130328,190,0.3448275862068966,1,0,1.9,-1,1,-1.9,0.06750814562779506,-0.06750814562779506,171.66069054157217,175.0939043524036
26,13,"Sunday, January 27, 2019",Phoenix,0,-,+285,+285,-,-,-,+285,-,-,-,+285,-,-,-,+285,-,-,-,+285,-,-,-,+285,-,-,-,+285,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.8461538461538463,3.770739064856712
27,13,"Sunday, January 27, 2019",L.A. Lakers,0,-,-375,-375,-,-,-,-375,-,-,-,-375,-,-,-,-375,-,-,-,-375,-,-,-,-375,-,-,-,-375,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.8461538461538463,3.770739064856712
28,14,"Monday, January 28, 2019",Golden State,0,-,-,-,-,-,-,-,-,-,-,-,-,-,+240,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+240,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.8461538461538463,3.770739064856712
29,14,"Monday, January 28, 2019",Indiana,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-300,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.8461538461538463,3.770739064856712
30,15,"Monday, January 28, 2019",New York,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.8461538461538463,3.770739064856712
31,15,"Monday, January 28, 2019",Charlotte,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.8461538461538463,3.770739064856712
32,16,"Monday, January 28, 2019",Brooklyn,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-175,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-160,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.8461538461538463,3.770739064856712
33,16,"Monday, January 28, 2019",Boston,0,-,-,-,-,-,-,-,-,-,-,-,-,-,+145,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+140,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.8461538461538463,3.770739064856712
34,17,"Monday, January 28, 2019",Denver,0,-,-,-,-,-,-,-,-,-,-210,-,-,-,-200,-,-,-,-210,-,-,-,-210,-,-,-,-220,-,-,-,-220,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.8461538461538463,3.770739064856712
35,17,"Monday, January 28, 2019",Memphis,0,-,-,-,-,-,-,-,-,-,+175,-,-,-,+185,-,-,-,+175,-,-,-,+175,-,-,-,+180,-,-,-,+180,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.8461538461538463,3.770739064856712
36,18,"Monday, January 28, 2019",Atlanta,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.8461538461538463,3.770739064856712
37,18,"Monday, January 28, 2019",L.A. Clippers,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.8461538461538463,3.770739064856712
