,GameID,Date,Teams,Points,Wagers,Opener,Pinnacle,Fivedimes,Bookmaker,BetOnline,Bovada,Heritage,Intertops,Youwager,Justbet,Sportsbetting,Gtbets,Sportbet,Nitrogensports,Betphoenix,Betmania,Skybook,Mybookie,Abcislands,Jazz,Sportsinteraction,Betcris,Sbr,Wagerweb,Thegreek,Bodog,Matchbook,Looselines,Bet365,Consensus_Odds,Consensus_Probs,Consensus_Minus_Alpha,Max_Odds,Max_Implied_Prob,Signal_Long,Signal_Short,Payout_if_Win_Long,Payout_if_Lose_Long,Payout_if_Win_Short,Payout_if_Lose_Short,Expected_Value_Long,Expected_Value_Short,Breakeven_Odds_Gross,Breakeven_Odds_Gross_Decimal,Breakeven_Odds_Net_Comm_Long,Edge_Long_5ticks,Edge_Long_10ticks,Breakeven_Odds_Net_Comm_Short,Edge_Short_5ticks,Edge_Short_10ticks
0,0,"Sun Jan 27, 2019",Cleveland,0,38%,+150,+162,+167,+160,+165,+165,+170,+160,+155,+160,+165,+165,+167,+159,+165,+165,+165,+165,-,-,+165,+160,+160,+170,+165,+165,+172,-,+165,164.08,0.3787506767201637,0.3487506767201637,172,0.36764705882352944,0,1,1.72,-1,1,-1.72,-0.05139815932115477,0.05139815932115477,186.73779486380653,1.8673779486380653,1.9047255076108265,0.015584039898695482,0.02389357243959992,1.830030389665304,0.0304625203016049,0.04790005413761311
1,0,"Sun Jan 27, 2019",Chicago,0,62%,-180,-180,-178,-185,-190,-190,-200,-180,-175,-185,-190,-190,-178,-186,-195,-195,-195,-195,-,-,-195,-185,-185,-195,-185,-190,-180,-,-185,-187.48,0.6519691011002305,0.6219691011002305,-175,0.6363636363636364,0,1,0.5714285714285714,-1,1,-0.5714285714285714,-0.022619983985352088,0.022619983985352088,-164.52864115352074,0.6077969118257688,0.6199528500622842,0.05770416982241789,0.09689180073665048,0.5956409735892534,0.038659073033006974,0.06975752808801844
2,1,"Sun Jan 27, 2019",Sacramento,0,43%,+165,+138,+145,+144,+144,+155,+155,+145,+140,+153,+144,+140,+145,+140,+148,+148,+148,+145,-,-,+150,+144,+144,+155,+150,+155,+155,-,+145,147.0,0.4050353348681093,0.37503533486810925,155,0.3921568627450981,0,1,1.55,-1,1,-1.55,-0.04365989608632137,0.04365989608632137,166.6415420167477,1.666415420167477,1.6997437285708263,0.017860364084041454,0.027783303809123888,1.6330871117641275,0.03125106004604328,0.050002826789448784
3,1,"Sun Jan 27, 2019",L.A. Clippers,0,57%,-205,-153,-155,-165,-164,-175,-175,-165,-160,-178,-164,-160,-155,-163,-168,-168,-168,-170,-,-,-175,-165,-165,-175,-170,-175,-156,-,-165,-166.08,0.623917578671276,0.5939175786712759,-153,0.6047430830039525,0,1,0.6535947712418301,-1,1,-0.6535947712418301,-0.01790099736056988,0.01790099736056988,-146.25542684855574,0.6837353126291019,0.6974100188816839,0.05059810064724974,0.08466586159575121,0.6700606063765199,0.037817527360138325,0.06751340629370206
4,2,"Sun Jan 27, 2019",Milwaukee,0,46%,-102,-111,-113,-115,-117,+105,-115,-115,-115,-115,-117,-118,-113,-114,-115,-,-,-120,-,-,-115,-115,-115,-115,-120,+105,-110,-,-115,-96.0,0.5310210527599061,0.501021052759906,105,0.48780487804878053,1,0,1.05,-1,1,-1.05,0.02709315815780744,-0.02709315815780744,-100.40925684963408,0.9959241123530378,1.0158425946000986,0.03286660878470586,0.05384422902616018,0.9760056301059771,0.03503063158279718,0.060081684220792464
5,2,"Sun Jan 27, 2019",Oklahoma City,0,54%,-118,+101,+103,-105,-103,-125,-105,-105,-105,-105,-103,-102,+103,-101,-105,-,-,+100,-,-,+100,-105,-105,-105,+100,-125,+105,-,-105,-43.34782608695652,0.5098181610313735,0.4798181610313734,105,0.48780487804878053,0,1,1.05,-1,1,-1.05,-0.01637276988568448,0.01637276988568448,108.41228640668604,1.0841228640668603,1.1058053213481975,0.029758077935496445,0.048420297911133545,1.062440406785523,0.03439454483094129,0.0583854528825099
6,3,"Sun Jan 27, 2019",Toronto,0,58%,-170,-195,-200,-210,-205,-220,-210,-205,-200,-210,-205,-210,-200,-202,-210,-210,-210,-220,-,-,-235,-210,-210,-210,-200,-220,-187,-,-210,-208.16,0.675204984616708,0.6452049846167079,-187,0.6515679442508711,0,1,0.5347593582887701,-1,1,-0.5347593582887701,-0.009765611844945565,0.009765611844945565,-181.85288875033385,0.5498950315674676,0.5608929321988169,0.06442397262126552,0.10836308769571189,0.5388971309361182,0.03935614953850125,0.07161639876933662
7,3,"Sun Jan 27, 2019",Dallas,0,42%,+150,+175,+185,+176,+175,+180,+180,+175,+170,+176,+175,+180,+185,+172,+175,+175,+175,+170,-,-,+195,+176,+176,+180,+170,+180,+178,-,+175,177.16,0.3609315357634749,0.3309315357634749,195,0.3389830508474576,0,1,1.95,-1,1,-1.95,-0.023751969497749048,0.023751969497749048,202.1773061587957,2.021773061587957,2.062208522819716,0.014169030069508254,0.021494005952983206,1.9813376003561978,0.029927946072904277,0.046474522861078005
8,4,"Sun Jan 27, 2019",Orlando,0,35%,+300,+334,+335,+344,+330,+325,+345,+315,+350,+344,+330,+295,+335,+329,+353,+353,+353,+340,-,-,+365,+344,+344,+345,+320,+325,+355,-,+325,337.32,0.2289370827427878,0.1989370827427878,365,0.2150537634408602,0,1,3.65,-1,1,-3.65,-0.07494256524603682,0.07494256524603682,402.6714910125291,4.026714910125291,4.107249208327796,0.006246465193923015,0.008536448601222183,3.946180611922785,0.02596811248228359,0.03591496661942306
9,4,"Sun Jan 27, 2019",Houston,0,65%,-390,-385,-375,-440,-400,-450,-435,-400,-450,-440,-400,-390,-375,-408,-428,-428,-428,-440,-,-,-490,-440,-440,-435,-400,-450,-380,-,-425,-421.28,0.8076053864224167,0.7776053864224167,-375,0.7894736842105263,0,1,0.26666666666666666,-1,1,-0.26666666666666666,-0.015033177198272157,0.015033177198272157,-349.6511781078483,0.28599932235651,0.2917193088036402,0.12679459567082835,0.20986565907324864,0.28027933590937976,0.043328161592672526,0.08220843091379337
10,5,"Sun Jan 27, 2019",Washington,0,41%,+240,+158,+167,+160,+160,+165,+160,+165,+165,+160,+160,+165,+167,+155,+158,+161,+161,+155,-,-,+175,+160,+160,+160,+170,+165,+164,-,+160,162.24,0.3814392098567708,0.3514392098567708,175,0.36363636363636365,0,1,1.75,-1,1,-1.75,-0.033542172893880284,0.033542172893880284,184.5442318196511,1.845442318196511,1.8823511645604412,0.015806224487489,0.024271752476918283,1.8085334718325807,0.030543176295703134,0.048115136788541735
