,GameID,Date,Teams,Points,Wagers,Opener,Pinnacle,Fivedimes,Bookmaker,BetOnline,Bovada,Heritage,Intertops,Youwager,Justbet,Sportsbetting,Gtbets,Sportbet,Nitrogensports,Betphoenix,Betmania,Skybook,Mybookie,Abcislands,Jazz,Sportsinteraction,Betcris,Sbr,Wagerweb,Thegreek,Bodog,Matchbook,Looselines,Bet365,Consensus_Odds,Consensus_Probs,Consensus_Minus_Alpha,Max_Odds,Max_Implied_Prob,Signal_Long,Signal_Short,Payout_if_Win_Long,Payout_if_Lose_Long,Payout_if_Win_Short,Payout_if_Lose_Short,Expected_Value_Long,Expected_Value_Short,Breakeven_Odds_Gross,Breakeven_Odds_Net_Comm
0,0,"Sun Jan 27, 2019",Cleveland,0,42%,+150,+174,+167,+160,+170,+175,+165,+170,+165,+160,+170,+165,+167,+163,+163,+160,+160,+160,-,-,+160,+160,+160,+165,+170,+175,+177,-,+165,165.84,0.37631856066633057,0.3363185606663306,177,0.36101083032490977,0,1,1.77,-1,1,-1.77,-0.06839758695426423,0.06839758695426423,197.3371430999085,201.2838859619067
1,0,"Sun Jan 27, 2019",Chicago,0,58%,-180,-194,-178,-185,-195,-210,-190,-200,-190,-185,-195,-185,-178,-191,-188,-190,-190,-190,-,-,-195,-185,-185,-190,-200,-210,-179,-,-185,-190.52,0.6555258371001866,0.6155258371001866,-178,0.6402877697841726,0,1,0.5617977528089888,-1,1,-0.5617977528089888,-0.038673130821056834,0.038673130821056834,-160.09550094542524,-156.9563734759071
2,1,"Sun Jan 27, 2019",Sacramento,0,40%,+165,+169,+170,+170,+175,+170,+170,+165,+165,+170,+175,+165,+170,+166,+165,+165,+165,+165,-,-,+175,+170,+170,+170,+165,+170,+178,-,+165,168.92,0.37192954005771733,0.33192954005771735,178,0.3597122302158273,0,1,1.78,-1,1,-1.78,-0.07723587863954573,0.07723587863954573,201.2687571663901,205.2941323097179
3,1,"Sun Jan 27, 2019",L.A. Clippers,0,60%,-205,-188,-185,-200,-205,-200,-195,-190,-190,-200,-205,-190,-185,-195,-195,-195,-195,-195,-,-,-205,-200,-200,-195,-185,-200,-179,-,-185,-194.28,0.6599950157939963,0.6199950157939963,-179,0.6415770609318997,0,1,0.5586592178770949,-1,1,-0.5586592178770949,-0.0336390535948326,0.0336390535948326,-163.15444311590716,-159.95533638814425
4,2,"Sun Jan 27, 2019",Milwaukee,0,50%,-102,-110,-113,-115,-116,+105,-115,-115,-115,-115,-116,-118,-113,-113,-115,-,-,-120,-,-,-120,-115,-115,-115,-120,+105,-108,-,-115,-95.95652173913044,0.53090255079662,0.49090255079662,105,0.48780487804878053,1,0,1.05,-1,1,-1.05,0.006350229133071039,-0.006350229133071039,103.70641757253733,105.78054592398809
5,2,"Sun Jan 27, 2019",Oklahoma City,0,50%,-118,-100,+103,-105,-104,-125,-105,-105,-105,-105,-104,-102,+103,-102,-105,-,-,+100,-,-,+100,-105,-105,-105,+100,-125,+104,-,-105,-52.26086956521739,0.5103473442246864,0.47034734422468644,104,0.49019607843137253,0,1,1.04,-1,1,-1.04,-0.04049141778163973,0.04049141778163973,112.60883308449104,114.86100974618086
6,3,"Sun Jan 27, 2019",Toronto,0,60%,-170,-187,-190,-185,-192,-200,-200,-200,-190,-185,-192,-200,-190,-193,-196,-196,-196,-195,-,-,-200,-185,-185,-200,-200,-200,-182,-,-200,-193.56,0.6592096594033764,0.6192096594033764,-182,0.6453900709219857,0,1,0.5494505494505495,-1,1,-0.5494505494505495,-0.040565253012350866,0.040565253012350866,-162.61170344636275,-159.42323867290466
7,3,"Sun Jan 27, 2019",Dallas,0,40%,+150,+168,+175,+160,+167,+170,+170,+170,+165,+160,+167,+170,+175,+165,+166,+166,+166,+165,-,-,+165,+160,+160,+170,+170,+170,+172,-,+170,167.28,0.3742318318970914,0.33423183189709144,175,0.36363636363636365,0,1,1.75,-1,1,-1.75,-0.08086246228299865,0.08086246228299865,199.19352514212224,203.1773956449647
8,4,"Sun Jan 27, 2019",Orlando,0,37%,+300,+334,+335,+344,+330,+315,+345,+315,+320,+344,+330,+295,+335,+329,+353,+353,+353,+340,-,-,+355,+344,+344,+345,+320,+315,+350,-,+325,334.72,0.23031232075093314,0.19031232075093313,355,0.21978021978021978,0,1,3.55,-1,1,-3.55,-0.1340789405832542,0.1340789405832542,425.45205484027855,433.96109593708417
9,4,"Sun Jan 27, 2019",Houston,0,63%,-390,-386,-375,-440,-400,-430,-435,-400,-420,-440,-400,-390,-375,-408,-428,-428,-428,-440,-,-,-475,-440,-440,-435,-400,-430,-380,-,-425,-417.92,0.8064770302089833,0.7664770302089833,-375,0.7894736842105263,0,1,0.26666666666666666,-1,1,-0.26666666666666666,-0.029129095068621186,0.029129095068621186,-328.22339956318444,-321.787646630573
10,5,"Sun Jan 27, 2019",Washington,0,55%,+240,+163,+165,+172,+175,+165,+165,+160,+165,+172,+175,+165,+165,+160,+165,+165,+165,+165,-,-,+170,+172,+172,+165,+160,+165,+167,-,+165,166.52,0.3752999134491993,0.3352999134491993,175,0.36363636363636365,0,1,1.75,-1,1,-1.75,-0.07792523801470197,0.07792523801470197,198.24045873233075,202.20526790697738
11,5,"Sun Jan 27, 2019",San Antonio,0,45%,-300,-181,-175,-205,-205,-190,-190,-180,-185,-205,-205,-185,-175,-187,-195,-195,-195,-195,-,-,-200,-205,-205,-190,-180,-190,-177,-,-185,-191.2,0.6561882484397722,0.6161882484397722,-175,0.6363636363636364,0,1,0.5714285714285714,-1,1,-0.5714285714285714,-0.031704181023215205,0.031704181023215205,-160.54439342592138,-157.39646414306017
12,6,"Sun Jan 27, 2019",Utah,0,0%,-175,-190,-190,-215,-205,-200,-190,-200,-190,-215,-205,-200,-190,-196,-200,-200,-200,-200,-,-,-180,-215,-215,-190,-200,-200,-185,-,-200,-198.84,0.6650505714681134,0.6250505714681134,-180,0.6428571428571429,0,1,0.5555555555555556,-1,1,-0.5555555555555556,-0.027699111049601377,0.027699111049601377,-166.70263344992873,-163.4339543626752
