,GameID,Date,Teams,Points,Wagers,Opener,Pinnacle,Fivedimes,Bookmaker,BetOnline,Bovada,Heritage,Intertops,Youwager,Justbet,Sportsbetting,Gtbets,Sportbet,Nitrogensports,Betphoenix,Betmania,Skybook,Mybookie,Abcislands,Jazz,Sportsinteraction,Betcris,Sbr,Wagerweb,Thegreek,Bodog,Matchbook,Looselines,Bet365,Consensus_Odds,Consensus_Probs,Consensus_Minus_Alpha,Max_Odds,Max_Implied_Prob,Signal_Long,Signal_Short,Payout_if_Win_Long,Payout_if_Lose_Long,Payout_if_Win_Short,Payout_if_Lose_Short,Expected_Value_Long,Expected_Value_Short,Breakeven_Odds_Gross,Breakeven_Odds_Gross_Decimal,Breakeven_Odds_Net_Comm_Long,Breakeven_Odds_Net_Comm_Short,Edge_Long_5ticks,Edge_Long_10ticks,Edge_Short_5ticks,Edge_Short_10ticks
0,0,"Sun Jan 27, 2019",Cleveland,0,37%,+150,+167,+170,+170,+165,+175,+170,+165,+160,+170,+165,+180,+170,+164,+165,+165,+165,+160,-,-,+175,+170,+170,+175,+165,+175,+170,-,+165,168.44,0.3726427872961687,0.3426427872961687,180,0.35714285714285715,0,1,1.8,-1,1,-1.8,-0.04060019557072758,0.04060019557072758,191.8491318294216,1.918491318294216,1.9568611446600999,1.8801214919283316,-0.31023493689661924,-0.27934735400592803,0.4492379423266998,0.49999162222247284
1,0,"Sun Jan 27, 2019",Chicago,0,63%,-180,-186,-185,-200,-190,-210,-200,-190,-180,-200,-190,-210,-185,-192,-195,-195,-195,-190,-,-,-205,-200,-200,-205,-185,-210,-181,-,-185,-194.56,0.6601981830917113,0.6301981830917113,-180,0.6428571428571429,0,1,0.5555555555555556,-1,1,-0.5555555555555556,-0.01969171519067131,0.01969171519067131,-170.41511271103386,0.5868024168112721,0.5985384651474975,0.5750663684750467,1.682381082888934,1.856894707042017,-1.4088371178011792,-1.3346716530692389
2,1,"Sun Jan 27, 2019",Sacramento,0,43%,+165,+146,+160,+153,+160,+160,+170,+155,+160,+153,+160,+155,+160,+151,+158,+161,+161,+155,-,-,+160,+153,+153,+170,+153,+160,+161,-,+160,157.92,0.38787868006474013,0.3578786800647401,170,0.37037037037037035,0,1,1.7,-1,1,-1.7,-0.0337275638252017,0.0337275638252017,179.42430094441514,1.7942430094441513,1.8301278696330343,1.7583581492552682,-0.37169862579081664,-0.3324794318673296,0.5486137780376388,0.61745871138644
3,1,"Sun Jan 27, 2019",L.A. Clippers,0,57%,-205,-162,-170,-178,-180,-180,-200,-175,-180,-178,-180,-175,-170,-177,-183,-181,-181,-185,-,-,-190,-178,-178,-195,-173,-180,-166,-,-180,-179.0,0.6412891282652906,0.6112891282652906,-162,0.6183206106870229,0,1,0.6172839506172839,-1,1,-0.6172839506172839,-0.011371903669715244,0.011371903669715244,-157.2606203519021,0.6358871011460465,0.6486048431689675,0.6231693591231255,1.900994231100197,2.157503767539226,-1.5219802420432227,-1.4264860523133847
4,2,"Sun Jan 27, 2019",Milwaukee,0,46%,-102,-110,-113,-115,-116,+105,-115,-115,-115,-115,-116,-118,-113,-113,-115,-,-,-120,-,-,-115,-115,-115,-115,-120,+105,-107,-,-115,-95.69565217391305,0.5303419690055462,0.5003419690055462,105,0.48780487804878053,1,0,1.05,-1,1,-1.05,0.025701036461369675,-0.025701036461369675,-100.13688122048816,0.9986330588808057,1.0186057200584218,0.9786603977031896,-6.782695517795345,-3.7124230708958708,-7.504278280783852,-4.61818990600664
5,2,"Sun Jan 27, 2019",Oklahoma City,0,54%,-118,-100,+103,-105,-104,-125,-105,-105,-105,-105,-104,-102,+103,-102,-105,-,-,+100,-,-,+100,-105,-105,-105,+100,-125,+104,-,-105,-52.26086956521739,0.5103473442246864,0.4803473442246864,104,0.49019607843137253,0,1,1.04,-1,1,-1.04,-0.020091417781639753,0.020091417781639753,108.1826853053739,1.081826853053739,1.1034633901148136,1.0601903159926642,-2.9058195805808666,-2.0736878337111344,50.51440651320251,-13.533770618811767
6,3,"Sun Jan 27, 2019",Toronto,0,59%,-170,-195,-200,-210,-205,-220,-210,-205,-200,-210,-205,-210,-200,-202,-210,-210,-210,-220,-,-,-230,-210,-210,-210,-200,-220,-187,-,-210,-207.96,0.6750240710029584,0.6450240710029583,-187,0.6515679442508711,0,1,0.5347593582887701,-1,1,-0.5347593582887701,-0.010043270706689589,0.010043270706689589,-181.7092423211417,0.550329739547679,0.5613363343386326,0.5393231447567255,1.5583482645392874,1.693190629714884,-1.3401327788920978,-1.2781444248706415
7,3,"Sun Jan 27, 2019",Dallas,0,41%,+150,+175,+185,+176,+175,+180,+180,+175,+170,+176,+175,+180,+185,+172,+175,+175,+175,+170,-,-,+190,+176,+176,+180,+170,+180,+178,-,+175,176.96,0.3611653171778525,0.33116531717785247,190,0.3448275862068966,0,1,1.9,-1,1,-1.9,-0.03962058018422787,0.03962058018422787,201.96398841577656,2.0196398841577654,2.0600326818409207,1.9792470864746101,-0.27137071060191215,-0.24540006179124377,0.38859446744475146,0.4295249291826755
8,4,"Sun Jan 27, 2019",Orlando,0,35%,+300,+334,+335,+344,+330,+325,+345,+315,+350,+344,+330,+295,+335,+329,+353,+353,+353,+340,-,-,+365,+344,+344,+345,+320,+325,+375,-,+325,338.12,0.22856692658315797,0.19856692658315797,375,0.21052631578947367,0,1,3.75,-1,1,-3.75,-0.05680709872999956,0.05680709872999956,403.6085400562461,4.036085400562461,4.116807108573711,3.955363692551212,-0.054505978061734406,-0.05057237408575494,0.07727911481660227,0.08210942841411983
9,4,"Sun Jan 27, 2019",Houston,0,65%,-390,-385,-375,-440,-400,-450,-435,-400,-450,-440,-400,-390,-375,-408,-428,-428,-428,-440,-,-,-485,-440,-440,-435,-400,-450,-380,-,-425,-421.08,0.8075474406017591,0.7775474406017591,-375,0.7894736842105263,0,1,0.26666666666666666,-1,1,-0.26666666666666666,-0.015106575237771841,0.015106575237771841,-349.53405018360405,0.28609515996359086,0.2918170631628627,0.280373256764319,1.1155272740918596,1.1433133079493505,-1.0665869800322643,-1.0489545917643162
10,5,"Sun Jan 27, 2019",Washington,0,41%,+240,+158,+167,+160,+160,+165,+160,+165,+165,+160,+160,+165,+167,+155,+158,+161,+161,+155,-,-,+175,+160,+160,+160,+170,+165,+164,-,+160,162.24,0.3814392098567708,0.3514392098567708,175,0.36363636363636365,0,1,1.75,-1,1,-1.75,-0.033542172893880284,0.033542172893880284,184.5442318196511,1.845442318196511,1.8823511645604412,1.8085334718325807,-0.34417936691520595,-0.3087735669392251,0.5035801323699305,0.5639173906800599
11,5,"Sun Jan 27, 2019",San Antonio,0,59%,-300,-175,-178,-185,-180,-190,-185,-190,-190,-185,-180,-185,-178,-181,-183,-181,-181,-185,-,-,-205,-185,-185,-185,-200,-190,-173,-,-180,-184.6,0.6484283045960443,0.6184283045960443,-173,0.6336996336996337,0,1,0.5780346820809249,-1,1,-0.5780346820809249,-0.0240986869669359,0.0240986869669359,-162.07394627144373,0.6170023146873871,0.6293423609811348,0.6046622683936393,1.8083943274591605,2.0282229691292692,-1.4752425117093808,-1.3887546315781092
12,6,"Sun Jan 27, 2019",Utah,0,35%,-175,-178,-175,-180,-180,-180,-180,-190,-180,-180,-180,-185,-175,-184,-184,-182,-182,-185,-,-,-180,-180,-180,-180,-180,-180,-174,-,-185,-180.76,0.643771600823268,0.613771600823268,-174,0.635036496350365,0,1,0.5747126436781609,-1,1,-0.5747126436781609,-0.03348609985301482,0.03348609985301482,-158.91415601016325,0.6292705603496052,0.6418559715565972,0.6166851491426131,1.8671737878712351,2.109945661116944,-1.5051059236892246,-1.412895398677966
13,6,"Sun Jan 27, 2019",Minnesota,0,65%,+145,+160,+165,+155,+160,+160,+155,+165,+160,+155,+160,+165,+165,+157,+159,+162,+162,+155,-,-,+150,+155,+155,+155,+160,+160,+165,-,+165,159.4,0.3856048359204681,0.3556048359204681,165,0.37735849056603776,0,1,1.65,-1,1,-1.65,-0.05764718481075959,0.05764718481075959,181.211023863481,1.8121102386348098,1.8483524434075063,1.7758680338621138,-0.36170290761424223,-0.32388428076717224,0.5321531779583213,0.5978285738492819
14,7,"Sun Jan 27, 2019",Miami,0,66%,-230,-189,-185,-190,-205,-210,-200,-200,-200,-190,-205,-190,-185,-195,-196,-196,-196,-195,-,-,-215,-190,-190,-200,-200,-210,-194,-,-200,-197.04,0.6631244775769521,0.6331244775769521,-185,0.6491228070175439,0,1,0.5405405405405406,-1,1,-0.5405405405405406,-0.02464607508415484,0.02464607508415484,-172.5720139069103,0.5794682332092532,0.5910575978734383,0.5678788685450682,1.6552258516399947,1.8206452578185492,-1.3940857764851768,-1.3225831379010262
15,7,"Sun Jan 27, 2019",New York,0,34%,+190,+170,+170,+163,+175,+175,+170,+170,+170,+163,+175,+165,+170,+167,+166,+166,+166,+165,-,-,+175,+163,+163,+170,+170,+175,+183,-,+170,169.4,0.3713141181885312,0.3413141181885312,183,0.35335689045936397,0,1,1.83,-1,1,-1.83,-0.034081045526456744,0.034081045526456744,192.98524341956212,1.9298524341956211,1.9684494828795338,1.8912553855117087,-0.3054394939289005,-0.2751735046387754,0.4416655728250501,0.4911426257052163
16,8,"Sun Jan 27, 2019",Phoenix,0,4%,+285,+263,+260,+252,+250,+255,+260,+245,+240,+252,+250,+250,+260,+259,+255,+255,+255,+260,-,-,+260,+252,+252,+260,+250,+255,+278,-,+250,255.12,0.2817043618238911,0.2517043618238911,278,0.2645502645502646,0,1,2.78,-1,1,-2.78,-0.04855751230569161,0.04855751230569161,297.29148623163934,2.9729148623163932,3.032373159562721,2.9134565650700655,-0.10764316181267175,-0.09921716184111296,0.14985886868155035,0.16093063180618652
17,8,"Sun Jan 27, 2019",L.A. Lakers,0,96%,-375,-298,-290,-310,-300,-310,-320,-290,-300,-310,-300,-300,-290,-312,-315,-315,-315,-335,-,-,-320,-310,-310,-320,-300,-310,-292,-,-310,-307.28,0.7542925220300463,0.7242925220300462,-290,0.7435897435897436,0,1,0.3448275862068966,-1,1,-0.3448275862068966,-0.025951435890627456,0.025951435890627456,-262.70325613329163,0.380657634290081,0.38827078697588263,0.37304448160427933,1.2151117131589158,1.2630686382901122,-1.1315681412957517,-1.1035557245137386
18,9,"Monday, January 28, 2019",Golden State,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.03,0,0.0,0,1,0.0,-1,1,0.0,-1.03,1.03,2.9126213592233006,0.029126213592233007,0.02855511136493432,0.029720626114523477,1.0878096625244043,1.1519450815911922,-0.9795274160816414,-0.9323655515856119
19,9,"Monday, January 28, 2019",Indiana,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.03,0,0.0,0,1,0.0,-1,1,0.0,-1.03,1.03,2.9126213592233006,0.029126213592233007,0.02855511136493432,0.029720626114523477,1.0878096625244043,1.1519450815911922,-0.9795274160816414,-0.9323655515856119
20,10,"Monday, January 28, 2019",New York,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.03,0,0.0,0,1,0.0,-1,1,0.0,-1.03,1.03,2.9126213592233006,0.029126213592233007,0.02855511136493432,0.029720626114523477,1.0878096625244043,1.1519450815911922,-0.9795274160816414,-0.9323655515856119
21,10,"Monday, January 28, 2019",Charlotte,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.03,0,0.0,0,1,0.0,-1,1,0.0,-1.03,1.03,2.9126213592233006,0.029126213592233007,0.02855511136493432,0.029720626114523477,1.0878096625244043,1.1519450815911922,-0.9795274160816414,-0.9323655515856119
22,11,"Monday, January 28, 2019",Brooklyn,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.03,0,0.0,0,1,0.0,-1,1,0.0,-1.03,1.03,2.9126213592233006,0.029126213592233007,0.02855511136493432,0.029720626114523477,1.0878096625244043,1.1519450815911922,-0.9795274160816414,-0.9323655515856119
23,11,"Monday, January 28, 2019",Boston,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.03,0,0.0,0,1,0.0,-1,1,0.0,-1.03,1.03,2.9126213592233006,0.029126213592233007,0.02855511136493432,0.029720626114523477,1.0878096625244043,1.1519450815911922,-0.9795274160816414,-0.9323655515856119
24,12,"Monday, January 28, 2019",Denver,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.03,0,0.0,0,1,0.0,-1,1,0.0,-1.03,1.03,2.9126213592233006,0.029126213592233007,0.02855511136493432,0.029720626114523477,1.0878096625244043,1.1519450815911922,-0.9795274160816414,-0.9323655515856119
25,12,"Monday, January 28, 2019",Memphis,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.03,0,0.0,0,1,0.0,-1,1,0.0,-1.03,1.03,2.9126213592233006,0.029126213592233007,0.02855511136493432,0.029720626114523477,1.0878096625244043,1.1519450815911922,-0.9795274160816414,-0.9323655515856119
26,13,"Monday, January 28, 2019",Atlanta,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.03,0,0.0,0,1,0.0,-1,1,0.0,-1.03,1.03,2.9126213592233006,0.029126213592233007,0.02855511136493432,0.029720626114523477,1.0878096625244043,1.1519450815911922,-0.9795274160816414,-0.9323655515856119
27,13,"Monday, January 28, 2019",L.A. Clippers,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.03,0,0.0,0,1,0.0,-1,1,0.0,-1.03,1.03,2.9126213592233006,0.029126213592233007,0.02855511136493432,0.029720626114523477,1.0878096625244043,1.1519450815911922,-0.9795274160816414,-0.9323655515856119
