,GameID,Date,Teams,Points,Wagers,Opener,Pinnacle,Fivedimes,Bookmaker,BetOnline,Bovada,Heritage,Intertops,Youwager,Justbet,Sportsbetting,Gtbets,Sportbet,Nitrogensports,Betphoenix,Betmania,Skybook,Mybookie,Abcislands,Jazz,Sportsinteraction,Betcris,Sbr,Wagerweb,Thegreek,Bodog,Matchbook,Looselines,Bet365,Consensus_Odds,Consensus_Probs,Consensus_Minus_Alpha,Max_Odds,Max_Implied_Prob,Signal_Long,Signal_Short,Payout_if_Win_Long,Payout_if_Lose_Long,Payout_if_Win_Short,Payout_if_Lose_Short,Expected_Value_Long,Expected_Value_Short,Breakeven_Odds_Gross,Breakeven_Odds_Gross_Decimal,Breakeven_Odds_Net_Comm_Long,Breakeven_Odds_Net_Comm_Short,Edge_Long_5ticks,Edge_Long_10ticks,Edge_Short_5ticks,Edge_Short_10ticks
10,5,"Sun Jan 27, 2019",Washington,0,41%,+240,+158,+167,+160,+160,+165,+160,+165,+165,+160,+160,+165,+167,+155,+158,+161,+161,+155,-,-,+175,+160,+160,+160,+170,+165,+164,-,+160,162.24,0.3814392098567708,0.3514392098567708,175,0.36363636363636365,0,1,1.75,-1,1,-1.75,-0.033542172893880284,0.033542172893880284,184.5442318196511,1.845442318196511,1.8823511645604412,1.8085334718325807,0.015806224487489,0.024271752476918283,0.030543176295703134,0.048115136788541735
11,5,"Sun Jan 27, 2019",San Antonio,0,59%,-300,-175,-178,-185,-180,-190,-185,-190,-190,-185,-180,-185,-178,-181,-183,-181,-181,-185,-,-,-205,-185,-185,-185,-200,-190,-172,-,-180,-184.56,0.6483744368951178,0.6183744368951177,-172,0.6323529411764707,0,1,0.5813953488372093,-1,1,-0.5813953488372093,-0.022105541654232397,0.022105541654232397,-162.03695367366407,0.6171431746451861,0.6294860381380898,0.6048003111522824,0.056735872325634006,0.09523137019718926,0.038551233106853544,0.0694699549516094
12,6,"Sun Jan 27, 2019",Utah,0,35%,-175,-173,-175,-180,-177,-180,-180,-190,-180,-180,-177,-185,-175,-179,-184,-182,-182,-185,-,-,-180,-180,-180,-180,-180,-180,-170,-,-185,-179.96,0.6427299523360223,0.6127299523360222,-170,0.6296296296296295,0,1,0.5882352941176471,-1,1,-0.5882352941176471,-0.026840663936905873,0.026840663936905873,-158.21774909575996,0.6320403404265084,0.6446811472350386,0.6193995336179782,0.05525110149145092,0.09268180944709478,0.03838189857008073,0.06901839618688183
13,6,"Sun Jan 27, 2019",Minnesota,0,65%,+145,+156,+165,+155,+157,+160,+155,+165,+160,+155,+157,+165,+165,+153,+159,+162,+162,+155,-,-,+150,+155,+155,+155,+160,+160,+165,-,+165,158.84,0.38645046878109435,0.3564504687810943,165,0.37735849056603776,0,1,1.65,-1,1,-1.65,-0.055406257730100106,0.055406257730100106,180.54388690231363,1.8054388690231362,1.841547646403599,1.7693300916426735,0.01622666715363496,0.024988332164989937,0.030693514063432903,0.04851603750248756
14,7,"Sun Jan 27, 2019",Miami,0,66%,-230,-189,-185,-190,-205,-210,-200,-200,-200,-190,-205,-190,-185,-195,-196,-196,-196,-195,-,-,-215,-190,-190,-200,-200,-210,-192,-,-200,-196.96,0.6630312896168365,0.6330312896168365,-185,0.6491228070175439,0,1,0.5405405405405406,-1,1,-0.5405405405405406,-0.024789634914603176,0.024789634914603176,-172.5027970248114,0.5797007452906217,0.5912947601964341,0.5681067303848092,0.06080033879672104,0.10218868598002046,0.03899093868850512,0.07064250316934689
15,7,"Sun Jan 27, 2019",New York,0,34%,+190,+170,+170,+163,+175,+175,+170,+170,+170,+163,+175,+165,+170,+167,+166,+166,+166,+165,-,-,+180,+163,+163,+170,+170,+175,+182,-,+170,169.56,0.371104499473537,0.34110449947353705,182,0.35460992907801414,0,1,1.82,-1,1,-1.82,-0.03808531148462546,0.03808531148462546,193.16529144101196,1.9316529144101195,1.970285972698322,1.8930198561219171,0.014964779933519114,0.022841462764803123,0.0302331349842061,0.04728835995788305
16,8,"Sun Jan 27, 2019",Phoenix,0,8%,+285,+263,+260,+252,+250,+255,+260,+245,+240,+252,+250,+250,+260,+259,+255,+255,+255,+260,-,-,+260,+252,+252,+260,+250,+255,+278,-,+250,255.12,0.2817043618238911,0.2517043618238911,278,0.2645502645502646,0,1,2.78,-1,1,-2.78,-0.04855751230569161,0.04855751230569161,297.29148623163934,2.9729148623163932,3.032373159562721,2.9134565650700655,0.008938285349793643,0.012813399585991299,0.02755113085471672,0.04013634894591134
17,8,"Sun Jan 27, 2019",L.A. Lakers,0,92%,-375,-298,-290,-310,-300,-310,-320,-290,-300,-310,-300,-300,-290,-312,-315,-315,-315,-335,-,-,-320,-310,-310,-320,-300,-310,-292,-,-310,-307.28,0.7542925220300463,0.7242925220300462,-290,0.7435897435897436,0,1,0.3448275862068966,-1,1,-0.3448275862068966,-0.025951435890627456,0.025951435890627456,-262.70325613329163,0.380657634290081,0.38827078697588263,0.37304448160427933,0.09521231371325156,0.1596315074369862,0.04172877566090141,0.07794340176240375
18,9,"Monday, January 28, 2019",Golden State,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.03,0,0.0,0,1,0.0,-1,1,0.0,-1.03,1.03,2.9126213592233006,0.029126213592233007,0.02855511136493432,0.029720626114523477,-13.141813885859689,-8.042127943136384,1.0293916187834358,1.0278916187834357
19,9,"Monday, January 28, 2019",Indiana,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.03,0,0.0,0,1,0.0,-1,1,0.0,-1.03,1.03,2.9126213592233006,0.029126213592233007,0.02855511136493432,0.029720626114523477,-13.141813885859689,-8.042127943136384,1.0293916187834358,1.0278916187834357
20,10,"Monday, January 28, 2019",New York,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.03,0,0.0,0,1,0.0,-1,1,0.0,-1.03,1.03,2.9126213592233006,0.029126213592233007,0.02855511136493432,0.029720626114523477,-13.141813885859689,-8.042127943136384,1.0293916187834358,1.0278916187834357
21,10,"Monday, January 28, 2019",Charlotte,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.03,0,0.0,0,1,0.0,-1,1,0.0,-1.03,1.03,2.9126213592233006,0.029126213592233007,0.02855511136493432,0.029720626114523477,-13.141813885859689,-8.042127943136384,1.0293916187834358,1.0278916187834357
22,11,"Monday, January 28, 2019",Brooklyn,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.03,0,0.0,0,1,0.0,-1,1,0.0,-1.03,1.03,2.9126213592233006,0.029126213592233007,0.02855511136493432,0.029720626114523477,-13.141813885859689,-8.042127943136384,1.0293916187834358,1.0278916187834357
23,11,"Monday, January 28, 2019",Boston,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.03,0,0.0,0,1,0.0,-1,1,0.0,-1.03,1.03,2.9126213592233006,0.029126213592233007,0.02855511136493432,0.029720626114523477,-13.141813885859689,-8.042127943136384,1.0293916187834358,1.0278916187834357
24,12,"Monday, January 28, 2019",Denver,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.03,0,0.0,0,1,0.0,-1,1,0.0,-1.03,1.03,2.9126213592233006,0.029126213592233007,0.02855511136493432,0.029720626114523477,-13.141813885859689,-8.042127943136384,1.0293916187834358,1.0278916187834357
25,12,"Monday, January 28, 2019",Memphis,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.03,0,0.0,0,1,0.0,-1,1,0.0,-1.03,1.03,2.9126213592233006,0.029126213592233007,0.02855511136493432,0.029720626114523477,-13.141813885859689,-8.042127943136384,1.0293916187834358,1.0278916187834357
26,13,"Monday, January 28, 2019",Atlanta,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.03,0,0.0,0,1,0.0,-1,1,0.0,-1.03,1.03,2.9126213592233006,0.029126213592233007,0.02855511136493432,0.029720626114523477,-13.141813885859689,-8.042127943136384,1.0293916187834358,1.0278916187834357
27,13,"Monday, January 28, 2019",L.A. Clippers,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.03,0,0.0,0,1,0.0,-1,1,0.0,-1.03,1.03,2.9126213592233006,0.029126213592233007,0.02855511136493432,0.029720626114523477,-13.141813885859689,-8.042127943136384,1.0293916187834358,1.0278916187834357
