,GameID,Date,Teams,Points,Wagers,Opener,Pinnacle,Fivedimes,Bookmaker,BetOnline,Bovada,Heritage,Intertops,Youwager,Justbet,Sportsbetting,Gtbets,Sportbet,Nitrogensports,Betphoenix,Betmania,Skybook,Mybookie,Abcislands,Jazz,Sportsinteraction,Betcris,Sbr,Wagerweb,Thegreek,Bodog,Matchbook,Looselines,Bet365,Consensus_Odds,Consensus_Probs,Consensus_Minus_Alpha,Max_Odds,Max_Implied_Prob,Signal_Long,Signal_Short,Expected_Value_Long,Kelly_Long,Breakeven_Odds_Gross,Breakeven_Odds_Gross_Decimal,Breakeven_Odds_Net_Comm_Long,Kelly_Long_2ticks,Kelly_Long_5ticks,Breakeven_Odds_Net_Comm_Short,Kelly_Short_2ticks,Kelly_Short_5ticks
0,0,"Tue Feb 12, 2019",L.A. Lakers,0,69%,-240,-191,-192,-220,-210,-220,-205,-205,-220,-220,-210,-200,-192,-,-207,-207,-207,-215,-,-,-215,-220,-220,-205,-200,-220,-188,-,-210,-208.2917,0.6753,0.6553,-188,0.6528,1,0,0.0039,0.007263999999999997,-190.1141,1.526,1.5365,0.0359,0.0676,1.5154999999999998,0.02,0.0397
