,GameID,Date,Teams,Points,Wagers,Opener,Pinnacle,Fivedimes,Bookmaker,BetOnline,Bovada,Heritage,Intertops,Youwager,Justbet,Sportsbetting,Gtbets,Sportbet,Nitrogensports,Betphoenix,Betmania,Skybook,Mybookie,Abcislands,Jazz,Sportsinteraction,Betcris,Sbr,Wagerweb,Thegreek,Bodog,Matchbook,Looselines,Bet365,Average_Odds,Average_Probs,Max_Odds,Max_Implied_Prob,Consensus_Minus_Alpha,Signal,Payout_if_Win,Expected_Value
0,0,"Thu Jan 24, 2019",Golden State,0,61%,-400,-444,-440,-475,-515,-550,-525,-450,-475,-475,-515,-460,-440,-208,-470,-470,-470,-525,-,-,-555,-475,-450,-545,-450,-550,-440,-,-450,-472.88,0.8219010958394612,-208,0.6753246753246753,0.7719010958394612,1,0.4807692307692308,0.14300739191612527
1,0,"Thu Jan 24, 2019",Washington,0,39%,+325,+380,+390,+367,+420,+375,+400,+350,+375,+367,+420,+360,+390,+154,+370,+370,+370,+390,-,-,+430,+367,+351,+420,+350,+375,+420,-,+350,372.44,0.21561006403565178,430,0.18867924528301888,0.16561006403565176,0,4.3,-0.12226666061104574
2,1,"Thu Jan 24, 2019",New Orleans,0,60%,+530,+935,+1000,+947,+975,+750,+925,+750,+975,+947,+975,+900,+1000,+210,+895,-,-,+845,-,-,+900,+947,+837,+655,+850,+750,+1050,-,+750,859.4782608695652,0.11184718822424475,1050,0.08695652173913043,0.061847188224244745,0,10.5,-0.2887573354211854
3,1,"Thu Jan 24, 2019",Oklahoma City,0,40%,-875,-1285,-1200,-1700,-1500,-1400,-1325,-1400,-1700,-1700,-1500,-1350,-1200,-294,-1445,-,-,-1400,-,-,-1455,-1700,-1400,-905,-1400,-1400,-1200,-,-1200,-1350.391304347826,0.9239738762285027,-294,0.7461928934010152,0.8739738762285026,1,0.3401360544217687,0.17124390215656476
4,2,"Thu Jan 24, 2019",Portland,0,52%,-325,-374,-385,-450,-430,-450,-430,-380,-350,-450,-430,-400,-385,-263,-408,-408,-408,-460,-,-,-460,-450,-380,-275,-380,-450,-365,-,-400,-400.84,0.7979764389066207,-263,0.7245179063360881,0.7479764389066207,1,0.38022813688212925,0.03237812670381485
5,2,"Thu Jan 24, 2019",Phoenix,0,48%,+250,+325,+345,+351,+360,+325,+340,+300,+270,+351,+360,+300,+345,+190,+333,+333,+333,+365,-,-,+350,+351,+303,+225,+310,+325,+266,-,+320,319.04,0.24155327345435784,365,0.2150537634408602,0.19155327345435785,0,3.65,-0.10927727843723589
6,3,"Thu Jan 24, 2019",Minnesota,0,48%,-125,+108,+135,+115,+110,+115,+115,+110,+120,+115,+110,+113,+135,-102,+115,+120,+120,+115,-,-,+115,+115,-105,-120,+105,+115,+115,-,+115,88.96,0.47040834124443465,135,0.425531914893617,0.42040834124443466,0,1.35,-0.012040398075578551
7,3,"Thu Jan 24, 2019",L.A. Lakers,0,52%,+105,-119,-165,-135,-130,-135,-135,-130,-140,-135,-130,-133,-165,-130,-135,-140,-140,-135,-,-,-135,-135,-115,+100,-125,-135,-118,-,-135,-125.2,0.569870062455289,100,0.5,0.519870062455289,1,1.0,0.03974012491057799
8,4,"Thu Jan 24, 2019",Washington,0,89%,+155,+154,+160,+151,+155,+150,+155,+155,+155,+151,+155,+155,+160,+151,+155,+155,+155,+145,-,-,+155,+151,+151,+155,+155,+150,+156,-,+155,153.8,0.3940716364053881,160,0.3846153846153846,0.3440716364053881,0,1.6,-0.1054137453459908
9,4,"Thu Jan 24, 2019",Orlando,0,11%,-175,-171,-170,-175,-175,-170,-175,-175,-175,-175,-175,-175,-170,-177,-175,-175,-175,-170,-,-,-185,-175,-175,-175,-175,-170,-168,-,-175,-174.04,0.6350376115305543,-168,0.6268656716417911,0.5850376115305542,0,0.5952380952380952,-0.06672571493935398
10,5,"Thu Jan 24, 2019",Miami,0,43%,-400,-391,-370,-410,-405,-400,-405,-390,-380,-410,-405,-380,-370,-415,-413,-413,-413,-425,-,-,-395,-410,-410,-405,-400,-400,-380,-,-425,-400.8,0.8001353947748292,-370,0.7872340425531915,0.7501353947748292,0,0.2702702702702703,-0.04712530934008188
11,5,"Thu Jan 24, 2019",Cleveland,0,57%,+325,+339,+330,+324,+335,+300,+325,+310,+315,+324,+335,+290,+330,+334,+338,+338,+338,+325,-,-,+310,+324,+324,+325,+320,+300,+350,-,+325,324.32,0.23592368909634903,350,0.2222222222222222,0.18592368909634904,0,3.5,-0.16334339906642936
12,6,"Thu Jan 24, 2019",New York,0,64%,+450,+435,+440,+447,+460,+390,+435,+420,+415,+447,+460,+415,+440,+429,+430,+430,+430,+430,-,-,+435,+447,+447,+435,+425,+390,+450,-,+425,432.28,0.18807128551114535,460,0.17857142857142858,0.13807128551114534,0,4.6,-0.22680080113758616
13,6,"Thu Jan 24, 2019",Brooklyn,0,36%,-600,-515,-510,-600,-565,-580,-560,-570,-525,-600,-565,-525,-510,-552,-580,-580,-580,-580,-,-,-585,-600,-600,-560,-550,-580,-500,-,-550,-560.88,0.8483597394359673,-500,0.8333333333333334,0.7983597394359673,0,0.2,-0.04196831267683926
14,7,"Thu Jan 24, 2019",Toronto,0,67%,-,-130,-,-140,-,-130,-,-,-,-130,-,-,-,-130,-,-,-,-130,-,-,-,-130,-,-,-,-130,-,-,-,0.0,0.0,0,0.0,-0.05,0,0.0,-1.05
15,7,"Thu Jan 24, 2019",Houston,0,33%,-,+100,-,+110,-,+100,-,-,-,+100,-,-,-,+100,-,-,-,+100,-,-,-,+100,-,-,-,+100,-,-,-,0.0,0.0,0,0.0,-0.05,0,0.0,-1.05
16,8,"Thu Jan 24, 2019",Sacramento,0,-,-,+100,-,+110,-,+100,-,-,-,+100,-,-,-140,+100,-,-,-,+100,-,-,-,+100,-,-,-,+100,-,-,-140,0.0,0.0,0,0.0,-0.05,0,0.0,-1.05
17,8,"Thu Jan 24, 2019",Memphis,0,-,-,-130,-,-140,-,-130,-,-,-,-130,-,-,+110,-130,-,-,-,-130,-,-,-,-130,-,-,-,-130,-,-,+120,0.0,0.0,0,0.0,-0.05,0,0.0,-1.05
18,9,"Thu Jan 24, 2019",L.A. Clippers,0,-,-,-4500,-,-250,-,-4500,-,-,-,-4500,-,-,-,-4500,-,-,-,-4500,-,-,-,-4500,-,-,-,-4500,-,-,-,0.0,0.0,0,0.0,-0.05,0,0.0,-1.05
19,9,"Thu Jan 24, 2019",Chicago,0,-,-,+1802,-,+190,-,+1802,-,-,-,+1802,-,-,-,+1802,-,-,-,+1802,-,-,-,+1802,-,-,-,+1802,-,-,-,0.0,0.0,0,0.0,-0.05,0,0.0,-1.05
20,10,"Thu Jan 24, 2019",Detroit,0,-,-,+150,-,+155,-,+150,-,-,-,+150,-,-,+110,+150,-,-,-,+150,-,-,-,+150,-,-,-,+150,-,-,+120,0.0,0.0,0,0.0,-0.05,0,0.0,-1.05
21,10,"Thu Jan 24, 2019",Dallas,0,-,-,-180,-,-185,-,-180,-,-,-,-180,-,-,-140,-180,-,-,-,-180,-,-,-,-180,-,-,-,-180,-,-,-140,0.0,0.0,0,0.0,-0.05,0,0.0,-1.05
22,11,"Thu Jan 24, 2019",Charlotte,0,-,+475,+552,+540,+588,-,+500,+535,+500,-,+588,+610,+500,-,+545,+520,-,-,+525,-,-,-,+588,+588,+535,-,+500,+570,-,-,546.1176470588235,0.1552396919170798,610,0.14084507042253522,0.10523969191707978,0,6.1,-0.2527981873887335
23,11,"Thu Jan 24, 2019",Milwaukee,0,-,-650,-675,-660,-850,-,-800,-710,-700,-,-850,-810,-700,-,-741,-745,-,-,-775,-,-,-,-850,-850,-710,-,-800,-650,-,-,-757.4117647058823,0.8826142319726045,-650,0.8666666666666667,0.8326142319726044,0,0.15384615384615385,-0.03929127080084105
24,12,"Thu Jan 24, 2019",Phoenix,0,-,-,+800,-,+850,-,+800,-,-,-,+800,-,-,-250,+800,-,-,-,+800,-,-,-,+800,-,-,-,+800,-,-,-240,0.0,0.0,0,0.0,-0.05,0,0.0,-1.05
25,12,"Thu Jan 24, 2019",Denver,0,-,-,-1475,-,-1525,-,-1475,-,-,-,-1475,-,-,+190,-1475,-,-,-,-1475,-,-,-,-1475,-,-,-,-1475,-,-,+200,0.0,0.0,0,0.0,-0.05,0,0.0,-1.05
26,13,"Thu Jan 24, 2019",Minnesota,0,-,-,+425,+473,+430,-,+425,-,-,-,+425,+447,+470,-,+425,+467,-,-,+425,+450,-,-,+425,+447,+447,-,+425,-,-,-,440.4,0.18524015594914237,473,0.17452006980802792,0.13524015594914235,0,4.73,-0.22507390641141434
27,13,"Thu Jan 24, 2019",Utah,0,-,-,-550,-566,-625,-,-550,-,-,-,-550,-600,-575,-,-550,-613,-,-,-550,-600,-,-,-550,-600,-600,-,-550,-,-,-,-575.2666666666667,0.8516777709632897,-550,0.8461538461538461,0.8016777709632896,0,0.18181818181818182,-0.052562634316112244
28,14,"Thu Jan 24, 2019",San Antonio,0,-,-,-,-,-,-,-,-,-,-,-,-,-,+155,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+160,0.0,0.0,0,0.0,-0.05,0,0.0,-1.05
29,14,"Thu Jan 24, 2019",New Orleans,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-185,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-180,0.0,0.0,0,0.0,-0.05,0,0.0,-1.05
30,15,"Thu Jan 24, 2019",Indiana,0,-,-,-,-,-,+610,-,-,-,+500,-,-,-,+540,-,-,-,-,-,-,-,+555,-,-,-,+500,-,-,-,+525,0.0,0.0,0,0.0,-0.05,0,0.0,-1.05
31,15,"Thu Jan 24, 2019",Memphis,0,-,-,-,-,-,-810,-,-,-,-700,-,-,-,-660,-,-,-,-,-,-,-,-760,-,-,-,-700,-,-,-,-750,0.0,0.0,0,0.0,-0.05,0,0.0,-1.05
