,GameID,Date,Teams,Points,Wagers,Opener,Pinnacle,Fivedimes,Bookmaker,BetOnline,Bovada,Heritage,Intertops,Youwager,Justbet,Sportsbetting,Gtbets,Sportbet,Nitrogensports,Betphoenix,Betmania,Skybook,Mybookie,Abcislands,Jazz,Sportsinteraction,Betcris,Sbr,Wagerweb,Thegreek,Bodog,Matchbook,Looselines,Bet365,Average_Odds,Average_Probs,Max_Odds,Max_Implied_Prob,Consensus_Minus_Alpha,Signal,Payout_if_Win,Expected_Value,Kelly
5,2,"Mon Jan 21, 2019",Washington,-675,46%,-180,-215,-215,-220,-245,-140,-130,-135,-130,-220,-245,-225,-215,+106,-233,-233,-233,-235,-,-,-250,-220,-240,-235,-225,-225,-198,-,-220,-214.83333333333334,0.6790111065172577,-135,0.574468085106383,0.6290111065172577,1,0.7407407407407407,0.09494525949300409,0.1281761003155555
10,5,"Mon Jan 21, 2019",Sacramento,534,45%,+135,+143,+150,+132,+135,+300,+355,+315,+320,+132,+135,+145,+150,+146,+148,+148,+148,+145,-,-,+150,+132,+149,+145,+140,+145,+145,-,+145,153.83333333333334,0.3991387776882742,300,0.25,0.3491387776882742,1,3.0,0.3965551107530969,0.13218503691769898
15,7,"Mon Jan 21, 2019",Boston,-205,57%,-320,-385,-355,-430,-385,-220,-230,-220,-225,-450,-385,-370,-355,-392,-418,-418,-418,-475,-,-,-480,-430,-420,-445,-380,-400,-490,-,-400,-393.3888888888889,0.7948092009840872,-230,0.6969696969696969,0.7448092009840872,1,0.43478260869565216,0.06863928836847294,0.15787036324748777
